"GEO_ID","B12001_001E","B12001_001M","B12001_002E","B12001_002M","B12001_003E","B12001_003M","B12001_004E","B12001_004M","B12001_005E","B12001_005M","B12001_006E","B12001_006M","B12001_007E","B12001_007M","B12001_008E","B12001_008M","B12001_009E","B12001_009M","B12001_010E","B12001_010M","B12001_011E","B12001_011M","B12001_012E","B12001_012M","B12001_013E","B12001_013M","B12001_014E","B12001_014M","B12001_015E","B12001_015M","B12001_016E","B12001_016M","B12001_017E","B12001_017M","B12001_018E","B12001_018M","B12001_019E","B12001_019M","NAME"
"id","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Never married","Margin of Error!!Total!!Male!!Never married","Estimate!!Total!!Male!!Now married","Margin of Error!!Total!!Male!!Now married","Estimate!!Total!!Male!!Now married!!Married, spouse present","Margin of Error!!Total!!Male!!Now married!!Married, spouse present","Estimate!!Total!!Male!!Now married!!Married, spouse absent","Margin of Error!!Total!!Male!!Now married!!Married, spouse absent","Estimate!!Total!!Male!!Now married!!Married, spouse absent!!Separated","Margin of Error!!Total!!Male!!Now married!!Married, spouse absent!!Separated","Estimate!!Total!!Male!!Now married!!Married, spouse absent!!Other","Margin of Error!!Total!!Male!!Now married!!Married, spouse absent!!Other","Estimate!!Total!!Male!!Widowed","Margin of Error!!Total!!Male!!Widowed","Estimate!!Total!!Male!!Divorced","Margin of Error!!Total!!Male!!Divorced","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Never married","Margin of Error!!Total!!Female!!Never married","Estimate!!Total!!Female!!Now married","Margin of Error!!Total!!Female!!Now married","Estimate!!Total!!Female!!Now married!!Married, spouse present","Margin of Error!!Total!!Female!!Now married!!Married, spouse present","Estimate!!Total!!Female!!Now married!!Married, spouse absent","Margin of Error!!Total!!Female!!Now married!!Married, spouse absent","Estimate!!Total!!Female!!Now married!!Married, spouse absent!!Separated","Margin of Error!!Total!!Female!!Now married!!Married, spouse absent!!Separated","Estimate!!Total!!Female!!Now married!!Married, spouse absent!!Other","Margin of Error!!Total!!Female!!Now married!!Married, spouse absent!!Other","Estimate!!Total!!Female!!Widowed","Margin of Error!!Total!!Female!!Widowed","Estimate!!Total!!Female!!Divorced","Margin of Error!!Total!!Female!!Divorced","Geographic Area Name"
"1400000US25021400100","4021","437","1907","252","1137","243","580","92","580","92","0","127","0","127","0","127","40","38","150","95","2114","390","1225","363","667","93","585","93","82","57","36","36","46","43","69","41","153","75","Census Tract 4001, Norfolk County, Massachusetts"
"1400000US25021400200","5585","677","2521","579","1378","616","986","169","833","150","153","98","8","14","145","97","21","33","136","114","3064","363","1871","361","854","154","817","148","37","36","18","28","19","21","154","58","185","121","Census Tract 4002, Norfolk County, Massachusetts"
"1400000US25021400300","3357","356","1558","249","786","244","718","118","711","117","7","13","0","127","7","13","25","24","29","36","1799","258","831","244","755","121","716","120","39","29","10","15","29","26","83","53","130","60","Census Tract 4003, Norfolk County, Massachusetts"
"1400000US25021400400","4634","341","1708","209","600","176","982","141","982","141","0","127","0","127","0","127","86","52","40","38","2926","272","1393","287","1034","137","977","138","57","47","30","34","27","31","322","90","177","79","Census Tract 4004, Norfolk County, Massachusetts"
"1400000US25021400500","4814","411","2156","341","870","339","1208","152","1181","154","27","31","0","127","27","31","40","38","38","36","2658","326","1205","288","1203","162","1191","164","12","20","0","127","12","20","87","63","163","83","Census Tract 4005, Norfolk County, Massachusetts"
"1400000US25021400600","4352","406","2048","337","790","371","1097","162","1082","162","15","23","0","127","15","23","13","20","148","81","2304","348","903","312","1182","159","1077","161","105","52","14","22","91","52","145","90","74","52","Census Tract 4006, Norfolk County, Massachusetts"
"1400000US25021400700","3183","293","1407","157","424","120","881","116","813","115","68","49","47","41","21","32","0","127","102","76","1776","207","667","187","904","114","831","112","73","67","38","59","35","33","92","53","113","57","Census Tract 4007, Norfolk County, Massachusetts"
"1400000US25021400800","4438","391","1874","253","862","261","895","158","825","153","70","45","35","33","35","31","14","22","103","67","2564","285","1232","273","922","162","788","128","134","109","70","77","64","71","218","106","192","76","Census Tract 4008, Norfolk County, Massachusetts"
"1400000US25021400900","3198","255","1320","194","553","152","688","132","643","130","45","53","11","19","34","49","40","66","39","37","1878","193","756","179","729","140","649","132","80","57","25","27","55","49","137","44","256","100","Census Tract 4009, Norfolk County, Massachusetts"
"1400000US25021401000","2589","208","1240","183","617","182","537","101","501","101","36","37","0","127","36","37","0","127","86","63","1349","135","561","117","550","97","515","98","35","29","35","29","0","127","106","72","132","70","Census Tract 4010, Norfolk County, Massachusetts"
"1400000US25021401100","4010","384","2044","336","728","310","1180","278","982","118","198","253","0","127","198","253","44","34","92","52","1966","152","517","131","1038","118","975","114","63","43","18","21","45","37","217","88","194","84","Census Tract 4011, Norfolk County, Massachusetts"
"1400000US25021401200","4736","435","2252","235","444","148","1654","170","1460","178","194","114","24","27","170","103","11","18","143","111","2484","355","795","345","1457","166","1417","166","40","36","14","18","26","30","58","47","174","91","Census Tract 4012, Norfolk County, Massachusetts"
"1400000US25021402101","3134","207","1458","160","468","105","874","145","794","116","80","61","32","30","48","54","28","26","88","48","1676","139","536","146","868","121","806","121","62","61","49","58","13","16","170","68","102","56","Census Tract 4021.01, Norfolk County, Massachusetts"
"1400000US25021402102","3196","238","1487","186","541","128","743","124","707","118","36","38","10","16","26","27","34","45","169","79","1709","165","460","140","773","115","721","127","52","41","7","12","45","41","276","92","200","84","Census Tract 4021.02, Norfolk County, Massachusetts"
"1400000US25021402200","1717","133","724","92","150","63","499","79","499","79","0","127","0","127","0","127","37","35","38","39","993","92","263","78","545","77","503","80","42","40","32","36","10","18","113","51","72","48","Census Tract 4022, Norfolk County, Massachusetts"
"1400000US25021402300","3810","192","1832","113","361","92","1289","115","1216","126","73","56","0","127","73","56","89","54","93","47","1978","141","351","92","1264","126","1227","123","37","37","14","21","23","30","234","82","129","51","Census Tract 4023, Norfolk County, Massachusetts"
"1400000US25021402400","4675","213","2226","173","754","192","1272","126","1184","125","88","63","42","42","46","44","62","54","138","60","2449","156","741","129","1261","126","1202","124","59","52","35","36","24","37","216","91","231","106","Census Tract 4024, Norfolk County, Massachusetts"
"1400000US25021402500","3650","261","2063","256","784","246","1079","107","961","101","118","59","47","57","71","37","79","74","121","67","1587","160","346","132","973","107","967","105","6","9","6","9","0","127","186","107","82","62","Census Tract 4025, Norfolk County, Massachusetts"
"1400000US25021403100","5025","224","2459","138","681","134","1697","119","1678","112","19","31","0","127","19","31","38","34","43","41","2566","146","507","114","1722","104","1699","108","23","36","23","36","0","127","198","87","139","68","Census Tract 4031, Norfolk County, Massachusetts"
"1400000US25021403300","3097","222","1564","144","387","110","1049","92","1041","89","8","13","0","127","8","13","39","32","89","48","1533","126","213","69","1074","89","1038","89","36","25","19","21","17","14","162","85","84","44","Census Tract 4033, Norfolk County, Massachusetts"
"1400000US25021403400","5228","328","2427","259","771","191","1451","125","1390","132","61","49","29","34","32","34","119","66","86","50","2801","190","657","158","1510","139","1394","129","116","85","17","29","99","80","334","117","300","109","Census Tract 4034, Norfolk County, Massachusetts"
"1400000US25021403500","4293","234","1988","168","381","180","1396","142","1372","133","24","32","14","23","10","22","118","63","93","59","2305","206","422","172","1423","141","1373","130","50","41","0","127","50","41","204","98","256","109","Census Tract 4035, Norfolk County, Massachusetts"
"1400000US25021404100","2682","259","1203","163","309","127","830","109","809","121","21","29","11","17","10","24","10","15","54","42","1479","154","283","109","930","126","818","125","112","79","100","84","12","18","81","49","185","68","Census Tract 4041, Norfolk County, Massachusetts"
"1400000US25021404201","2424","163","1149","101","237","90","867","79","867","79","0","127","0","127","0","127","7","10","38","37","1275","98","239","74","899","80","886","82","13","19","0","127","13","19","66","37","71","38","Census Tract 4042.01, Norfolk County, Massachusetts"
"1400000US25021404202","4301","675","2247","561","1395","580","768","74","751","71","17","18","0","127","17","18","41","30","43","32","2054","251","1008","246","788","84","750","78","38","51","0","127","38","51","180","68","78","48","Census Tract 4042.02, Norfolk County, Massachusetts"
"1400000US25021404301","3551","214","1684","146","344","108","1272","103","1262","102","10","16","0","127","10","16","19","22","49","56","1867","138","301","92","1335","98","1267","100","68","41","34","33","34","30","161","66","70","52","Census Tract 4043.01, Norfolk County, Massachusetts"
"1400000US25021404302","2594","234","1139","136","182","85","798","110","779","109","19","23","0","127","19","23","78","60","81","48","1455","161","224","84","867","107","803","107","64","55","0","127","64","55","149","70","215","79","Census Tract 4043.02, Norfolk County, Massachusetts"
"1400000US25021404400","6328","531","1554","184","385","141","1005","142","999","142","6","10","0","127","6","10","25","38","139","96","4774","509","3337","497","1048","160","995","145","53","41","35","35","18","22","144","62","245","139","Census Tract 4044, Norfolk County, Massachusetts"
"1400000US25021405100","4137","147","2014","113","429","94","1486","82","1464","81","22","25","22","25","0","127","21","23","78","61","2123","103","414","108","1489","77","1471","79","18","22","4","8","14","19","126","70","94","48","Census Tract 4051, Norfolk County, Massachusetts"
"1400000US25021406101","4185","181","1981","139","462","132","1350","83","1301","78","49","42","9","15","40","39","45","36","124","65","2204","155","512","111","1376","83","1310","77","66","47","0","127","66","47","180","117","136","59","Census Tract 4061.01, Norfolk County, Massachusetts"
"1400000US25021406102","4832","219","2299","180","626","166","1599","95","1560","95","39","39","0","127","39","39","26","32","48","36","2533","163","627","150","1613","87","1572","93","41","43","15","24","26","37","183","73","110","60","Census Tract 4061.02, Norfolk County, Massachusetts"
"1400000US25021407100","6220","134","2946","166","777","162","1767","134","1729","132","38","36","25","29","13","22","122","86","280","113","3274","142","893","199","1750","132","1736","135","14","23","14","23","0","127","213","87","418","131","Census Tract 4071, Norfolk County, Massachusetts"
"1400000US25021408101","6092","210","2955","149","660","126","2039","156","1999","158","40","32","40","32","0","127","173","116","83","51","3137","171","662","162","2072","153","2009","149","63","50","0","127","63","50","243","102","160","85","Census Tract 4081.01, Norfolk County, Massachusetts"
"1400000US25021408102","3557","190","1642","163","356","155","1140","89","1103","83","37","46","11","17","26","43","47","37","99","51","1915","154","504","157","1211","104","1101","85","110","99","54","52","56","60","101","40","99","45","Census Tract 4081.02, Norfolk County, Massachusetts"
"1400000US25021409101","5543","600","3995","760","1920","605","1507","110","1010","126","497","115","54","25","443","116","38","27","530","195","1548","194","331","101","1032","128","1019","130","13","18","0","127","13","18","101","63","84","46","Census Tract 4091.01, Norfolk County, Massachusetts"
"1400000US25021409102","3506","395","1830","216","551","121","1163","142","1127","134","36","34","13","19","23","27","28","25","88","52","1676","207","305","105","1153","134","1139","131","14","22","14","22","0","127","119","54","99","63","Census Tract 4091.02, Norfolk County, Massachusetts"
"1400000US25021410100","4747","209","2198","177","617","142","1378","139","1347","144","31","49","0","127","31","49","81","53","122","100","2549","179","577","153","1416","137","1369","143","47","58","0","127","47","58","212","85","344","131","Census Tract 4101, Norfolk County, Massachusetts"
"1400000US25021410300","3369","193","1589","127","387","116","1084","93","1076","92","8","12","0","127","8","12","42","32","76","47","1780","123","343","104","1143","95","1084","93","59","61","59","61","0","127","173","68","121","63","Census Tract 4103, Norfolk County, Massachusetts"
"1400000US25021410400","5025","267","2412","227","760","246","1419","138","1347","131","72","54","27","31","45","46","48","46","185","103","2613","184","645","156","1458","137","1350","127","108","84","0","127","108","84","179","88","331","134","Census Tract 4104, Norfolk County, Massachusetts"
"1400000US25021411100","6529","340","3164","260","1066","193","1800","150","1705","149","95","64","7","11","88","63","118","72","180","91","3365","277","840","223","1902","185","1722","154","180","109","136","99","44","40","303","107","320","126","Census Tract 4111, Norfolk County, Massachusetts"
"1400000US25021411200","4781","372","2210","221","558","149","1400","164","1349","152","51","54","19","30","32","46","69","52","183","100","2571","237","764","141","1496","195","1366","156","130","98","32","36","98","90","106","65","205","95","Census Tract 4112, Norfolk County, Massachusetts"
"1400000US25021411301","4069","251","1856","155","433","116","1338","135","1270","135","68","65","0","127","68","65","45","39","40","38","2213","184","315","113","1329","132","1280","134","49","44","32","36","17","25","463","155","106","52","Census Tract 4113.01, Norfolk County, Massachusetts"
"1400000US25021411302","3204","246","1623","206","548","158","945","77","869","67","76","38","21","18","55","34","8","16","122","95","1581","157","342","154","961","118","881","68","80","93","15","24","65","90","137","79","141","79","Census Tract 4113.02, Norfolk County, Massachusetts"
"1400000US25021412100","4366","237","2067","178","435","124","1442","127","1411","122","31","35","15","23","16","24","84","56","106","63","2299","158","397","122","1505","115","1424","121","81","61","55","50","26","31","221","106","176","81","Census Tract 4121, Norfolk County, Massachusetts"
"1400000US25021412200","2895","163","1304","142","288","127","921","86","911","87","10","15","0","127","10","15","68","35","27","43","1591","119","211","72","949","88","923","85","26","29","17","19","9","16","370","112","61","35","Census Tract 4122, Norfolk County, Massachusetts"
"1400000US25021412300","3720","230","1740","142","391","93","1220","100","1169","96","51","46","0","127","51","46","40","33","89","49","1980","199","511","192","1215","101","1186","100","29","30","12","17","17","25","207","80","47","34","Census Tract 4123, Norfolk County, Massachusetts"
"1400000US25021413100","4828","282","2487","247","855","181","1407","190","1204","172","203","157","70","70","133","107","53","46","172","113","2341","186","676","140","1231","174","1216","175","15","23","0","127","15","23","305","132","129","61","Census Tract 4131, Norfolk County, Massachusetts"
"1400000US25021413200","5220","328","2331","272","928","243","1101","149","1093","150","8","14","0","127","8","14","155","99","147","69","2889","229","773","167","1243","191","1089","152","154","100","116","87","38","47","448","126","425","117","Census Tract 4132, Norfolk County, Massachusetts"
"1400000US25021413300","3814","214","1720","160","525","147","1068","124","1027","126","41","39","20","32","21","23","49","38","78","56","2094","169","604","151","1080","112","1025","113","55","54","55","54","0","127","225","73","185","95","Census Tract 4133, Norfolk County, Massachusetts"
"1400000US25021413401","2965","388","1428","177","579","165","621","123","621","123","0","127","0","127","0","127","64","51","164","90","1537","307","512","236","723","121","628","122","95","83","37","45","58","71","151","63","151","112","Census Tract 4134.01, Norfolk County, Massachusetts"
"1400000US25021413402","3279","339","1642","201","519","188","956","140","873","141","83","48","0","127","83","48","60","41","107","67","1637","209","409","165","938","148","870","138","68","68","52","64","16","19","218","95","72","44","Census Tract 4134.02, Norfolk County, Massachusetts"
"1400000US25021413500","3596","314","1978","294","895","253","906","141","780","111","126","105","7","12","119","103","44","43","133","75","1618","143","442","123","864","107","799","111","65","41","39","31","26","26","153","66","159","65","Census Tract 4135, Norfolk County, Massachusetts"
"1400000US25021414100","4162","208","1916","140","388","123","1442","133","1346","108","96","102","15","24","81","89","39","43","47","41","2246","182","417","117","1420","100","1312","104","108","57","12","19","96","54","199","95","210","78","Census Tract 4141, Norfolk County, Massachusetts"
"1400000US25021414200","5669","245","2844","157","638","146","2097","131","2097","131","0","127","0","127","0","127","47","39","62","47","2825","158","433","107","2148","131","2114","129","34","29","34","29","0","127","121","73","123","82","Census Tract 4142, Norfolk County, Massachusetts"
"1400000US25021414300","3630","188","1704","126","469","111","1122","103","1041","105","81","58","54","40","27","44","61","61","52","40","1926","148","449","122","1101","121","1044","106","57","65","0","127","57","65","174","74","202","72","Census Tract 4143, Norfolk County, Massachusetts"
"1400000US25021415101","3322","246","1523","136","405","108","997","88","986","86","11","17","11","17","0","127","74","47","47","44","1799","183","332","90","1029","85","1014","86","15","19","0","127","15","19","293","134","145","67","Census Tract 4151.01, Norfolk County, Massachusetts"
"1400000US25021415102","6137","311","2832","293","749","291","1914","196","1821","204","93","66","70","68","23","27","69","44","100","55","3305","218","783","169","1876","195","1801","196","75","61","46","56","29","26","332","103","314","103","Census Tract 4151.02, Norfolk County, Massachusetts"
"1400000US25021415200","4788","491","2023","256","512","153","1276","201","1112","168","164","118","40","51","124","102","111","68","124","92","2765","361","524","204","1333","185","1116","166","217","118","33","34","184","114","667","259","241","93","Census Tract 4152, Norfolk County, Massachusetts"
"1400000US25021415300","2754","198","1343","135","375","112","894","85","877","87","17","17","9","14","8","11","53","44","21","23","1411","123","254","83","941","87","885","88","56","38","19","23","37","31","144","58","72","53","Census Tract 4153, Norfolk County, Massachusetts"
"1400000US25021416101","4352","250","1833","179","524","147","1260","117","1213","114","47","42","7","14","40","40","17","26","32","28","2519","182","594","157","1344","157","1221","119","123","125","92","112","31","41","435","130","146","70","Census Tract 4161.01, Norfolk County, Massachusetts"
"1400000US25021416102","2759","393","1321","259","509","236","685","107","649","104","36","36","0","127","36","36","43","41","84","82","1438","215","493","189","722","110","656","104","66","67","0","127","66","67","107","71","116","115","Census Tract 4161.02, Norfolk County, Massachusetts"
"1400000US25021416200","5238","281","2385","237","803","186","1374","176","1326","176","48","54","20","35","28","30","68","54","140","95","2853","224","1005","247","1465","200","1370","188","95","79","60","66","35","39","107","55","276","113","Census Tract 4162, Norfolk County, Massachusetts"
"1400000US25021416300","3704","245","1742","161","433","120","1126","132","978","116","148","93","96","74","52","62","48","44","135","75","1962","164","548","142","1058","119","990","117","68","59","44","42","24","31","161","68","195","93","Census Tract 4163, Norfolk County, Massachusetts"
"1400000US25021416400","4930","283","2360","185","719","144","1472","162","1472","162","0","127","0","127","0","127","46","37","123","89","2570","212","698","180","1498","169","1486","164","12","19","12","19","0","127","256","90","118","80","Census Tract 4164, Norfolk County, Massachusetts"
"1400000US25021417100","3741","259","1818","272","741","259","908","134","908","134","0","127","0","127","0","127","35","32","134","75","1923","209","818","195","949","126","892","120","57","62","57","62","0","127","96","76","60","40","Census Tract 4171, Norfolk County, Massachusetts"
"1400000US25021417200","6786","516","3185","314","1149","282","1804","244","1608","243","196","105","106","92","90","56","37","35","195","106","3601","386","1213","328","1865","239","1591","241","274","131","125","103","149","89","284","118","239","92","Census Tract 4172, Norfolk County, Massachusetts"
"1400000US25021417300","2204","181","1079","123","399","119","511","117","465","120","46","35","23","26","23","23","58","56","111","72","1125","160","309","110","506","122","475","120","31","40","0","127","31","40","164","85","146","64","Census Tract 4173, Norfolk County, Massachusetts"
"1400000US25021417400","1920","155","836","106","199","70","560","88","554","90","6","13","0","127","6","13","56","46","21","24","1084","87","340","84","577","90","571","91","6","15","0","127","6","15","78","48","89","46","Census Tract 4174, Norfolk County, Massachusetts"
"1400000US25021417501","4891","403","2312","264","972","276","1149","158","956","165","193","83","23","25","170","79","42","34","149","106","2579","267","948","242","1212","181","986","175","226","116","0","127","226","116","166","85","253","115","Census Tract 4175.01, Norfolk County, Massachusetts"
"1400000US25021417502","4135","302","1816","201","846","204","844","137","771","136","73","51","16","18","57","46","55","40","71","51","2319","241","1077","230","876","138","750","136","126","71","43","38","83","59","153","70","213","80","Census Tract 4175.02, Norfolk County, Massachusetts"
"1400000US25021417601","4956","328","2229","320","1117","333","1024","146","988","145","36","32","25","28","11","17","37","44","51","52","2727","344","1144","307","1045","135","1010","137","35","43","0","127","35","43","232","118","306","117","Census Tract 4176.01, Norfolk County, Massachusetts"
"1400000US25021417602","4685","369","2251","302","975","217","1126","203","1020","162","106","84","42","67","64","60","100","52","50","42","2434","212","750","214","1085","161","1024","155","61","67","9","15","52","66","273","102","326","142","Census Tract 4176.02, Norfolk County, Massachusetts"
"1400000US25021417701","4997","459","2377","350","1209","392","873","191","772","176","101","80","0","127","101","80","42","35","253","129","2620","285","959","216","928","187","781","177","147","88","91","79","56","39","459","171","274","134","Census Tract 4177.01, Norfolk County, Massachusetts"
"1400000US25021417702","2185","180","1056","143","371","144","619","80","603","78","16","25","0","127","16","25","0","127","66","55","1129","124","341","112","645","75","618","82","27","30","0","127","27","30","93","57","50","43","Census Tract 4177.02, Norfolk County, Massachusetts"
"1400000US25021417801","4255","290","2030","206","871","183","1074","146","1058","144","16","25","0","127","16","25","18","22","67","51","2225","218","720","139","1119","149","1064","143","55","54","55","54","0","127","185","81","201","95","Census Tract 4178.01, Norfolk County, Massachusetts"
"1400000US25021417802","2424","230","1074","117","441","92","500","114","431","106","69","48","0","127","69","48","0","127","133","60","1350","157","432","104","471","113","421","111","50","39","8","12","42","38","248","91","199","93","Census Tract 4178.02, Norfolk County, Massachusetts"
"1400000US25021417901","4995","348","2428","342","1124","264","1002","237","785","169","217","143","88","82","129","133","90","54","212","103","2567","219","832","213","841","160","763","162","78","52","54","45","24","33","510","135","384","117","Census Tract 4179.01, Norfolk County, Massachusetts"
"1400000US25021417902","2674","253","1116","196","362","139","641","125","533","92","108","77","34","42","74","56","61","54","52","42","1558","160","575","147","605","109","534","99","71","46","45","37","26","30","168","69","210","73","Census Tract 4179.02, Norfolk County, Massachusetts"
"1400000US25021418002","5871","420","2822","280","1062","245","1498","213","1437","212","61","48","31","34","30","33","50","41","212","107","3049","265","922","183","1459","223","1437","221","22","30","16","25","6","15","386","127","282","119","Census Tract 4180.02, Norfolk County, Massachusetts"
"1400000US25021418003","2277","328","1163","182","435","106","540","155","540","155","0","127","0","127","0","127","79","58","109","60","1114","188","428","125","531","146","531","146","0","127","0","127","0","127","47","38","108","69","Census Tract 4180.03, Norfolk County, Massachusetts"
"1400000US25021418004","3287","301","1626","219","833","227","665","153","619","141","46","59","0","127","46","59","67","55","61","81","1661","278","768","232","706","145","598","136","108","90","57","66","51","66","122","88","65","48","Census Tract 4180.04, Norfolk County, Massachusetts"
"1400000US25021418101","3935","446","1912","250","967","230","774","168","681","164","93","59","31","34","62","51","55","46","116","102","2023","292","713","209","765","177","691","172","74","61","28","36","46","53","380","135","165","72","Census Tract 4181.01, Norfolk County, Massachusetts"
"1400000US25021418102","2924","302","1346","158","499","152","688","141","657","145","31","29","10","16","21","23","43","48","116","80","1578","223","775","195","704","149","616","137","88","63","43","51","45","40","20","22","79","62","Census Tract 4181.02, Norfolk County, Massachusetts"
"1400000US25021418200","5081","333","2523","309","1116","295","1213","169","949","167","264","118","139","103","125","78","57","47","137","83","2558","221","959","212","1150","173","961","158","189","117","97","89","92","71","204","106","245","86","Census Tract 4182, Norfolk County, Massachusetts"
"1400000US25021419100","4859","255","2198","249","748","200","1307","144","1260","138","47","43","16","25","31","35","9","16","134","85","2661","145","790","140","1351","134","1259","139","92","82","76","79","16","24","230","107","290","112","Census Tract 4191, Norfolk County, Massachusetts"
"1400000US25021419200","4096","231","1838","169","680","160","1032","107","1004","109","28","26","0","127","28","26","79","56","47","38","2258","165","731","175","1056","103","1023","105","33","23","11","19","22","13","258","79","213","84","Census Tract 4192, Norfolk County, Massachusetts"
"1400000US25021419300","2759","211","1206","170","426","141","605","127","552","120","53","57","44","54","9","14","36","31","139","86","1553","198","613","129","645","117","552","112","93","58","20","21","73","55","120","51","175","76","Census Tract 4193, Norfolk County, Massachusetts"
"1400000US25021419400","2525","140","1205","121","380","110","686","103","686","103","0","127","0","127","0","127","56","45","83","72","1320","99","401","129","734","113","689","106","45","39","37","34","8","15","50","40","135","62","Census Tract 4194, Norfolk County, Massachusetts"
"1400000US25021419500","2524","252","1116","120","228","98","824","107","792","99","32","31","0","127","32","31","6","10","58","47","1408","176","304","111","838","102","790","97","48","34","18","21","30","29","202","129","64","45","Census Tract 4195, Norfolk County, Massachusetts"
"1400000US25021419600","5102","241","2276","176","625","163","1437","128","1384","128","53","52","29","38","24","31","70","53","144","94","2826","219","713","174","1440","141","1395","131","45","41","0","127","45","41","356","126","317","117","Census Tract 4196, Norfolk County, Massachusetts"
"1400000US25021419700","3380","257","1460","163","447","122","843","99","806","101","37","31","6","9","31","29","54","45","116","70","1920","165","460","111","878","84","807","96","71","50","61","49","10","16","398","119","184","89","Census Tract 4197, Norfolk County, Massachusetts"
"1400000US25021419800","3374","213","1600","161","532","161","938","119","848","101","90","71","23","28","67","63","47","35","83","44","1774","169","531","135","901","108","851","108","50","40","50","40","0","127","186","79","156","81","Census Tract 4198, Norfolk County, Massachusetts"
"1400000US25021420100","6090","363","2900","285","936","261","1495","213","1333","213","162","122","44","68","118","100","152","73","317","119","3190","355","1239","334","1416","212","1314","217","102","86","20","33","82","65","227","87","308","153","Census Tract 4201, Norfolk County, Massachusetts"
"1400000US25021420201","2916","209","1452","157","464","140","862","132","741","95","121","83","68","62","53","66","58","55","68","57","1464","138","384","124","775","107","767","106","8","15","8","15","0","127","234","76","71","57","Census Tract 4202.01, Norfolk County, Massachusetts"
"1400000US25021420202","4695","346","2162","297","735","223","1210","219","1089","178","121","130","0","127","121","130","41","30","176","110","2533","227","779","174","1262","184","1097","186","165","83","58","52","107","70","185","84","307","153","Census Tract 4202.02, Norfolk County, Massachusetts"
"1400000US25021420301","5585","373","2512","305","1011","257","1377","209","1314","211","63","56","24","39","39","39","58","43","66","63","3073","313","724","252","1788","304","1339","227","449","267","229","153","220","174","339","136","222","111","Census Tract 4203.01, Norfolk County, Massachusetts"
"1400000US25021420302","6747","376","3075","269","1039","235","1614","216","1458","179","156","95","27","33","129","90","133","85","289","138","3672","305","1254","248","1825","236","1518","193","307","123","170","92","137","89","259","106","334","133","Census Tract 4203.02, Norfolk County, Massachusetts"
"1400000US25021421100","4323","205","2109","258","875","239","1142","173","1067","170","75","79","75","79","0","127","50","38","42","38","2214","268","561","258","1219","163","1101","182","118","110","107","110","11","20","236","102","198","120","Census Tract 4211, Norfolk County, Massachusetts"
"1400000US25021421200","4445","237","2306","291","780","332","1223","169","1196","170","27","60","0","127","27","60","28","31","275","140","2139","207","561","159","1251","172","1187","161","64","57","17","27","47","48","219","94","108","75","Census Tract 4212, Norfolk County, Massachusetts"
"1400000US25021422100","4235","237","2021","165","604","148","1324","99","1239","120","85","77","12","18","73","74","0","127","93","65","2214","161","527","177","1339","119","1274","131","65","64","25","29","40","60","213","74","135","69","Census Tract 4221, Norfolk County, Massachusetts"
"1400000US25021422200","5701","306","2775","233","852","198","1626","158","1556","153","70","45","29","31","41","32","110","75","187","120","2926","220","769","207","1574","151","1553","148","21","24","11","18","10","17","224","66","359","133","Census Tract 4222, Norfolk County, Massachusetts"
"1400000US25021422301","2386","138","1176","111","297","86","716","79","694","86","22","35","0","127","22","35","55","45","108","58","1210","103","306","81","760","74","711","85","49","47","26","30","23","38","71","43","73","40","Census Tract 4223.01, Norfolk County, Massachusetts"
"1400000US25021422302","5377","250","2498","227","799","188","1341","163","1242","160","99","51","25","28","74","40","101","54","257","110","2879","221","884","205","1352","166","1243","158","109","67","45","42","64","52","265","103","378","111","Census Tract 4223.02, Norfolk County, Massachusetts"
"1400000US25021422400","6679","346","3139","375","1149","280","1548","195","1460","189","88","61","29","32","59","52","141","92","301","151","3540","261","901","187","1598","212","1462","188","136","110","48","66","88","87","584","162","457","143","Census Tract 4224, Norfolk County, Massachusetts"
"1400000US25021422501","3902","302","1785","200","888","189","734","135","686","120","48","58","0","127","48","58","51","45","112","58","2117","249","930","244","775","109","700","120","75","74","75","74","0","127","167","94","245","99","Census Tract 4225.01, Norfolk County, Massachusetts"
"1400000US25021422502","4248","259","1940","208","902","204","801","170","746","160","55","52","0","127","55","52","73","58","164","89","2308","211","962","242","835","159","749","159","86","60","54","52","32","35","144","81","367","165","Census Tract 4225.02, Norfolk County, Massachusetts"
"1400000US25021422600","5139","246","2378","189","707","193","1476","139","1476","139","0","127","0","127","0","127","56","45","139","67","2761","200","615","194","1559","134","1508","138","51","38","18","28","33","28","327","110","260","118","Census Tract 4226, Norfolk County, Massachusetts"
"1400000US25021422700","3178","222","1403","181","463","163","813","113","789","112","24","27","10","16","14","21","36","29","91","47","1775","199","506","141","881","109","799","107","82","73","69","73","13","20","253","91","135","76","Census Tract 4227, Norfolk County, Massachusetts"
"1400000US25021422800","3236","247","1580","177","417","123","910","115","910","115","0","127","0","127","0","127","119","70","134","75","1656","155","422","114","909","118","909","118","0","127","0","127","0","127","97","56","228","93","Census Tract 4228, Norfolk County, Massachusetts"
"1400000US25021423100","5581","199","2815","175","633","131","1943","112","1845","98","98","80","14","23","84","76","90","53","149","88","2766","161","463","145","1900","98","1862","95","38","31","0","127","38","31","264","94","139","68","Census Tract 4231, Norfolk County, Massachusetts"
