"GEO_ID","B12001_001E","B12001_001M","B12001_002E","B12001_002M","B12001_003E","B12001_003M","B12001_004E","B12001_004M","B12001_005E","B12001_005M","B12001_006E","B12001_006M","B12001_007E","B12001_007M","B12001_008E","B12001_008M","B12001_009E","B12001_009M","B12001_010E","B12001_010M","B12001_011E","B12001_011M","B12001_012E","B12001_012M","B12001_013E","B12001_013M","B12001_014E","B12001_014M","B12001_015E","B12001_015M","B12001_016E","B12001_016M","B12001_017E","B12001_017M","B12001_018E","B12001_018M","B12001_019E","B12001_019M","NAME"
"id","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Male","Margin of Error!!Total!!Male","Estimate!!Total!!Male!!Never married","Margin of Error!!Total!!Male!!Never married","Estimate!!Total!!Male!!Now married","Margin of Error!!Total!!Male!!Now married","Estimate!!Total!!Male!!Now married!!Married, spouse present","Margin of Error!!Total!!Male!!Now married!!Married, spouse present","Estimate!!Total!!Male!!Now married!!Married, spouse absent","Margin of Error!!Total!!Male!!Now married!!Married, spouse absent","Estimate!!Total!!Male!!Now married!!Married, spouse absent!!Separated","Margin of Error!!Total!!Male!!Now married!!Married, spouse absent!!Separated","Estimate!!Total!!Male!!Now married!!Married, spouse absent!!Other","Margin of Error!!Total!!Male!!Now married!!Married, spouse absent!!Other","Estimate!!Total!!Male!!Widowed","Margin of Error!!Total!!Male!!Widowed","Estimate!!Total!!Male!!Divorced","Margin of Error!!Total!!Male!!Divorced","Estimate!!Total!!Female","Margin of Error!!Total!!Female","Estimate!!Total!!Female!!Never married","Margin of Error!!Total!!Female!!Never married","Estimate!!Total!!Female!!Now married","Margin of Error!!Total!!Female!!Now married","Estimate!!Total!!Female!!Now married!!Married, spouse present","Margin of Error!!Total!!Female!!Now married!!Married, spouse present","Estimate!!Total!!Female!!Now married!!Married, spouse absent","Margin of Error!!Total!!Female!!Now married!!Married, spouse absent","Estimate!!Total!!Female!!Now married!!Married, spouse absent!!Separated","Margin of Error!!Total!!Female!!Now married!!Married, spouse absent!!Separated","Estimate!!Total!!Female!!Now married!!Married, spouse absent!!Other","Margin of Error!!Total!!Female!!Now married!!Married, spouse absent!!Other","Estimate!!Total!!Female!!Widowed","Margin of Error!!Total!!Female!!Widowed","Estimate!!Total!!Female!!Divorced","Margin of Error!!Total!!Female!!Divorced","Geographic Area Name"
"1400000US25009201100","2912","132","1373","104","378","93","724","94","702","94","22","24","10","16","12","18","31","28","240","85","1539","122","471","105","713","94","693","90","20","23","10","16","10","16","194","78","161","72","Census Tract 2011, Essex County, Massachusetts"
"1400000US25009202101","1671","223","706","137","184","101","456","96","456","96","0","127","0","127","0","127","12","19","54","45","965","149","228","108","484","89","451","94","33","36","17","26","16","25","26","28","227","90","Census Tract 2021.01, Essex County, Massachusetts"
"1400000US25009202102","5136","257","2094","168","527","151","1306","170","1226","157","80","71","55","68","25","27","124","52","137","88","3042","253","852","214","1290","161","1227","156","63","51","29","33","34","34","561","146","339","114","Census Tract 2021.02, Essex County, Massachusetts"
"1400000US25009202200","4572","227","1948","165","291","117","1529","122","1469","126","60","86","0","127","60","86","59","48","69","50","2624","193","512","150","1584","121","1462","129","122","112","50","46","72","103","312","151","216","116","Census Tract 2022, Essex County, Massachusetts"
"1400000US25009203100","4938","242","2412","173","470","144","1749","139","1737","141","12","19","12","19","0","127","42","41","151","149","2526","153","525","151","1745","143","1729","138","16","27","16","27","0","127","76","53","180","99","Census Tract 2031, Essex County, Massachusetts"
"1400000US25009203200","3499","195","1644","142","424","109","1101","82","1083","82","18","21","0","127","18","21","48","35","71","37","1855","137","396","101","1122","84","1074","79","48","34","21","25","27","27","163","58","174","71","Census Tract 2032, Essex County, Massachusetts"
"1400000US25009203301","3487","232","1566","166","345","125","1025","134","1015","136","10","17","10","17","0","127","12","20","184","89","1921","165","537","143","1040","140","999","136","41","32","26","29","15","25","182","99","162","78","Census Tract 2033.01, Essex County, Massachusetts"
"1400000US25009203302","3785","218","1846","152","446","122","1118","133","1094","130","24","30","24","30","0","127","103","88","179","67","1939","145","263","100","1170","129","1100","130","70","64","0","127","70","64","192","69","314","107","Census Tract 2033.02, Essex County, Massachusetts"
"1400000US25009204101","4172","550","1783","268","862","238","659","140","630","137","29","27","20","23","9","14","78","76","184","83","2389","365","1367","354","650","137","616","131","34","31","16","20","18","22","136","76","236","84","Census Tract 2041.01, Essex County, Massachusetts"
"1400000US25009204102","3885","390","1666","197","509","148","916","151","824","134","92","60","27","30","65","54","54","44","187","87","2219","271","599","194","874","137","810","128","64","47","28","32","36","36","369","127","377","123","Census Tract 2041.02, Essex County, Massachusetts"
"1400000US25009204200","4094","271","2077","253","764","177","815","199","706","169","109","88","43","71","66","50","50","37","448","178","2017","215","778","205","786","153","686","158","100","86","100","86","0","127","218","82","235","97","Census Tract 2042, Essex County, Massachusetts"
"1400000US25009204300","2928","384","1427","311","738","247","457","138","360","106","97","67","32","30","65","55","43","32","189","77","1501","153","756","153","461","136","345","100","116","80","58","52","58","56","91","41","193","79","Census Tract 2043, Essex County, Massachusetts"
"1400000US25009204400","2557","198","1254","168","435","134","550","127","479","100","71","64","42","48","29","43","43","32","226","105","1303","144","454","138","543","89","463","96","80","62","60","62","20","22","99","48","207","95","Census Tract 2044, Essex County, Massachusetts"
"1400000US25009204500","2695","229","1254","167","463","148","574","125","555","124","19","19","19","19","0","127","54","46","163","65","1441","178","496","173","564","122","548","124","16","22","4","8","12","20","133","53","248","85","Census Tract 2045, Essex County, Massachusetts"
"1400000US25009204600","4089","372","1873","262","854","235","751","126","674","118","77","69","39","61","38","42","55","44","213","98","2216","209","866","180","743","128","652","113","91","77","70","71","21","31","288","140","319","132","Census Tract 2046, Essex County, Massachusetts"
"1400000US25009204701","4511","388","1995","294","725","253","971","144","836","116","135","126","0","127","135","126","106","102","193","100","2516","254","877","240","912","139","807","123","105","78","105","78","0","127","322","106","405","140","Census Tract 2047.01, Essex County, Massachusetts"
"1400000US25009204702","5261","423","2440","301","1087","257","1265","171","1124","159","141","106","15","23","126","103","50","41","38","38","2821","245","812","207","1252","176","1105","155","147","120","66","73","81","96","230","101","527","189","Census Tract 2047.02, Essex County, Massachusetts"
"1400000US25009205100","4592","325","2156","216","898","211","1060","155","1022","154","38","48","38","48","0","127","67","58","131","61","2436","246","701","191","1143","167","1028","150","115","65","47","40","68","54","262","105","330","124","Census Tract 2051, Essex County, Massachusetts"
"1400000US25009205200","4656","425","2163","239","988","246","1020","176","886","175","134","86","17","26","117","92","48","46","107","73","2493","387","966","353","1007","172","888","173","119","93","0","127","119","93","223","110","297","150","Census Tract 2052, Essex County, Massachusetts"
"1400000US25009205300","3795","340","1899","189","697","168","928","129","853","118","75","58","25","29","50","53","78","68","196","91","1896","225","476","146","929","110","836","115","93","61","69","60","24","22","216","74","275","126","Census Tract 2053, Essex County, Massachusetts"
"1400000US25009205400","4236","219","1958","151","619","140","1184","116","1184","116","0","127","0","127","0","127","81","60","74","38","2278","199","733","184","1192","115","1178","114","14","22","0","127","14","22","135","59","218","74","Census Tract 2054, Essex County, Massachusetts"
"1400000US25009205500","4026","454","2099","349","1086","211","858","217","585","144","273","134","30","33","243","134","32","34","123","70","1927","244","853","265","645","135","564","136","81","49","72","48","9","15","233","79","196","92","Census Tract 2055, Essex County, Massachusetts"
"1400000US25009205600","3111","298","1495","228","651","209","595","125","532","122","63","51","45","42","18","27","22","25","227","120","1616","180","595","154","609","128","515","119","94","68","71","52","23","39","190","80","222","93","Census Tract 2056, Essex County, Massachusetts"
"1400000US25009205700","3552","278","1821","200","663","162","926","170","903","160","23","41","23","41","0","127","111","75","121","90","1731","168","475","142","948","165","866","144","82","70","53","60","29","36","120","54","188","84","Census Tract 2057, Essex County, Massachusetts"
"1400000US25009205800","2420","335","1328","248","603","161","550","149","361","122","189","125","72","77","117","88","94","69","81","58","1092","168","513","167","409","117","342","114","67","55","17","35","50","44","46","31","124","71","Census Tract 2058, Essex County, Massachusetts"
"1400000US25009205900","3393","346","1624","240","757","244","703","152","645","149","58","49","0","127","58","49","76","61","88","64","1769","256","594","164","711","139","629","144","82","62","29","28","53","56","222","124","242","125","Census Tract 2059, Essex County, Massachusetts"
"1400000US25009206000","2605","573","975","220","557","174","368","121","276","108","92","64","0","127","92","64","9","15","41","47","1630","513","946","425","466","166","261","100","205","132","123","116","82","58","88","65","130","69","Census Tract 2060, Essex County, Massachusetts"
"1400000US25009206100","2893","403","1559","322","843","271","566","140","487","141","79","56","55","38","24","40","49","47","101","66","1334","208","516","155","656","142","447","130","209","131","53","49","156","118","98","63","64","46","Census Tract 2061, Essex County, Massachusetts"
"1400000US25009206200","3668","425","1664","249","836","202","666","148","465","118","201","103","32","41","169","91","56","54","106","76","2004","310","973","295","758","149","451","118","307","122","169","92","138","81","173","104","100","54","Census Tract 2062, Essex County, Massachusetts"
"1400000US25009206300","2618","361","1202","240","495","216","539","111","428","105","111","66","32","39","79","49","63","47","105","44","1416","188","500","170","581","115","414","86","167","83","99","63","68","51","182","89","153","67","Census Tract 2063, Essex County, Massachusetts"
"1400000US25009206400","4075","345","1898","275","780","227","963","165","823","145","140","99","43","48","97","86","63","44","92","52","2177","242","713","164","1066","197","807","164","259","113","143","75","116","103","171","92","227","102","Census Tract 2064, Essex County, Massachusetts"
"1400000US25009206500","2382","328","1001","166","442","124","497","111","408","112","89","74","49","56","40","46","40","41","22","23","1381","240","608","170","555","115","387","108","168","90","105","80","63","58","111","113","107","64","Census Tract 2065, Essex County, Massachusetts"
"1400000US25009206600","4340","372","2102","321","1140","313","731","157","541","154","190","129","65","83","125","99","56","52","175","100","2238","262","973","275","793","181","529","147","264","157","104","101","160","116","235","105","237","131","Census Tract 2066, Essex County, Massachusetts"
"1400000US25009206700","3464","338","1701","248","928","229","454","138","406","112","48","73","48","73","0","127","17","32","302","124","1763","202","626","227","654","192","400","109","254","171","237","169","17","26","227","130","256","128","Census Tract 2067, Essex County, Massachusetts"
"1400000US25009206800","2489","335","1170","247","605","205","315","99","159","71","156","74","116","58","40","49","36","32","214","96","1319","190","745","198","257","95","164","71","93","73","71","74","22","23","115","64","202","79","Census Tract 2068, Essex County, Massachusetts"
"1400000US25009206900","3593","340","1455","241","640","245","606","132","432","129","174","89","101","66","73","81","66","57","143","71","2138","244","860","242","711","160","429","129","282","105","220","99","62","56","347","104","220","122","Census Tract 2069, Essex County, Massachusetts"
"1400000US25009207000","1572","197","636","138","292","134","231","85","177","78","54","46","12","20","42","42","0","127","113","79","936","172","440","130","254","83","166","69","88","52","71","50","17","21","183","68","59","41","Census Tract 2070, Essex County, Massachusetts"
"1400000US25009207100","2823","400","1523","317","904","259","533","155","381","116","152","96","31","38","121","89","0","127","86","57","1300","201","636","172","544","138","358","107","186","114","139","102","47","42","31","33","89","68","Census Tract 2071, Essex County, Massachusetts"
"1400000US25009207200","2062","255","938","221","335","141","445","122","400","110","45","70","19","32","26","62","22","22","136","88","1124","167","402","159","524","121","411","112","113","70","99","67","14","25","59","59","139","100","Census Tract 2072, Essex County, Massachusetts"
"1400000US25009208101","4106","391","1913","234","547","172","1234","185","1111","148","123","90","38","56","85","72","47","35","85","55","2193","256","479","206","1187","152","1082","144","105","70","79","72","26","21","296","99","231","95","Census Tract 2081.01, Essex County, Massachusetts"
"1400000US25009208102","2531","241","1049","150","263","90","626","92","604","93","22","25","0","127","22","25","93","51","67","41","1482","196","375","130","707","110","594","94","113","62","75","50","38","40","207","106","193","95","Census Tract 2081.02, Essex County, Massachusetts"
"1400000US25009208200","4619","289","2278","257","941","242","977","125","977","125","0","127","0","127","0","127","189","109","171","100","2341","230","655","179","1008","121","963","120","45","44","45","44","0","127","331","101","347","145","Census Tract 2082, Essex County, Massachusetts"
"1400000US25009208300","5917","296","2733","239","925","195","1617","200","1589","199","28","33","28","33","0","127","50","45","141","64","3184","250","769","263","1669","180","1557","195","112","99","33","51","79","88","391","138","355","116","Census Tract 2083, Essex County, Massachusetts"
"1400000US25009208400","4860","315","2394","218","727","166","1428","142","1281","136","147","108","13","19","134","104","118","71","121","68","2466","203","587","146","1338","135","1273","133","65","62","0","127","65","62","224","72","317","92","Census Tract 2084, Essex County, Massachusetts"
"1400000US25009209100","5055","237","2325","170","673","186","1394","146","1330","157","64","81","0","127","64","81","71","52","187","119","2730","255","755","215","1473","140","1321","149","152","116","72","65","80","98","404","137","98","55","Census Tract 2091, Essex County, Massachusetts"
"1400000US25009209200","4308","206","2109","143","429","107","1550","105","1504","99","46","46","19","23","27","40","35","41","95","49","2199","147","401","117","1601","122","1503","103","98","93","72","62","26","39","96","51","101","55","Census Tract 2092, Essex County, Massachusetts"
"1400000US25009210100","6021","375","2907","231","733","188","1972","174","1921","177","51","42","26","32","25","29","72","58","130","64","3114","260","747","243","1984","166","1886","170","98","95","53","83","45","49","205","105","178","85","Census Tract 2101, Essex County, Massachusetts"
"1400000US25009210200","4723","368","2307","247","588","137","1479","192","1389","190","90","64","54","52","36","41","59","42","181","96","2416","223","483","126","1417","203","1369","195","48","48","33","42","15","29","309","128","207","78","Census Tract 2102, Essex County, Massachusetts"
"1400000US25009210300","7413","403","3149","259","838","177","1769","181","1634","172","135","84","57","66","78","54","304","103","238","98","4264","292","668","150","1786","203","1622","178","164","104","113","105","51","37","1269","174","541","134","Census Tract 2103, Essex County, Massachusetts"
"1400000US25009210400","5580","329","2710","226","788","220","1658","169","1597","165","61","55","37","43","24","33","95","66","169","92","2870","250","721","233","1589","160","1564","158","25","35","19","31","6","14","350","124","210","90","Census Tract 2104, Essex County, Massachusetts"
"1400000US25009210500","5111","249","2543","239","938","245","1406","135","1332","139","74","90","0","127","74","90","57","39","142","69","2568","183","505","153","1370","150","1319","140","51","49","29","44","22","21","344","114","349","114","Census Tract 2105, Essex County, Massachusetts"
"1400000US25009210600","3472","216","1419","191","482","130","828","141","815","138","13","21","0","127","13","21","25","28","84","48","2053","186","679","179","904","142","808","142","96","52","49","37","47","36","174","71","296","118","Census Tract 2106, Essex County, Massachusetts"
"1400000US25009210700","3054","313","1460","200","669","190","664","137","630","133","34","52","34","52","0","127","36","32","91","64","1594","171","536","155","733","136","604","127","129","81","44","41","85","74","73","44","252","90","Census Tract 2107, Essex County, Massachusetts"
"1400000US25009210800","3912","364","1514","248","697","181","666","180","607","177","59","71","13","21","46","69","49","55","102","66","2398","292","921","279","936","219","596","172","340","195","219","162","121","113","278","90","263","94","Census Tract 2108, Essex County, Massachusetts"
"1400000US25009210900","3051","290","1390","188","432","152","740","129","712","129","28","27","10","16","18","21","78","55","140","80","1661","235","419","217","718","132","703","130","15","18","7","14","8","12","230","98","294","104","Census Tract 2109, Essex County, Massachusetts"
"1400000US25009211100","3096","213","1473","144","316","105","846","110","846","110","0","127","0","127","0","127","69","37","242","101","1623","153","428","108","839","114","829","110","10","16","10","16","0","127","126","65","230","82","Census Tract 2111, Essex County, Massachusetts"
"1400000US25009211200","4976","352","2352","246","951","265","1246","169","1236","172","10","17","0","127","10","17","72","46","83","56","2624","230","790","201","1266","177","1220","174","46","43","32","35","14","22","335","122","233","107","Census Tract 2112, Essex County, Massachusetts"
"1400000US25009211300","6009","335","2927","237","833","203","1823","155","1797","154","26","31","0","127","26","31","194","115","77","56","3082","226","661","173","1835","161","1776","153","59","61","37","58","22","20","332","96","254","105","Census Tract 2113, Essex County, Massachusetts"
"1400000US25009211401","2627","302","1213","208","466","199","611","106","604","109","7","15","7","15","0","127","50","64","86","71","1414","183","383","146","669","97","601","108","68","61","54","55","14","25","98","65","264","116","Census Tract 2114.01, Essex County, Massachusetts"
"1400000US25009211402","5203","293","2406","184","595","167","1648","130","1519","132","129","61","83","46","46","42","75","50","88","63","2797","213","429","140","1618","139","1519","139","99","60","63","49","36","38","367","135","383","130","Census Tract 2114.02, Essex County, Massachusetts"
"1400000US25009212100","7115","253","4105","206","1751","260","1974","165","1755","144","219","79","40","26","179","74","46","34","334","138","3010","216","575","167","1829","124","1730","144","99","77","41","38","58","68","340","124","266","128","Census Tract 2121, Essex County, Massachusetts"
"1400000US25009213100","6045","239","3030","172","821","172","1989","124","1949","112","40","38","17","26","23","26","56","45","164","95","3015","181","729","178","1961","103","1943","106","18","27","18","27","0","127","154","70","171","80","Census Tract 2131, Essex County, Massachusetts"
"1400000US25009214100","4649","144","2184","118","394","118","1660","109","1606","103","54","44","13","20","41","39","82","57","48","38","2465","183","452","136","1614","112","1599","101","15","24","15","24","0","127","298","175","101","73","Census Tract 2141, Essex County, Massachusetts"
"1400000US25009215101","3972","280","2029","306","460","228","1459","244","1239","111","220","272","0","127","220","272","25","28","85","61","1943","158","336","115","1315","120","1234","108","81","96","10","18","71","95","165","71","127","72","Census Tract 2151.01, Essex County, Massachusetts"
"1400000US25009215102","2127","237","1048","222","339","192","579","101","573","98","6","12","6","12","0","127","48","43","82","81","1079","184","257","118","618","97","575","97","43","35","43","35","0","127","79","54","125","61","Census Tract 2151.02, Essex County, Massachusetts"
"1400000US25009216100","4035","119","1856","127","804","176","901","132","887","132","14","24","0","127","14","24","16","19","135","68","2179","127","954","252","929","137","893","130","36","34","21","25","15","24","133","53","163","73","Census Tract 2161, Essex County, Massachusetts"
"1400000US25009217100","6243","478","2779","307","848","240","1660","176","1571","164","89","70","27","44","62","55","68","44","203","97","3464","376","1009","243","1808","194","1552","166","256","127","99","66","157","109","441","198","206","98","Census Tract 2171, Essex County, Massachusetts"
"1400000US25009217201","3283","260","1601","163","580","163","840","109","798","114","42","50","0","127","42","50","69","43","112","75","1682","174","393","130","922","97","792","109","130","95","81","76","49","60","188","83","179","83","Census Tract 2172.01, Essex County, Massachusetts"
"1400000US25009217202","3094","200","1550","131","421","114","886","101","844","96","42","50","42","50","0","127","110","67","133","68","1544","140","317","113","878","90","836","92","42","40","0","127","42","40","138","57","211","88","Census Tract 2172.02, Essex County, Massachusetts"
"1400000US25009217300","3341","303","1670","251","769","215","731","152","607","131","124","93","114","91","10","17","30","22","140","71","1671","201","543","208","751","138","601","136","150","78","119","65","31","48","122","61","255","90","Census Tract 2173, Essex County, Massachusetts"
