"GEO_ID","B05001_001E","B05001_001M","B05001_002E","B05001_002M","B05001_003E","B05001_003M","B05001_004E","B05001_004M","B05001_005E","B05001_005M","B05001_006E","B05001_006M","NAME"
"id","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!U.S. citizen, born in the United States","Margin of Error!!Total!!U.S. citizen, born in the United States","Estimate!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Margin of Error!!Total!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Estimate!!Total!!U.S. citizen, born abroad of American parent(s)","Margin of Error!!Total!!U.S. citizen, born abroad of American parent(s)","Estimate!!Total!!U.S. citizen by naturalization","Margin of Error!!Total!!U.S. citizen by naturalization","Estimate!!Total!!Not a U.S. citizen","Margin of Error!!Total!!Not a U.S. citizen","Geographic Area Name"
"1400000US25009201100","3431","15","3073","147","16","23","9","14","269","130","64","47","Census Tract 2011, Essex County, Massachusetts"
"1400000US25009202101","2150","307","1795","279","0","127","62","94","252","207","41","49","Census Tract 2021.01, Essex County, Massachusetts"
"1400000US25009202102","5889","279","5035","392","0","127","21","26","630","245","203","130","Census Tract 2021.02, Essex County, Massachusetts"
"1400000US25009202200","5780","260","5290","302","0","127","53","64","324","162","113","100","Census Tract 2022, Essex County, Massachusetts"
"1400000US25009203100","6592","259","6133","298","20","31","27","31","387","164","25","30","Census Tract 2031, Essex County, Massachusetts"
"1400000US25009203200","4397","259","4036","264","0","127","28","26","255","91","78","57","Census Tract 2032, Essex County, Massachusetts"
"1400000US25009203301","4210","250","3982","254","0","127","39","32","76","51","113","75","Census Tract 2033.01, Essex County, Massachusetts"
"1400000US25009203302","4598","349","3922","320","0","127","92","78","239","115","345","297","Census Tract 2033.02, Essex County, Massachusetts"
"1400000US25009204101","4827","561","3973","502","103","94","52","47","319","121","380","213","Census Tract 2041.01, Essex County, Massachusetts"
"1400000US25009204102","4471","415","3661","373","0","127","26","29","389","144","395","201","Census Tract 2041.02, Essex County, Massachusetts"
"1400000US25009204200","4968","354","3837","331","184","101","8","17","476","274","463","219","Census Tract 2042, Essex County, Massachusetts"
"1400000US25009204300","3856","458","2602","342","227","141","20","24","288","124","719","261","Census Tract 2043, Essex County, Massachusetts"
"1400000US25009204400","2856","248","2541","259","0","127","14","19","134","103","167","114","Census Tract 2044, Essex County, Massachusetts"
"1400000US25009204500","3163","287","2903","286","39","40","14","18","47","42","160","126","Census Tract 2045, Essex County, Massachusetts"
"1400000US25009204600","4833","427","4210","378","28","45","42","45","324","155","229","145","Census Tract 2046, Essex County, Massachusetts"
"1400000US25009204701","5426","432","4455","519","0","127","20","31","588","183","363","169","Census Tract 2047.01, Essex County, Massachusetts"
"1400000US25009204702","6564","451","5179","404","38","41","0","127","585","245","762","312","Census Tract 2047.02, Essex County, Massachusetts"
"1400000US25009205100","5523","354","4715","366","0","127","17","27","374","170","417","207","Census Tract 2051, Essex County, Massachusetts"
"1400000US25009205200","5558","456","4622","469","46","54","0","127","533","268","357","184","Census Tract 2052, Essex County, Massachusetts"
"1400000US25009205300","4556","386","4208","406","0","127","21","24","234","127","93","103","Census Tract 2053, Essex County, Massachusetts"
"1400000US25009205400","5011","236","4477","282","0","127","51","41","219","94","264","184","Census Tract 2054, Essex County, Massachusetts"
"1400000US25009205500","5013","567","3092","360","74","83","58","54","512","129","1277","523","Census Tract 2055, Essex County, Massachusetts"
"1400000US25009205600","3821","349","3194","388","47","65","16","21","271","155","293","196","Census Tract 2056, Essex County, Massachusetts"
"1400000US25009205700","4726","455","3823","500","170","46","0","127","542","263","191","151","Census Tract 2057, Essex County, Massachusetts"
"1400000US25009205800","3143","414","1924","322","132","171","80","68","149","106","858","310","Census Tract 2058, Essex County, Massachusetts"
"1400000US25009205900","4074","425","2867","373","0","127","3","10","473","189","731","264","Census Tract 2059, Essex County, Massachusetts"
"1400000US25009206000","3253","659","1740","537","86","73","11","22","447","168","969","296","Census Tract 2060, Essex County, Massachusetts"
"1400000US25009206100","3683","577","1508","255","111","69","23","26","623","250","1418","494","Census Tract 2061, Essex County, Massachusetts"
"1400000US25009206200","4924","668","2867","525","62","51","26","43","732","231","1237","343","Census Tract 2062, Essex County, Massachusetts"
"1400000US25009206300","3523","480","2173","319","94","94","14","24","641","219","601","212","Census Tract 2063, Essex County, Massachusetts"
"1400000US25009206400","4960","376","3671","397","144","97","21","27","477","148","647","231","Census Tract 2064, Essex County, Massachusetts"
"1400000US25009206500","3283","465","1949","429","87","73","0","127","502","241","745","213","Census Tract 2065, Essex County, Massachusetts"
"1400000US25009206600","5088","411","3537","485","78","78","122","94","522","220","829","327","Census Tract 2066, Essex County, Massachusetts"
"1400000US25009206700","4045","596","2580","504","111","92","34","46","685","225","635","337","Census Tract 2067, Essex County, Massachusetts"
"1400000US25009206800","2968","395","1899","394","49","55","0","127","462","132","558","164","Census Tract 2068, Essex County, Massachusetts"
"1400000US25009206900","4323","394","2251","347","245","190","36","46","870","181","921","320","Census Tract 2069, Essex County, Massachusetts"
"1400000US25009207000","1937","285","1177","228","72","67","0","127","364","182","324","130","Census Tract 2070, Essex County, Massachusetts"
"1400000US25009207100","3591","476","1435","305","334","319","47","71","543","199","1232","437","Census Tract 2071, Essex County, Massachusetts"
"1400000US25009207200","2622","322","1575","385","25","43","0","127","552","196","470","196","Census Tract 2072, Essex County, Massachusetts"
"1400000US25009208101","5019","427","4550","491","8","14","7","12","237","113","217","132","Census Tract 2081.01, Essex County, Massachusetts"
"1400000US25009208102","2951","315","2408","296","42","41","19","22","291","166","191","115","Census Tract 2081.02, Essex County, Massachusetts"
"1400000US25009208200","5332","297","4974","294","0","127","14","22","253","126","91","75","Census Tract 2082, Essex County, Massachusetts"
"1400000US25009208300","7291","337","6471","380","131","185","0","127","313","140","376","218","Census Tract 2083, Essex County, Massachusetts"
"1400000US25009208400","5799","434","4695","456","0","127","20","24","660","220","424","251","Census Tract 2084, Essex County, Massachusetts"
"1400000US25009209100","5907","204","5214","285","0","127","15","21","565","219","113","74","Census Tract 2091, Essex County, Massachusetts"
"1400000US25009209200","5580","209","5195","219","18","30","24","27","271","112","72","41","Census Tract 2092, Essex County, Massachusetts"
"1400000US25009210100","7492","461","6904","416","0","127","0","127","328","154","260","273","Census Tract 2101, Essex County, Massachusetts"
"1400000US25009210200","5579","442","5234","459","15","25","16","25","238","135","76","110","Census Tract 2102, Essex County, Massachusetts"
"1400000US25009210300","8222","435","7217","463","11","20","57","44","499","186","438","200","Census Tract 2103, Essex County, Massachusetts"
"1400000US25009210400","6743","372","5865","437","65","90","60","56","468","169","285","152","Census Tract 2104, Essex County, Massachusetts"
"1400000US25009210500","6228","265","5638","390","13","23","18","26","281","136","278","181","Census Tract 2105, Essex County, Massachusetts"
"1400000US25009210600","4206","270","3673","303","61","95","21","23","339","139","112","93","Census Tract 2106, Essex County, Massachusetts"
"1400000US25009210700","3750","380","2702","293","66","58","55","59","352","128","575","234","Census Tract 2107, Essex County, Massachusetts"
"1400000US25009210800","4623","489","3201","425","0","127","104","84","770","297","548","257","Census Tract 2108, Essex County, Massachusetts"
"1400000US25009210900","3612","368","2761","372","0","127","28","26","566","186","257","149","Census Tract 2109, Essex County, Massachusetts"
"1400000US25009211100","3594","259","3335","257","0","127","24","28","100","66","135","161","Census Tract 2111, Essex County, Massachusetts"
"1400000US25009211200","5869","406","5702","428","0","127","38","43","40","38","89","132","Census Tract 2112, Essex County, Massachusetts"
"1400000US25009211300","7270","355","6951","356","0","127","15","23","137","77","167","133","Census Tract 2113, Essex County, Massachusetts"
"1400000US25009211401","3132","360","2672","416","0","127","9","15","284","152","167","144","Census Tract 2114.01, Essex County, Massachusetts"
"1400000US25009211402","6248","306","5827","340","0","127","29","30","305","145","87","54","Census Tract 2114.02, Essex County, Massachusetts"
"1400000US25009212100","8717","25","7768","234","139","34","27","25","526","207","257","104","Census Tract 2121, Essex County, Massachusetts"
"1400000US25009213100","7917","32","7324","248","0","127","116","158","265","137","212","128","Census Tract 2131, Essex County, Massachusetts"
"1400000US25009214100","6057","23","5589","168","0","127","93","69","244","116","131","95","Census Tract 2141, Essex County, Massachusetts"
"1400000US25009215101","5145","229","4541","240","0","127","0","127","94","66","510","286","Census Tract 2151.01, Essex County, Massachusetts"
"1400000US25009215102","2680","228","2500","261","0","127","53","51","58","53","69","82","Census Tract 2151.02, Essex County, Massachusetts"
"1400000US25009216100","4794","28","4505","112","0","127","134","76","99","53","56","39","Census Tract 2161, Essex County, Massachusetts"
"1400000US25009217100","7406","552","6612","504","26","29","55","54","350","206","363","217","Census Tract 2171, Essex County, Massachusetts"
"1400000US25009217201","4097","292","3898","300","12","18","13","20","81","64","93","63","Census Tract 2172.01, Essex County, Massachusetts"
"1400000US25009217202","3707","259","3508","250","0","127","29","27","99","70","71","58","Census Tract 2172.02, Essex County, Massachusetts"
"1400000US25009217300","4096","333","3612","342","70","71","79","70","167","92","168","144","Census Tract 2173, Essex County, Massachusetts"
"1400000US25009217400","5551","430","4975","472","58","69","73","53","142","130","303","190","Census Tract 2174, Essex County, Massachusetts"
"1400000US25009217500","5968","431","5578","430","0","127","57","49","176","115","157","109","Census Tract 2175, Essex County, Massachusetts"
"1400000US25009217600","8526","784","8173","747","0","127","44","39","233","97","76","61","Census Tract 2176, Essex County, Massachusetts"
"1400000US25009218100","5129","31","4811","122","0","127","95","90","129","65","94","57","Census Tract 2181, Essex County, Massachusetts"
"1400000US25009220101","4225","381","4078","370","0","127","7","12","51","43","89","64","Census Tract 2201.01, Essex County, Massachusetts"
"1400000US25009220102","2828","384","2693","367","0","127","0","127","79","53","56","65","Census Tract 2201.02, Essex County, Massachusetts"
"1400000US25009221100","4729","297","4440","286","0","127","31","37","191","134","67","45","Census Tract 2211, Essex County, Massachusetts"
"1400000US25009221300","4696","518","4425","502","0","127","10","16","168","112","93","62","Census Tract 2213, Essex County, Massachusetts"
"1400000US25009221400","3167","417","2753","398","33","52","0","127","133","85","248","151","Census Tract 2214, Essex County, Massachusetts"
"1400000US25009221500","2943","303","2610","314","0","127","22","24","98","116","213","163","Census Tract 2215, Essex County, Massachusetts"
"1400000US25009221600","2433","192","2279","213","54","77","33","42","48","30","19","27","Census Tract 2216, Essex County, Massachusetts"
"1400000US25009221700","2406","216","2190","230","0","127","26","25","128","59","62","58","Census Tract 2217, Essex County, Massachusetts"
"1400000US25009221800","1772","238","1625","246","0","127","10","16","111","76","26","29","Census Tract 2218, Essex County, Massachusetts"
"1400000US25009221901","3180","412","2946","389","0","127","13","23","176","102","45","43","Census Tract 2219.01, Essex County, Massachusetts"
"1400000US25009221902","3567","269","3348","284","0","127","11","20","127","75","81","53","Census Tract 2219.02, Essex County, Massachusetts"
"1400000US25009222100","3445","14","3367","49","0","127","10","14","30","37","38","34","Census Tract 2221, Essex County, Massachusetts"
"1400000US25009223100","3927","273","3696","228","16","25","69","60","105","64","41","42","Census Tract 2231, Essex County, Massachusetts"
"1400000US25009223200","3725","281","3413","308","0","127","20","30","145","76","147","88","Census Tract 2232, Essex County, Massachusetts"
"1400000US25009223300","5422","365","5276","360","0","127","16","26","130","76","0","127","Census Tract 2233, Essex County, Massachusetts"
"1400000US25009250100","2130","366","775","291","673","232","27","28","296","112","359","177","Census Tract 2501, Essex County, Massachusetts"
"1400000US25009250200","5496","515","2866","455","617","221","25","41","922","236","1066","287","Census Tract 2502, Essex County, Massachusetts"
"1400000US25009250300","2335","296","735","212","165","153","82","68","569","181","784","252","Census Tract 2503, Essex County, Massachusetts"
"1400000US25009250400","3352","397","1269","345","231","116","24","44","542","217","1286","309","Census Tract 2504, Essex County, Massachusetts"
"1400000US25009250500","4113","456","1541","339","404","208","25","40","668","191","1475","415","Census Tract 2505, Essex County, Massachusetts"
"1400000US25009250600","5477","506","2986","388","315","158","79","68","836","228","1261","392","Census Tract 2506, Essex County, Massachusetts"
"1400000US25009250700","4538","534","2037","405","472","205","81","75","819","242","1129","332","Census Tract 2507, Essex County, Massachusetts"
"1400000US25009250800","7782","634","4722","598","627","295","149","137","1172","303","1112","417","Census Tract 2508, Essex County, Massachusetts"
"1400000US25009250900","2090","283","735","252","340","191","24","29","344","137","647","220","Census Tract 2509, Essex County, Massachusetts"
"1400000US25009251000","1610","334","777","277","290","137","18","30","313","142","212","127","Census Tract 2510, Essex County, Massachusetts"
"1400000US25009251100","2523","364","1085","320","427","152","46","44","382","139","583","224","Census Tract 2511, Essex County, Massachusetts"
"1400000US25009251200","1335","214","490","107","197","138","22","34","148","70","478","233","Census Tract 2512, Essex County, Massachusetts"
"1400000US25009251300","2994","353","1159","241","617","260","56","79","400","126","762","264","Census Tract 2513, Essex County, Massachusetts"
"1400000US25009251400","5142","518","2956","531","528","250","145","129","624","206","889","343","Census Tract 2514, Essex County, Massachusetts"
"1400000US25009251500","6307","699","3412","538","599","205","27","42","1146","402","1123","529","Census Tract 2515, Essex County, Massachusetts"
"1400000US25009251600","5522","566","2976","489","662","276","0","127","601","219","1283","342","Census Tract 2516, Essex County, Massachusetts"
"1400000US25009251700","4916","432","2974","356","480","168","43","56","556","167","863","277","Census Tract 2517, Essex County, Massachusetts"
"1400000US25009251800","7515","520","5537","409","529","315","13","23","507","230","929","512","Census Tract 2518, Essex County, Massachusetts"
"1400000US25009252101","3090","283","2506","223","109","136","5","8","321","151","149","115","Census Tract 2521.01, Essex County, Massachusetts"
"1400000US25009252102","3971","286","3521","237","18","37","42","49","192","96","198","142","Census Tract 2521.02, Essex County, Massachusetts"
"1400000US25009252201","3112","177","2798","211","99","96","12","19","135","71","68","72","Census Tract 2522.01, Essex County, Massachusetts"
"1400000US25009252202","3232","209","3067","211","0","127","12","19","128","77","25","27","Census Tract 2522.02, Essex County, Massachusetts"
"1400000US25009252300","6392","428","5264","471","151","101","12","19","476","205","489","207","Census Tract 2523, Essex County, Massachusetts"
"1400000US25009252400","4555","423","2596","393","466","171","164","203","496","227","833","306","Census Tract 2524, Essex County, Massachusetts"
"1400000US25009252501","3644","602","2854","450","97","114","0","127","504","209","189","142","Census Tract 2525.01, Essex County, Massachusetts"
"1400000US25009252502","4668","324","3869","317","31","38","10","16","446","144","312","117","Census Tract 2525.02, Essex County, Massachusetts"
"1400000US25009252601","6378","333","5354","397","129","116","54","60","732","280","109","69","Census Tract 2526.01, Essex County, Massachusetts"
"1400000US25009252602","4346","285","3803","281","92","133","10","17","364","123","77","76","Census Tract 2526.02, Essex County, Massachusetts"
"1400000US25009252603","3005","248","2654","302","0","127","20","29","197","105","134","89","Census Tract 2526.03, Essex County, Massachusetts"
"1400000US25009253100","4907","300","4605","322","0","127","14","22","160","132","128","94","Census Tract 2531, Essex County, Massachusetts"
"1400000US25009253201","2715","192","2542","210","0","127","0","127","144","114","29","42","Census Tract 2532.01, Essex County, Massachusetts"
"1400000US25009253202","7298","526","6274","527","63","62","43","45","430","169","488","250","Census Tract 2532.02, Essex County, Massachusetts"
"1400000US25009253203","4015","196","3726","197","12","18","27","26","150","67","100","93","Census Tract 2532.03, Essex County, Massachusetts"
"1400000US25009253204","4890","281","4187","310","0","127","0","127","476","139","227","113","Census Tract 2532.04, Essex County, Massachusetts"
"1400000US25009253205","4140","187","3733","233","0","127","30","26","224","104","153","103","Census Tract 2532.05, Essex County, Massachusetts"
"1400000US25009254100","5823","470","5276","503","5","10","31","41","300","117","211","103","Census Tract 2541, Essex County, Massachusetts"
"1400000US25009254200","4305","312","3834","314","37","33","27","20","292","108","115","65","Census Tract 2542, Essex County, Massachusetts"
"1400000US25009254301","3972","241","3430","250","0","127","10","17","293","78","239","137","Census Tract 2543.01, Essex County, Massachusetts"
"1400000US25009254302","4701","211","4142","220","0","127","44","33","376","125","139","95","Census Tract 2543.02, Essex County, Massachusetts"
"1400000US25009254401","3278","193","2806","188","15","24","32","30","236","104","189","103","Census Tract 2544.01, Essex County, Massachusetts"
"1400000US25009254402","6462","453","5055","420","39","40","36","54","638","216","694","241","Census Tract 2544.02, Essex County, Massachusetts"
"1400000US25009254403","4157","235","3468","248","27","36","14","21","432","119","216","100","Census Tract 2544.03, Essex County, Massachusetts"
"1400000US25009260100","4268","567","2916","508","428","173","37","47","226","131","661","284","Census Tract 2601, Essex County, Massachusetts"
"1400000US25009260200","3168","471","2751","410","87","81","0","127","233","161","97","85","Census Tract 2602, Essex County, Massachusetts"
"1400000US25009260301","4367","287","4066","278","12","19","53","52","166","98","70","58","Census Tract 2603.01, Essex County, Massachusetts"
"1400000US25009260302","2939","312","2731","256","0","127","28","26","42","49","138","159","Census Tract 2603.02, Essex County, Massachusetts"
"1400000US25009260401","4127","274","3519","357","182","158","10","16","330","206","86","59","Census Tract 2604.01, Essex County, Massachusetts"
"1400000US25009260402","6064","364","5650","434","0","127","32","35","307","158","75","72","Census Tract 2604.02, Essex County, Massachusetts"
"1400000US25009260500","4062","271","3700","332","112","173","0","127","22","25","228","174","Census Tract 2605, Essex County, Massachusetts"
"1400000US25009260600","3103","249","2639","282","54","57","36","44","180","99","194","153","Census Tract 2606, Essex County, Massachusetts"
"1400000US25009260700","4545","374","4089","372","186","106","0","127","154","85","116","91","Census Tract 2607, Essex County, Massachusetts"
"1400000US25009260800","5107","499","4038","428","215","143","97","124","187","89","570","170","Census Tract 2608, Essex County, Massachusetts"
"1400000US25009260900","4837","446","3960","442","34","66","79","64","330","128","434","287","Census Tract 2609, Essex County, Massachusetts"
"1400000US25009261000","3909","364","3527","342","12","18","0","127","244","140","126","104","Census Tract 2610, Essex County, Massachusetts"
"1400000US25009261101","4432","377","4085","371","0","127","32","33","297","169","18","15","Census Tract 2611.01, Essex County, Massachusetts"
"1400000US25009261102","5275","345","4503","364","32","52","13","20","306","151","421","268","Census Tract 2611.02, Essex County, Massachusetts"
"1400000US25009262100","6264","18","6128","78","18","32","0","127","101","58","17","28","Census Tract 2621, Essex County, Massachusetts"
"1400000US25009263100","4189","21","4040","81","23","35","29","35","47","36","50","50","Census Tract 2631, Essex County, Massachusetts"
"1400000US25009264100","6350","17","6125","89","0","127","0","127","171","74","54","49","Census Tract 2641, Essex County, Massachusetts"
"1400000US25009265101","3775","213","3693","225","0","127","0","127","60","39","22","25","Census Tract 2651.01, Essex County, Massachusetts"
"1400000US25009265102","4220","215","4127","230","0","127","29","26","64","63","0","127","Census Tract 2651.02, Essex County, Massachusetts"
"1400000US25009266100","3937","216","3637","207","0","127","11","17","140","92","149","103","Census Tract 2661, Essex County, Massachusetts"
"1400000US25009266200","5381","306","5175","301","0","127","29","26","113","70","64","61","Census Tract 2662, Essex County, Massachusetts"
"1400000US25009266300","3767","271","3476","289","0","127","72","52","112","61","107","109","Census Tract 2663, Essex County, Massachusetts"
"1400000US25009266400","3140","206","2997","214","0","127","0","127","45","41","98","72","Census Tract 2664, Essex County, Massachusetts"
"1400000US25009267101","3719","246","3607","247","0","127","26","29","60","38","26","30","Census Tract 2671.01, Essex County, Massachusetts"
"1400000US25009267102","4438","243","4279","242","5","10","84","63","47","39","23","25","Census Tract 2671.02, Essex County, Massachusetts"
"1400000US25009268100","2606","179","2419","160","10","17","57","44","71","51","49","39","Census Tract 2681, Essex County, Massachusetts"
"1400000US25009268200","6424","343","5723","380","15","23","82","50","304","126","300","213","Census Tract 2682, Essex County, Massachusetts"
"1400000US25009268300","3705","240","3139","270","0","127","29","34","117","76","420","272","Census Tract 2683, Essex County, Massachusetts"
"1400000US25009268400","4553","411","4251","421","0","127","27","41","155","85","120","99","Census Tract 2684, Essex County, Massachusetts"
"1400000US25009269100","6643","28","6415","100","0","127","30","31","152","78","46","43","Census Tract 2691, Essex County, Massachusetts"
"1400000US25009270100","5757","19","5524","155","0","127","35","40","47","42","151","137","Census Tract 2701, Essex County, Massachusetts"
"1400000US25009990100","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 9901, Essex County, Massachusetts"
"1400000US25017300100","2987","21","2917","35","10","15","1","4","52","28","7","10","Census Tract 3001, Middlesex County, Massachusetts"
"1400000US25017301101","3968","220","3646","277","127","147","69","53","79","66","47","46","Census Tract 3011.01, Middlesex County, Massachusetts"
"1400000US25017301102","4903","218","4756","223","0","127","10","15","75","46","62","41","Census Tract 3011.02, Middlesex County, Massachusetts"
"1400000US25017310100","3965","448","2467","380","336","147","31","49","494","166","637","305","Census Tract 3101, Middlesex County, Massachusetts"
"1400000US25017310200","6255","485","5111","485","228","167","36","47","502","260","378","217","Census Tract 3102, Middlesex County, Massachusetts"
"1400000US25017310300","6429","413","4646","412","544","276","0","127","512","259","727","334","Census Tract 3103, Middlesex County, Massachusetts"
"1400000US25017310400","3212","480","2313","377","338","126","0","127","195","133","366","213","Census Tract 3104, Middlesex County, Massachusetts"
"1400000US25017310500","3393","443","2959","424","26","30","29","41","137","86","242","154","Census Tract 3105, Middlesex County, Massachusetts"
"1400000US25017310601","5903","351","4403","328","96","105","14","23","1016","300","374","210","Census Tract 3106.01, Middlesex County, Massachusetts"
"1400000US25017310602","5812","468","4779","461","47","52","56","62","645","178","285","145","Census Tract 3106.02, Middlesex County, Massachusetts"
"1400000US25017310700","3959","572","2496","381","315","166","10","15","418","176","720","276","Census Tract 3107, Middlesex County, Massachusetts"
"1400000US25017311100","2324","454","1443","343","259","93","35","50","162","107","425","243","Census Tract 3111, Middlesex County, Massachusetts"
"1400000US25017311200","2898","448","1573","344","117","83","26","27","742","310","440","183","Census Tract 3112, Middlesex County, Massachusetts"
"1400000US25017311300","3293","387","2372","373","77","77","7","14","491","176","346","147","Census Tract 3113, Middlesex County, Massachusetts"
"1400000US25017311400","6660","573","3620","539","215","103","121","107","1412","327","1292","429","Census Tract 3114, Middlesex County, Massachusetts"
"1400000US25017311500","3546","566","2455","482","179","180","0","127","642","165","270","128","Census Tract 3115, Middlesex County, Massachusetts"
"1400000US25017311600","5072","380","3596","372","59","53","44","43","664","156","709","270","Census Tract 3116, Middlesex County, Massachusetts"
"1400000US25017311700","5033","833","2972","630","118","135","92","100","772","285","1079","411","Census Tract 3117, Middlesex County, Massachusetts"
"1400000US25017311800","4043","447","1969","304","383","262","23","36","913","245","755","297","Census Tract 3118, Middlesex County, Massachusetts"
"1400000US25017311900","2420","337","1311","320","333","105","17","28","391","125","368","174","Census Tract 3119, Middlesex County, Massachusetts"
"1400000US25017312000","3117","563","1930","605","60","57","60","71","638","184","429","246","Census Tract 3120, Middlesex County, Massachusetts"
"1400000US25017312100","2809","385","1920","301","122","104","9","17","507","236","251","151","Census Tract 3121, Middlesex County, Massachusetts"
"1400000US25017312200","4373","420","3126","363","163","111","18","31","338","189","728","273","Census Tract 3122, Middlesex County, Massachusetts"
"1400000US25017312300","5697","388","4417","386","145","156","45","54","826","291","264","168","Census Tract 3123, Middlesex County, Massachusetts"
"1400000US25017312400","2175","374","1489","367","145","101","0","127","331","129","210","129","Census Tract 3124, Middlesex County, Massachusetts"
"1400000US25017312501","4177","458","3430","331","94","77","10","18","368","145","275","285","Census Tract 3125.01, Middlesex County, Massachusetts"
"1400000US25017312502","3364","295","3025","293","18","28","38","32","187","86","96","74","Census Tract 3125.02, Middlesex County, Massachusetts"
"1400000US25017313101","5156","205","4847","215","0","127","9","14","209","74","91","46","Census Tract 3131.01, Middlesex County, Massachusetts"
"1400000US25017313102","5968","208","5443","284","0","127","5","15","449","199","71","72","Census Tract 3131.02, Middlesex County, Massachusetts"
"1400000US25017314101","6003","460","5729","464","0","127","12","20","165","105","97","96","Census Tract 3141.01, Middlesex County, Massachusetts"
"1400000US25017314102","6839","393","6217","538","12","20","15","24","420","280","175","93","Census Tract 3141.02, Middlesex County, Massachusetts"
"1400000US25017314200","5080","393","4732","403","36","53","12","19","136","127","164","188","Census Tract 3142, Middlesex County, Massachusetts"
"1400000US25017314301","7955","366","7262","388","32","36","56","54","473","159","132","125","Census Tract 3143.01, Middlesex County, Massachusetts"
"1400000US25017314302","3083","156","2917","195","10","16","46","39","110","80","0","127","Census Tract 3143.02, Middlesex County, Massachusetts"
"1400000US25017315100","5797","335","5384","344","16","25","24","38","338","118","35","30","Census Tract 3151, Middlesex County, Massachusetts"
"1400000US25017315200","7583","653","6772","640","52","64","91","71","292","121","376","166","Census Tract 3152, Middlesex County, Massachusetts"
"1400000US25017315401","3256","211","2715","218","0","127","20","23","340","122","181","156","Census Tract 3154.01, Middlesex County, Massachusetts"
"1400000US25017315402","2751","136","2628","137","0","127","38","33","85","50","0","127","Census Tract 3154.02, Middlesex County, Massachusetts"
"1400000US25017315403","1623","175","1569","183","0","127","19","26","17","25","18","23","Census Tract 3154.03, Middlesex County, Massachusetts"
"1400000US25017315500","7609","362","7238","346","29","47","46","50","224","102","72","53","Census Tract 3155, Middlesex County, Massachusetts"
"1400000US25017316101","5011","307","4739","273","0","127","48","40","195","139","29","29","Census Tract 3161.01, Middlesex County, Massachusetts"
"1400000US25017316102","6193","536","5628","546","0","127","45","42","385","166","135","79","Census Tract 3161.02, Middlesex County, Massachusetts"
"1400000US25017316201","4021","199","3668","220","0","127","34","31","261","105","58","50","Census Tract 3162.01, Middlesex County, Massachusetts"
"1400000US25017316202","4237","231","3710","220","0","127","44","38","206","69","277","143","Census Tract 3162.02, Middlesex County, Massachusetts"
"1400000US25017316300","7594","402","6269","498","10","17","72","53","589","216","654","197","Census Tract 3163, Middlesex County, Massachusetts"
"1400000US25017316400","6271","339","5678","351","69","74","48","41","251","105","225","106","Census Tract 3164, Middlesex County, Massachusetts"
"1400000US25017316500","6245","435","5514","439","80","90","52","65","183","99","416","200","Census Tract 3165, Middlesex County, Massachusetts"
"1400000US25017317101","5694","346","5140","360","44","50","20","33","379","129","111","90","Census Tract 3171.01, Middlesex County, Massachusetts"
"1400000US25017317102","4150","269","3681","275","14","22","16","19","133","68","306","197","Census Tract 3171.02, Middlesex County, Massachusetts"
"1400000US25017317103","4914","216","4368","202","0","127","15","17","394","119","137","87","Census Tract 3171.03, Middlesex County, Massachusetts"
"1400000US25017317201","2943","200","2781","201","0","127","24","26","75","58","63","49","Census Tract 3172.01, Middlesex County, Massachusetts"
"1400000US25017317202","3585","181","3206","224","0","127","35","33","148","74","196","127","Census Tract 3172.02, Middlesex County, Massachusetts"
"1400000US25017317203","4129","195","3648","226","0","127","12","19","198","78","271","121","Census Tract 3172.03, Middlesex County, Massachusetts"
"1400000US25017317301","2206","308","1958","267","0","127","62","49","87","74","99","88","Census Tract 3173.01, Middlesex County, Massachusetts"
"1400000US25017317302","5747","399","5033","359","39","59","29","37","314","150","332","122","Census Tract 3173.02, Middlesex County, Massachusetts"
"1400000US25017318100","6697","260","6075","305","0","127","30","30","281","137","311","135","Census Tract 3181, Middlesex County, Massachusetts"
"1400000US25017318200","3726","174","3228","188","0","127","58","52","259","96","181","130","Census Tract 3182, Middlesex County, Massachusetts"
"1400000US25017318300","7208","247","6544","230","0","127","27","31","346","126","291","184","Census Tract 3183, Middlesex County, Massachusetts"
"1400000US25017318400","3852","184","3347","211","0","127","52","51","291","150","162","76","Census Tract 3184, Middlesex County, Massachusetts"
"1400000US25017320102","4962","192","4645","231","0","127","88","58","207","101","22","33","Census Tract 3201.02, Middlesex County, Massachusetts"
"1400000US25017320103","2686","150","2493","158","0","127","13","22","141","80","39","39","Census Tract 3201.03, Middlesex County, Massachusetts"
"1400000US25017320104","6826","211","6321","264","0","127","124","81","232","125","149","148","Census Tract 3201.04, Middlesex County, Massachusetts"
"1400000US25017321100","7026","442","5629","457","143","168","60","62","625","208","569","234","Census Tract 3211, Middlesex County, Massachusetts"
"1400000US25017321200","6001","400","5202","410","29","40","30","27","187","98","553","196","Census Tract 3212, Middlesex County, Massachusetts"
"1400000US25017321300","7454","585","5818","477","10","16","57","47","298","112","1271","475","Census Tract 3213, Middlesex County, Massachusetts"
"1400000US25017321400","3124","239","2830","213","0","127","0","127","153","80","141","114","Census Tract 3214, Middlesex County, Massachusetts"
