"GEO_ID","B08301_001E","B08301_001M","B08301_002E","B08301_002M","B08301_003E","B08301_003M","B08301_004E","B08301_004M","B08301_005E","B08301_005M","B08301_006E","B08301_006M","B08301_007E","B08301_007M","B08301_008E","B08301_008M","B08301_009E","B08301_009M","B08301_010E","B08301_010M","B08301_011E","B08301_011M","B08301_012E","B08301_012M","B08301_013E","B08301_013M","B08301_014E","B08301_014M","B08301_015E","B08301_015M","B08301_016E","B08301_016M","B08301_017E","B08301_017M","B08301_018E","B08301_018M","B08301_019E","B08301_019M","B08301_020E","B08301_020M","B08301_021E","B08301_021M","NAME"
"id","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Car, truck, or van","Margin of Error!!Total!!Car, truck, or van","Estimate!!Total!!Car, truck, or van!!Drove alone","Margin of Error!!Total!!Car, truck, or van!!Drove alone","Estimate!!Total!!Car, truck, or van!!Carpooled","Margin of Error!!Total!!Car, truck, or van!!Carpooled","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool","Estimate!!Total!!Public transportation (excluding taxicab)","Margin of Error!!Total!!Public transportation (excluding taxicab)","Estimate!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus","Estimate!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)","Estimate!!Total!!Public transportation (excluding taxicab)!!Subway or elevated","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Subway or elevated","Estimate!!Total!!Public transportation (excluding taxicab)!!Railroad","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Railroad","Estimate!!Total!!Public transportation (excluding taxicab)!!Ferryboat","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Ferryboat","Estimate!!Total!!Taxicab","Margin of Error!!Total!!Taxicab","Estimate!!Total!!Motorcycle","Margin of Error!!Total!!Motorcycle","Estimate!!Total!!Bicycle","Margin of Error!!Total!!Bicycle","Estimate!!Total!!Walked","Margin of Error!!Total!!Walked","Estimate!!Total!!Other means","Margin of Error!!Total!!Other means","Estimate!!Total!!Worked at home","Margin of Error!!Total!!Worked at home","Geographic Area Name"
"1400000US25023521201","1452","207","1405","202","1198","190","207","99","131","86","45","45","31","45","0","127","0","127","26","30","0","127","0","127","0","127","26","30","0","127","0","127","0","127","0","127","11","18","0","127","10","17","Census Tract 5212.01, Plymouth County, Massachusetts"
"1400000US25023521202","2063","212","1813","193","1723","188","90","61","72","55","18","20","0","127","0","127","0","127","200","105","13","21","0","127","47","36","140","96","0","127","0","127","0","127","0","127","0","127","6","10","44","38","Census Tract 5212.02, Plymouth County, Massachusetts"
"1400000US25023522101","2357","188","2148","192","2046","203","102","58","102","58","0","127","0","127","0","127","0","127","128","69","0","127","0","127","49","38","79","56","0","127","0","127","0","127","0","127","0","127","12","20","69","42","Census Tract 5221.01, Plymouth County, Massachusetts"
"1400000US25023522102","2930","241","2702","246","2467","249","235","87","148","66","33","40","13","20","10","15","31","37","127","62","24","27","0","127","32","31","71","48","0","127","0","127","17","27","0","127","46","45","0","127","38","37","Census Tract 5221.02, Plymouth County, Massachusetts"
"1400000US25023523100","1782","223","1655","209","1415","179","240","113","198","104","35","34","0","127","7","13","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","22","27","0","127","105","106","Census Tract 5231, Plymouth County, Massachusetts"
"1400000US25023523201","1629","169","1444","162","1324","154","120","46","101","45","10","16","9","16","0","127","0","127","90","51","0","127","0","127","37","33","53","38","0","127","0","127","0","127","0","127","0","127","20","23","75","42","Census Tract 5232.01, Plymouth County, Massachusetts"
"1400000US25023523202","3824","365","3464","406","3246","421","218","104","190","92","28","33","0","127","0","127","0","127","159","72","0","127","0","127","11","18","148","78","0","127","0","127","0","127","12","18","0","127","4","14","185","154","Census Tract 5232.02, Plymouth County, Massachusetts"
"1400000US25023524101","1486","165","1343","157","1301","148","42","40","30","31","12","19","0","127","0","127","0","127","43","53","6","11","0","127","10","25","27","42","0","127","0","127","15","24","23","24","20","28","6","16","36","32","Census Tract 5241.01, Plymouth County, Massachusetts"
"1400000US25023524102","1848","203","1581","223","1501","224","80","61","70","59","10","16","0","127","0","127","0","127","94","46","9","14","0","127","14","22","71","41","0","127","0","127","15","25","0","127","82","62","7","12","69","40","Census Tract 5241.02, Plymouth County, Massachusetts"
"1400000US25023525101","3396","332","3139","343","2823","325","316","154","269","122","37","55","10","16","0","127","0","127","186","92","49","66","0","127","42","30","95","57","0","127","0","127","0","127","0","127","12","18","0","127","59","54","Census Tract 5251.01, Plymouth County, Massachusetts"
"1400000US25023525104","3324","344","2848","343","2696","332","152","102","126","95","0","127","12","20","0","127","14","23","188","95","0","127","0","127","39","38","149","81","0","127","0","127","0","127","0","127","102","53","18","27","168","79","Census Tract 5251.04, Plymouth County, Massachusetts"
"1400000US25023525203","2768","361","2541","339","2362","318","179","121","148","88","0","127","31","45","0","127","0","127","168","88","0","127","0","127","29","34","139","83","0","127","0","127","0","127","0","127","19","25","40","49","0","127","Census Tract 5252.03, Plymouth County, Massachusetts"
"1400000US25023525204","1661","179","1479","202","1409","203","70","49","62","50","8","14","0","127","0","127","0","127","89","58","0","127","0","127","0","127","89","58","0","127","0","127","0","127","0","127","0","127","0","127","93","63","Census Tract 5252.04, Plymouth County, Massachusetts"
"1400000US25023525300","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 5253, Plymouth County, Massachusetts"
"1400000US25023526100","4070","292","3714","358","3391","356","323","158","310","160","0","127","13","20","0","127","0","127","316","159","0","127","0","127","97","99","219","144","0","127","0","127","0","127","0","127","0","127","0","127","40","37","Census Tract 5261, Plymouth County, Massachusetts"
"1400000US25023530100","2083","211","1918","214","1745","198","173","142","173","142","0","127","0","127","0","127","0","127","60","43","27","31","0","127","0","127","33","30","0","127","0","127","0","127","0","127","0","127","33","50","72","53","Census Tract 5301, Plymouth County, Massachusetts"
"1400000US25023530200","1930","259","1567","233","1371","229","196","92","122","61","51","61","23","24","0","127","0","127","120","90","82","82","0","127","38","40","0","127","0","127","0","127","0","127","85","105","77","69","40","52","41","33","Census Tract 5302, Plymouth County, Massachusetts"
"1400000US25023530300","1866","241","1540","212","1449","211","91","40","78","37","13","20","0","127","0","127","0","127","31","41","0","127","0","127","4","11","27","41","0","127","12","20","0","127","0","127","84","78","20","22","179","143","Census Tract 5303, Plymouth County, Massachusetts"
"1400000US25023530400","2807","257","2418","272","2055","303","363","140","277","130","86","68","0","127","0","127","0","127","118","81","0","127","0","127","47","63","71","52","0","127","0","127","0","127","0","127","46","55","17","26","208","133","Census Tract 5304, Plymouth County, Massachusetts"
"1400000US25023530500","2331","246","2042","256","1865","256","177","104","177","104","0","127","0","127","0","127","0","127","131","65","47","44","0","127","24","29","60","45","0","127","0","127","0","127","20","31","12","20","0","127","126","77","Census Tract 5305, Plymouth County, Massachusetts"
"1400000US25023530600","2630","303","2374","310","2265","318","109","60","100","59","9","13","0","127","0","127","0","127","105","66","0","127","0","127","0","127","105","66","0","127","0","127","6","11","0","127","24","24","0","127","121","67","Census Tract 5306, Plymouth County, Massachusetts"
"1400000US25023530700","1745","269","1519","259","1459","252","60","44","60","44","0","127","0","127","0","127","0","127","28","26","0","127","0","127","0","127","28","26","0","127","0","127","0","127","0","127","59","37","23","25","116","56","Census Tract 5307, Plymouth County, Massachusetts"
"1400000US25023530801","2519","248","2373","262","2227","283","146","93","137","94","9","15","0","127","0","127","0","127","43","40","32","36","0","127","0","127","11","19","0","127","0","127","0","127","0","127","27","31","15","23","61","57","Census Tract 5308.01, Plymouth County, Massachusetts"
"1400000US25023530802","2490","405","2213","398","2031","389","182","154","182","154","0","127","0","127","0","127","0","127","30","33","30","33","0","127","0","127","0","127","0","127","0","127","0","127","0","127","27","33","0","127","220","156","Census Tract 5308.02, Plymouth County, Massachusetts"
"1400000US25023530901","4058","412","3739","420","3306","404","433","173","389","169","0","127","0","127","0","127","44","36","113","62","31","36","0","127","0","127","82","49","0","127","0","127","0","127","0","127","0","127","0","127","206","86","Census Tract 5309.01, Plymouth County, Massachusetts"
"1400000US25023530902","2526","244","2354","213","2110","261","244","155","177","131","49","76","18","30","0","127","0","127","23","26","0","127","0","127","0","127","23","26","0","127","0","127","0","127","0","127","44","70","32","37","73","51","Census Tract 5309.02, Plymouth County, Massachusetts"
"1400000US25023540101","1837","217","1615","197","1466","205","149","77","97","63","8","14","31","40","13","20","0","127","124","88","0","127","0","127","0","127","124","88","0","127","0","127","0","127","0","127","37","36","0","127","61","49","Census Tract 5401.01, Plymouth County, Massachusetts"
"1400000US25023540102","1391","186","1336","184","1220","180","116","95","101","93","15","25","0","127","0","127","0","127","22","35","0","127","0","127","22","35","0","127","0","127","0","127","0","127","0","127","18","31","0","127","15","25","Census Tract 5401.02, Plymouth County, Massachusetts"
"1400000US25023540103","2369","232","2167","219","1995","218","172","92","159","90","0","127","0","127","0","127","13","21","49","58","0","127","0","127","17","27","32","50","0","127","0","127","17","26","10","16","22","37","16","25","88","65","Census Tract 5401.03, Plymouth County, Massachusetts"
"1400000US25023541100","2667","175","2541","166","2363","172","178","76","168","75","10","15","0","127","0","127","0","127","41","41","0","127","0","127","22","36","19","22","0","127","0","127","0","127","0","127","0","127","10","16","75","47","Census Tract 5411, Plymouth County, Massachusetts"
"1400000US25023542101","3368","358","3073","338","2893","349","180","133","144","127","13","21","12","20","11","18","0","127","85","60","0","127","0","127","36","35","49","37","0","127","0","127","0","127","14","22","49","49","38","45","109","69","Census Tract 5421.01, Plymouth County, Massachusetts"
"1400000US25023542102","1210","197","1177","199","945","230","232","151","217","148","15","21","0","127","0","127","0","127","14","20","0","127","0","127","0","127","14","20","0","127","0","127","0","127","0","127","0","127","0","127","19","20","Census Tract 5421.02, Plymouth County, Massachusetts"
"1400000US25023542200","2592","293","2430","301","2207","289","223","83","212","83","11","16","0","127","0","127","0","127","53","43","0","127","0","127","10","17","43","42","0","127","0","127","0","127","0","127","27","29","9","14","73","45","Census Tract 5422, Plymouth County, Massachusetts"
"1400000US25023542300","2946","418","2714","400","2493","386","221","105","185","97","0","127","22","27","14","22","0","127","72","56","0","127","0","127","23","28","49","53","0","127","0","127","0","127","9","17","75","88","11","18","65","62","Census Tract 5423, Plymouth County, Massachusetts"
"1400000US25023543100","1335","145","1190","145","1104","151","86","48","78","47","8","12","0","127","0","127","0","127","51","30","0","127","0","127","8","12","43","29","0","127","0","127","0","127","0","127","42","40","0","127","52","29","Census Tract 5431, Plymouth County, Massachusetts"
"1400000US25023544100","2993","229","2843","224","2590","220","253","114","228","113","25","28","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","37","43","44","37","69","50","Census Tract 5441, Plymouth County, Massachusetts"
"1400000US25023544200","2746","287","2616","266","2335","266","281","110","250","110","19","27","0","127","0","127","12","18","44","40","18","30","0","127","11","18","15","23","0","127","0","127","0","127","0","127","0","127","15","22","71","69","Census Tract 5442, Plymouth County, Massachusetts"
"1400000US25023545100","3023","270","2831","285","2640","279","191","90","141","77","43","36","0","127","0","127","7","24","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","23","28","0","127","169","101","Census Tract 5451, Plymouth County, Massachusetts"
"1400000US25023545200","3207","371","3082","398","2817","390","265","123","238","118","27","32","0","127","0","127","0","127","16","26","0","127","0","127","0","127","0","127","16","26","0","127","0","127","0","127","102","99","0","127","7","12","Census Tract 5452, Plymouth County, Massachusetts"
"1400000US25023545300","1914","370","1844","363","1764","359","80","50","80","50","0","127","0","127","0","127","0","127","20","22","11","17","0","127","0","127","9","14","0","127","0","127","0","127","0","127","0","127","9","15","41","40","Census Tract 5453, Plymouth County, Massachusetts"
"1400000US25023545400","2772","291","2517","281","2335","289","182","97","155","86","13","20","0","127","0","127","14","22","98","101","60","93","0","127","0","127","38","42","0","127","0","127","0","127","0","127","52","49","0","127","105","68","Census Tract 5454, Plymouth County, Massachusetts"
"1400000US25023560100","3192","250","2801","244","2567","256","234","106","204","94","0","127","0","127","0","127","30","50","67","77","0","127","0","127","10","17","57","74","0","127","0","127","19","29","0","127","37","39","15","24","253","140","Census Tract 5601, Plymouth County, Massachusetts"
"1400000US25023561100","2343","183","2149","203","1942","206","207","179","184","177","23","27","0","127","0","127","0","127","33","27","11","18","0","127","0","127","22","25","0","127","0","127","0","127","15","25","24","27","10","16","112","78","Census Tract 5611, Plymouth County, Massachusetts"
"1400000US25023561200","1007","342","527","271","397","199","130","119","103","126","0","127","12","19","0","127","15","24","40","38","12","19","0","127","0","127","28","33","0","127","0","127","0","127","0","127","354","199","0","127","86","80","Census Tract 5612, Plymouth County, Massachusetts"
"1400000US25023990003","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","0","127","Census Tract 9900.03, Plymouth County, Massachusetts"
"1400000US25025000100","2265","384","1439","353","1182","347","257","125","177","109","55","46","0","127","25","40","0","127","421","228","354","225","0","127","67","44","0","127","0","127","8","13","8","12","93","66","251","128","15","24","30","45","Census Tract 1, Suffolk County, Massachusetts"
"1400000US25025000201","2525","349","1645","316","1506","309","139","68","110","63","6","12","12","20","11","17","0","127","573","188","518","187","11","18","44","41","0","127","0","127","0","127","0","127","10","15","219","111","0","127","78","56","Census Tract 2.01, Suffolk County, Massachusetts"
"1400000US25025000202","2313","402","1591","279","1493","276","98","55","52","47","18","29","14","22","0","127","14","22","500","229","296","170","156","102","48","40","0","127","0","127","0","127","0","127","0","127","193","103","0","127","29","33","Census Tract 2.02, Suffolk County, Massachusetts"
"1400000US25025000301","1746","275","1056","216","947","240","109","84","109","84","0","127","0","127","0","127","0","127","370","148","370","148","0","127","0","127","0","127","0","127","0","127","0","127","105","86","117","120","0","127","98","90","Census Tract 3.01, Suffolk County, Massachusetts"
"1400000US25025000302","2135","303","1324","315","1163","346","161","92","99","52","0","127","62","80","0","127","0","127","703","223","330","174","69","67","264","150","40","63","0","127","0","127","0","127","9","15","60","38","11","18","28","25","Census Tract 3.02, Suffolk County, Massachusetts"
"1400000US25025000401","2946","392","1158","228","1006","226","152","111","134","109","0","127","0","127","0","127","18","29","1381","399","494","295","455","272","432","152","0","127","0","127","10","16","0","127","144","106","119","85","47","64","87","87","Census Tract 4.01, Suffolk County, Massachusetts"
"1400000US25025000402","2149","302","1105","205","982","195","123","130","110","128","9","15","0","127","0","127","4","10","786","260","547","246","39","39","186","97","14","23","0","127","0","127","0","127","32","50","88","50","0","127","138","130","Census Tract 4.02, Suffolk County, Massachusetts"
"1400000US25025000502","2048","303","464","118","339","99","125","76","93","73","32","29","0","127","0","127","0","127","786","203","167","70","139","75","450","158","30","48","0","127","0","127","0","127","32","31","492","206","77","61","197","130","Census Tract 5.02, Suffolk County, Massachusetts"
"1400000US25025000503","1533","252","633","165","565","168","68","82","68","82","0","127","0","127","0","127","0","127","797","189","46","44","206","115","545","181","0","127","0","127","0","127","0","127","0","127","87","46","0","127","16","26","Census Tract 5.03, Suffolk County, Massachusetts"
"1400000US25025000504","3389","355","1297","325","1029","242","268","151","213","134","55","65","0","127","0","127","0","127","1789","310","337","184","516","200","915","233","21","34","0","127","0","127","0","127","60","55","182","126","15","23","46","44","Census Tract 5.04, Suffolk County, Massachusetts"
"1400000US25025000601","2303","313","1327","215","1096","205","231","102","231","102","0","127","0","127","0","127","0","127","665","196","422","135","16","25","227","108","0","127","0","127","0","127","0","127","12","18","113","82","11","20","175","73","Census Tract 6.01, Suffolk County, Massachusetts"
"1400000US25025000602","2113","538","831","250","815","250","16","27","16","27","0","127","0","127","0","127","0","127","1102","479","470","317","371","406","230","118","31","47","0","127","0","127","0","127","118","82","28","36","14","23","20","33","Census Tract 6.02, Suffolk County, Massachusetts"
"1400000US25025000701","2959","413","1116","355","883","216","233","215","203","207","30","47","0","127","0","127","0","127","1188","301","162","85","393","210","633","233","0","127","0","127","14","25","0","127","40","47","379","176","0","127","222","154","Census Tract 7.01, Suffolk County, Massachusetts"
"1400000US25025000703","1588","287","278","100","160","74","118","70","118","70","0","127","0","127","0","127","0","127","685","167","34","46","132","80","519","157","0","127","0","127","38","52","0","127","174","137","303","118","0","127","110","75","Census Tract 7.03, Suffolk County, Massachusetts"
"1400000US25025000704","3259","472","830","240","622","217","208","121","177","114","0","127","0","127","0","127","31","42","1886","420","536","219","353","157","997","314","0","127","0","127","0","127","24","44","130","70","301","122","0","127","88","73","Census Tract 7.04, Suffolk County, Massachusetts"
"1400000US25025000802","5119","706","1476","332","1202","287","274","175","173","135","15","24","64","102","0","127","22","29","2271","465","1009","382","408","239","854","255","0","127","0","127","0","127","0","127","186","159","1005","346","0","127","181","121","Census Tract 8.02, Suffolk County, Massachusetts"
"1400000US25025000803","835","231","135","73","115","68","20","29","0","127","16","25","4","13","0","127","0","127","119","65","65","48","0","127","54","51","0","127","0","127","0","127","0","127","13","21","484","215","0","127","84","73","Census Tract 8.03, Suffolk County, Massachusetts"
"1400000US25025010103","1460","425","146","97","102","74","44","42","14","25","15","24","0","127","0","127","15","24","261","100","75","45","63","21","123","88","0","127","0","127","0","127","0","127","19","25","881","308","0","127","153","77","Census Tract 101.03, Suffolk County, Massachusetts"
"1400000US25025010104","2859","467","456","141","352","130","104","79","30","30","60","63","14","23","0","127","0","127","741","188","159","68","12","20","560","160","10","17","0","127","38","61","0","127","123","107","1285","338","0","127","216","114","Census Tract 101.04, Suffolk County, Massachusetts"
"1400000US25025010203","2765","352","444","175","411","175","33","36","33","36","0","127","0","127","0","127","0","127","704","197","209","91","55","63","407","158","33","52","0","127","0","127","13","21","88","73","1392","286","0","127","124","88","Census Tract 102.03, Suffolk County, Massachusetts"
"1400000US25025010204","1336","256","288","220","262","218","26","29","16","25","0","127","10","15","0","127","0","127","382","158","73","65","16","25","285","120","8","13","0","127","0","127","17","26","31","50","602","172","0","127","16","28","Census Tract 102.04, Suffolk County, Massachusetts"
"1400000US25025010300","2685","1047","317","364","73","66","244","359","244","359","0","127","0","127","0","127","0","127","669","472","280","228","31","34","358","255","0","127","0","127","14","24","0","127","4","10","1402","557","0","127","279","194","Census Tract 103, Suffolk County, Massachusetts"
"1400000US25025010403","1665","380","275","103","275","103","0","127","0","127","0","127","0","127","0","127","0","127","595","184","117","86","91","82","306","108","81","130","0","127","0","127","0","127","11","18","731","309","0","127","53","40","Census Tract 104.03, Suffolk County, Massachusetts"
"1400000US25025010404","2419","457","325","142","325","142","0","127","0","127","0","127","0","127","0","127","0","127","773","251","186","110","38","46","549","233","0","127","0","127","0","127","0","127","22","37","1151","373","0","127","148","122","Census Tract 104.04, Suffolk County, Massachusetts"
"1400000US25025010405","1294","363","166","86","127","82","39","35","2","1","6","19","14","23","0","127","17","27","437","165","137","78","27","44","253","111","20","25","0","127","7","12","0","127","0","127","664","279","0","127","20","21","Census Tract 104.05, Suffolk County, Massachusetts"
"1400000US25025010408","1031","131","236","95","204","87","32","45","20","39","0","127","0","127","0","127","12","19","309","139","118","78","0","127","191","122","0","127","0","127","0","127","0","127","16","25","429","132","0","127","41","51","Census Tract 104.08, Suffolk County, Massachusetts"
"1400000US25025010500","1640","322","250","150","130","75","120","128","108","127","0","127","0","127","0","127","12","19","426","163","93","99","27","32","228","114","78","76","0","127","0","127","14","22","7","12","783","316","58","58","102","74","Census Tract 105, Suffolk County, Massachusetts"
"1400000US25025010600","1785","253","405","137","383","133","22","24","22","24","0","127","0","127","0","127","0","127","605","136","75","63","8","14","439","121","47","31","36","57","21","23","0","127","83","76","597","231","0","127","74","49","Census Tract 106, Suffolk County, Massachusetts"
"1400000US25025010701","1554","200","533","147","500","143","33","36","14","23","19","29","0","127","0","127","0","127","461","143","127","70","24","28","296","145","14","22","0","127","0","127","0","127","31","34","497","139","0","127","32","35","Census Tract 107.01, Suffolk County, Massachusetts"
"1400000US25025010702","1807","306","479","156","408","144","71","63","15","24","15","23","10","15","18","29","13","21","465","173","32","37","192","164","241","98","0","127","0","127","0","127","0","127","62","48","747","219","15","24","39","36","Census Tract 107.02, Suffolk County, Massachusetts"
"1400000US25025010801","2094","422","892","231","777","208","115","69","77","50","38","58","0","127","0","127","0","127","169","77","28","32","23","38","103","58","15","23","0","127","0","127","9","18","0","127","724","406","29","47","271","199","Census Tract 108.01, Suffolk County, Massachusetts"
"1400000US25025010802","1910","308","577","177","498","158","79","130","79","130","0","127","0","127","0","127","0","127","471","163","133","79","0","127","338","138","0","127","0","127","0","127","0","127","47","74","619","199","24","28","172","75","Census Tract 108.02, Suffolk County, Massachusetts"
"1400000US25025020101","2824","315","446","137","390","136","56","49","56","49","0","127","0","127","0","127","0","127","370","135","10","17","0","127","349","138","11","18","0","127","0","127","0","127","11","18","1779","270","21","33","197","86","Census Tract 201.01, Suffolk County, Massachusetts"
"1400000US25025020200","2597","322","405","134","369","131","36","32","36","32","0","127","0","127","0","127","0","127","607","177","68","47","15","23","465","160","59","67","0","127","167","155","0","127","7","18","1290","227","16","22","105","72","Census Tract 202, Suffolk County, Massachusetts"
"1400000US25025020301","1283","211","259","128","161","120","98","57","98","57","0","127","0","127","0","127","0","127","360","150","218","79","0","127","142","112","0","127","0","127","0","127","0","127","0","127","656","161","0","127","8","16","Census Tract 203.01, Suffolk County, Massachusetts"
"1400000US25025020302","685","215","99","79","99","79","0","127","0","127","0","127","0","127","0","127","0","127","150","86","25","42","0","127","125","74","0","127","0","127","0","127","0","127","0","127","411","190","0","127","25","41","Census Tract 203.02, Suffolk County, Massachusetts"
"1400000US25025020303","1400","205","302","119","291","120","11","18","11","18","0","127","0","127","0","127","0","127","284","119","79","55","14","20","179","100","12","19","0","127","52","65","0","127","40","44","665","168","0","127","57","45","Census Tract 203.03, Suffolk County, Massachusetts"
"1400000US25025030100","1449","294","163","70","153","66","10","15","10","15","0","127","0","127","0","127","0","127","332","114","80","68","29","48","223","89","0","127","0","127","9","14","0","127","43","52","863","291","0","127","39","31","Census Tract 301, Suffolk County, Massachusetts"
"1400000US25025030200","1293","244","94","56","83","54","11","17","11","17","0","127","0","127","0","127","0","127","469","237","0","127","57","64","395","190","17","26","0","127","12","23","0","127","0","127","686","178","19","32","13","22","Census Tract 302, Suffolk County, Massachusetts"
"1400000US25025030300","2830","300","565","164","538","162","27","37","16","26","11","25","0","127","0","127","0","127","450","156","179","114","73","60","198","109","0","127","0","127","45","42","0","127","13","20","1459","262","77","79","221","110","Census Tract 303, Suffolk County, Massachusetts"
"1400000US25025030400","1696","186","331","110","300","101","31","29","31","29","0","127","0","127","0","127","0","127","377","107","40","42","34","40","287","101","16","19","0","127","0","127","0","127","0","127","923","168","0","127","65","54","Census Tract 304, Suffolk County, Massachusetts"
"1400000US25025030500","1859","224","431","139","396","131","35","41","35","41","0","127","0","127","0","127","0","127","392","152","0","127","0","127","392","152","0","127","0","127","0","127","0","127","0","127","944","138","0","127","92","68","Census Tract 305, Suffolk County, Massachusetts"
"1400000US25025040100","1462","150","766","137","709","130","57","50","57","50","0","127","0","127","0","127","0","127","223","113","123","73","18","27","71","66","0","127","11","19","12","22","0","127","23","26","350","132","9","13","79","72","Census Tract 401, Suffolk County, Massachusetts"
"1400000US25025040200","830","193","397","160","263","90","134","92","101","80","0","127","0","127","33","52","0","127","324","110","253","102","12","19","48","35","0","127","11","19","0","127","0","127","13","21","79","51","0","127","17","21","Census Tract 402, Suffolk County, Massachusetts"
"1400000US25025040300","2482","279","1441","252","1288","241","153","88","123","89","30","37","0","127","0","127","0","127","686","174","332","124","27","43","290","113","14","22","23","34","0","127","0","127","15","23","234","92","16","21","90","51","Census Tract 403, Suffolk County, Massachusetts"
"1400000US25025040401","1285","152","683","185","455","137","228","130","228","130","0","127","0","127","0","127","0","127","361","137","180","93","0","127","181","101","0","127","0","127","9","16","0","127","0","127","207","66","0","127","25","30","Census Tract 404.01, Suffolk County, Massachusetts"
"1400000US25025040600","1625","162","957","170","838","152","119","88","38","40","81","85","0","127","0","127","0","127","477","132","273","103","0","127","204","107","0","127","0","127","0","127","0","127","7","13","58","49","0","127","126","70","Census Tract 406, Suffolk County, Massachusetts"
"1400000US25025040801","1529","201","906","168","754","152","152","81","142","79","0","127","5","13","5","11","0","127","423","130","181","74","0","127","114","45","41","62","87","53","0","127","0","127","18","28","116","64","0","127","66","43","Census Tract 408.01, Suffolk County, Massachusetts"
"1400000US25025050101","2485","410","1044","234","647","172","397","150","218","95","56","65","25","33","98","125","0","127","1061","282","312","120","41","65","708","256","0","127","0","127","0","127","0","127","0","127","284","162","0","127","96","73","Census Tract 501.01, Suffolk County, Massachusetts"
"1400000US25025050200","3009","348","1299","284","772","167","527","234","267","127","125","121","73","82","62","73","0","127","1444","327","220","131","9","15","1215","306","0","127","0","127","0","127","0","127","0","127","241","113","0","127","25","29","Census Tract 502, Suffolk County, Massachusetts"
"1400000US25025050300","590","163","127","68","120","64","7","17","7","17","0","127","0","127","0","127","0","127","405","136","15","27","28","36","362","137","0","127","0","127","0","127","0","127","0","127","45","50","8","17","5","9","Census Tract 503, Suffolk County, Massachusetts"
"1400000US25025050400","1327","382","481","161","395","138","86","83","55","70","0","127","0","127","0","127","31","50","776","359","69","65","7","14","649","352","51","75","0","127","0","127","0","127","0","127","52","57","0","127","18","29","Census Tract 504, Suffolk County, Massachusetts"
"1400000US25025050500","1072","201","390","142","324","143","66","52","20","30","0","127","33","40","6","10","7","11","603","173","70","57","0","127","533","160","0","127","0","127","0","127","0","127","0","127","64","81","15","29","0","127","Census Tract 505, Suffolk County, Massachusetts"
"1400000US25025050600","1084","251","204","94","157","88","47","42","21","28","8","14","18","30","0","127","0","127","786","240","150","70","11","22","617","274","8","13","0","127","0","127","0","127","0","127","26","34","68","107","0","127","Census Tract 506, Suffolk County, Massachusetts"
"1400000US25025050700","2832","378","1232","316","701","203","531","273","302","220","43","48","130","123","56","74","0","127","1291","259","309","138","0","127","945","229","37","48","0","127","0","127","0","127","0","127","299","178","0","127","10","16","Census Tract 507, Suffolk County, Massachusetts"
"1400000US25025050901","2177","326","1051","255","708","189","343","189","199","111","96","118","27","41","0","127","21","34","954","268","90","98","9","13","831","282","24","40","0","127","0","127","0","127","0","127","172","95","0","127","0","127","Census Tract 509.01, Suffolk County, Massachusetts"
"1400000US25025051000","1694","243","1031","213","886","221","145","97","95","85","39","52","0","127","0","127","11","17","508","154","47","38","10","16","442","142","9","14","0","127","0","127","0","127","27","30","49","43","0","127","79","64","Census Tract 510, Suffolk County, Massachusetts"
"1400000US25025051101","3384","575","1197","280","945","231","252","152","199","160","0","127","53","65","0","127","0","127","1970","440","107","94","26","39","1837","426","0","127","0","127","95","152","0","127","0","127","82","71","0","127","40","48","Census Tract 511.01, Suffolk County, Massachusetts"
