"B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","id","Geographic Area Name"
"4812","391","2524","330","144","110","58","94","1988","354","0","12","39","31","59","47","6","12","53","49","1400000US25021417601","Census Tract 4176.01, Norfolk County, Massachusetts"
"4972","352","2836","370","397","206","0","12","1579","230","124","147","1","3","35","43","0","12","35","43","1400000US25021417602","Census Tract 4176.02, Norfolk County, Massachusetts"
"5458","418","3569","380","193","100","3","6","1591","366","0","17","0","17","102","103","0","17","102","103","1400000US25021417701","Census Tract 4177.01, Norfolk County, Massachusetts"
"2823","263","2201","291","150","123","0","12","390","178","0","12","16","26","66","64","0","12","66","64","1400000US25021417702","Census Tract 4177.02, Norfolk County, Massachusetts"
"4890","351","4398","338","298","159","0","12","126","120","0","12","16","27","52","43","0","12","52","43","1400000US25021417801","Census Tract 4178.01, Norfolk County, Massachusetts"
"3278","274","1611","339","334","312","0","12","1253","234","0","12","0","12","80","60","0","12","80","60","1400000US25021417802","Census Tract 4178.02, Norfolk County, Massachusetts"
"6939","563","4180","463","457","209","0","17","1681","437","0","17","234","186","387","221","96","110","291","182","1400000US25021417901","Census Tract 4179.01, Norfolk County, Massachusetts"
"3723","369","2320","289","159","104","0","12","1152","290","0","12","53","65","39","33","10","16","29","29","1400000US25021417902","Census Tract 4179.02, Norfolk County, Massachusetts"
"7070","613","3924","496","561","358","22","36","2368","560","22","39","30","36","143","138","14","23","129","136","1400000US25021418002","Census Tract 4180.02, Norfolk County, Massachusetts"
"2730","205","1704","266","175","104","0","12","723","163","0","12","93","87","35","26","0","12","35","26","1400000US25021418003","Census Tract 4180.03, Norfolk County, Massachusetts"
"4675","256","2570","325","404","123","0","12","1517","281","0","12","151","177","33","30","0","12","33","30","1400000US25021418004","Census Tract 4180.04, Norfolk County, Massachusetts"
"4654","367","3175","426","214","156","0","12","1145","254","0","12","59","93","61","55","0","12","61","55","1400000US25021418101","Census Tract 4181.01, Norfolk County, Massachusetts"
"3059","237","2048","302","250","139","0","12","613","197","0","12","44","36","104","93","0","12","104","93","1400000US25021418102","Census Tract 4181.02, Norfolk County, Massachusetts"
"6767","458","4735","479","341","381","0","17","1390","374","0","17","239","199","62","77","0","17","62","77","1400000US25021418200","Census Tract 4182, Norfolk County, Massachusetts"
"5937","476","4606","430","286","281","0","17","990","197","0","17","0","17","55","62","0","17","55","62","1400000US25021419100","Census Tract 4191, Norfolk County, Massachusetts"
"5108","232","4233","290","41","41","0","17","761","248","0","17","16","21","57","40","1","2","56","40","1400000US25021419200","Census Tract 4192, Norfolk County, Massachusetts"
"4295","300","3172","290","307","165","21","33","757","133","0","12","0","12","38","31","0","12","38","31","1400000US25021419300","Census Tract 4193, Norfolk County, Massachusetts"
"3287","283","2703","395","170","163","0","12","284","162","0","12","62","93","68","70","32","49","36","53","1400000US25021419400","Census Tract 4194, Norfolk County, Massachusetts"
"3233","210","2664","251","43","44","0","12","450","98","0","12","25","37","51","60","0","12","51","60","1400000US25021419500","Census Tract 4195, Norfolk County, Massachusetts"
"6849","367","6001","445","58","73","42","69","617","259","0","17","19","30","112","93","0","17","112","93","1400000US25021419600","Census Tract 4196, Norfolk County, Massachusetts"
"4183","251","3011","200","79","110","0","12","857","174","0","12","67","84","169","157","0","12","169","157","1400000US25021419700","Census Tract 4197, Norfolk County, Massachusetts"
"4328","327","3623","355","119","79","0","12","433","183","0","12","96","123","57","59","0","12","57","59","1400000US25021419800","Census Tract 4198, Norfolk County, Massachusetts"
"9248","653","2722","427","4373","721","0","17","1621","426","0","17","240","216","292","292","0","17","292","292","1400000US25021420100","Census Tract 4201, Norfolk County, Massachusetts"
"3359","379","893","220","1613","212","0","12","600","249","0","12","116","115","137","122","41","65","96","105","1400000US25021420201","Census Tract 4202.01, Norfolk County, Massachusetts"
"6457","525","2391","389","2570","658","0","17","1039","286","0","17","109","134","348","211","0","17","348","211","1400000US25021420202","Census Tract 4202.02, Norfolk County, Massachusetts"
"7106","462","2638","346","3031","292","0","17","838","413","0","17","516","447","83","71","31","40","52","50","1400000US25021420301","Census Tract 4203.01, Norfolk County, Massachusetts"
"7894","546","2290","486","3642","470","27","42","412","321","12","29","1264","663","247","188","106","104","141","135","1400000US25021420302","Census Tract 4203.02, Norfolk County, Massachusetts"
"5692","502","3936","430","1163","845","0","17","190","140","0","17","23","46","380","288","178","196","202","155","1400000US25021421100","Census Tract 4211, Norfolk County, Massachusetts"
"5353","503","4392","417","692","305","0","17","195","189","0","17","70","96","4","12","1","8","3","8","1400000US25021421200","Census Tract 4212, Norfolk County, Massachusetts"
"5463","259","4902","304","147","128","12","21","188","123","0","17","186","188","28","29","0","17","28","29","1400000US25021422100","Census Tract 4221, Norfolk County, Massachusetts"
"8009","404","6638","538","74","85","0","17","1065","534","0","17","80","96","152","94","13","21","139","88","1400000US25021422200","Census Tract 4222, Norfolk County, Massachusetts"
"3209","226","2864","247","110","62","17","27","31","40","0","12","24","36","163","124","0","12","163","124","1400000US25021422301","Census Tract 4223.01, Norfolk County, Massachusetts"
"6908","524","4964","557","962","611","22","37","496","236","0","17","308","326","156","117","0","17","156","117","1400000US25021422302","Census Tract 4223.02, Norfolk County, Massachusetts"
"7837","389","6654","411","381","168","13","22","594","235","0","17","61","72","134","136","0","17","134","136","1400000US25021422400","Census Tract 4224, Norfolk County, Massachusetts"
"5245","390","4219","465","728","383","0","17","181","151","0","17","92","102","25","31","0","17","25","31","1400000US25021422501","Census Tract 4225.01, Norfolk County, Massachusetts"
"5137","444","3844","432","395","210","0","17","641","124","0","17","107","95","150","132","69","88","81","82","1400000US25021422502","Census Tract 4225.02, Norfolk County, Massachusetts"
"7048","499","6576","618","303","343","0","17","132","108","0","17","0","17","37","44","0","17","37","44","1400000US25021422600","Census Tract 4226, Norfolk County, Massachusetts"
"3780","265","3339","310","49","52","0","12","342","174","0","12","0","12","50","53","0","12","50","53","1400000US25021422700","Census Tract 4227, Norfolk County, Massachusetts"
"4098","233","3806","260","40","28","0","12","210","171","0","12","23","26","19","22","0","12","19","22","1400000US25021422800","Census Tract 4228, Norfolk County, Massachusetts"
"8484","22","8190","187","57","68","12","18","85","89","21","39","33","40","86","79","0","17","86","79","1400000US25021423100","Census Tract 4231, Norfolk County, Massachusetts"
"9183","32","8155","501","445","447","0","17","375","203","0","17","132","205","76","57","0","17","76","57","1400000US25021440100","Census Tract 4401, Norfolk County, Massachusetts"
"3133","182","3002","199","41","46","11","17","69","65","0","12","6","9","4","7","4","7","0","12","1400000US25021441202","Census Tract 4412.02, Norfolk County, Massachusetts"
"3893","160","3691","215","181","185","5","10","16","27","0","12","0","12","0","12","0","12","0","12","1400000US25021441203","Census Tract 4412.03, Norfolk County, Massachusetts"
"4797","165","4592","235","117","124","0","12","29","48","0","12","19","30","40","62","0","12","40","62","1400000US25021441204","Census Tract 4412.04, Norfolk County, Massachusetts"
"5627","373","5043","359","133","90","0","17","289","139","5","11","14","21","143","66","10","13","133","63","1400000US25021442101","Census Tract 4421.01, Norfolk County, Massachusetts"
"7573","333","6722","537","0","17","0","17","509","172","0","17","27","60","315","338","0","17","315","338","1400000US25021442102","Census Tract 4421.02, Norfolk County, Massachusetts"
"7424","406","6627","363","102","115","0","17","522","149","0","17","0","17","173","169","0","17","173","169","1400000US25021442103","Census Tract 4421.03, Norfolk County, Massachusetts"
"4257","172","3930","231","0","12","0","12","270","138","0","12","8","12","49","45","0","12","49","45","1400000US25021442201","Census Tract 4422.01, Norfolk County, Massachusetts"
"8375","407","7808","434","70","65","0","17","325","122","0","17","25","35","147","140","18","28","129","136","1400000US25021442202","Census Tract 4422.02, Norfolk County, Massachusetts"
"7856","309","7279","433","178","134","0","17","122","77","0","17","106","152","171","138","38","61","133","123","1400000US25021443101","Census Tract 4431.01, Norfolk County, Massachusetts"
"9252","307","8835","417","141","154","0","17","126","104","0","17","86","138","64","63","0","17","64","63","1400000US25021443102","Census Tract 4431.02, Norfolk County, Massachusetts"
"4056","257","2682","245","958","234","0","12","278","112","0","12","15","21","123","116","0","12","123","116","1400000US25021456101","Census Tract 4561.01, Norfolk County, Massachusetts"
"5213","315","3898","430","583","270","99","131","149","100","0","17","178","197","306","206","127","190","179","128","1400000US25021456102","Census Tract 4561.02, Norfolk County, Massachusetts"
"4016","207","2548","275","624","190","0","12","476","244","0","12","252","167","116","112","20","34","96","109","1400000US25021456200","Census Tract 4562, Norfolk County, Massachusetts"
"2092","220","1425","257","418","241","0","12","94","78","0","12","117","110","38","37","0","12","38","37","1400000US25021456301","Census Tract 4563.01, Norfolk County, Massachusetts"
"5082","340","3681","447","779","395","17","29","311","207","0","17","59","69","235","179","0","17","235","179","1400000US25021456302","Census Tract 4563.02, Norfolk County, Massachusetts"
"2615","239","2109","186","301","187","0","12","28","35","0","12","85","86","92","95","0","12","92","95","1400000US25021456401","Census Tract 4564.01, Norfolk County, Massachusetts"
"5565","325","4644","346","631","162","0","17","103","101","0","17","99","107","88","67","0","17","88","67","1400000US25021456402","Census Tract 4564.02, Norfolk County, Massachusetts"
"4500","20","3311","231","820","155","16","27","120","98","0","12","142","120","91","90","9","14","82","86","1400000US25021457100","Census Tract 4571, Norfolk County, Massachusetts"
"6266","292","5308","329","245","191","22","37","453","139","0","17","0","17","238","167","0","17","238","167","1400000US25021457200","Census Tract 4572, Norfolk County, Massachusetts"
"3888","249","3737","258","25","27","0","12","79","87","0","12","13","19","34","41","0","12","34","41","1400000US25023500101","Census Tract 5001.01, Plymouth County, Massachusetts"
"2009","196","1941","189","11","16","0","12","9","14","0","12","9","14","39","48","0","12","39","48","1400000US25023500103","Census Tract 5001.03, Plymouth County, Massachusetts"
"4558","309","4365","327","15","22","10","16","16","23","0","12","12","19","140","123","0","12","140","123","1400000US25023500104","Census Tract 5001.04, Plymouth County, Massachusetts"
"3478","198","3325","228","48","53","0","12","82","86","0","12","0","12","23","32","3","6","20","32","1400000US25023501101","Census Tract 5011.01, Plymouth County, Massachusetts"
"8595","336","8413","341","34","31","17","25","43","45","0","17","24","36","64","78","1","3","63","78","1400000US25023501102","Census Tract 5011.02, Plymouth County, Massachusetts"
"4071","138","3946","177","20","31","0","12","80","98","0","12","0","12","25","28","0","12","25","28","1400000US25023501201","Census Tract 5012.01, Plymouth County, Massachusetts"
"7508","290","7036","384","28","34","0","17","227","171","0","17","2","7","215","188","0","17","215","188","1400000US25023501202","Census Tract 5012.02, Plymouth County, Massachusetts"
"6474","628","5929","643","291","232","0","17","0","17","0","17","242","180","12","19","0","17","12","19","1400000US25023502101","Census Tract 5021.01, Plymouth County, Massachusetts"
"5593","501","5300","539","234","239","0","17","0","17","0","17","21","32","38","43","21","32","17","29","1400000US25023502102","Census Tract 5021.02, Plymouth County, Massachusetts"
"5886","392","5647","381","8","12","0","17","101","102","0","17","5","11","125","142","0","17","125","142","1400000US25023502200","Census Tract 5022, Plymouth County, Massachusetts"
"7069","315","6913","326","96","124","0","17","8","15","0","17","0","17","52","80","0","17","52","80","1400000US25023503101","Census Tract 5031.01, Plymouth County, Massachusetts"
"7390","314","7104","384","47","49","0","17","47","63","0","17","128","157","64","79","0","17","64","79","1400000US25023503102","Census Tract 5031.02, Plymouth County, Massachusetts"
"5646","219","5354","262","30","36","0","17","137","86","8","13","75","101","42","53","0","17","42","53","1400000US25023504101","Census Tract 5041.01, Plymouth County, Massachusetts"
"5408","219","5277","229","0","17","0","17","70","62","0","17","23","33","38","38","7","12","31","31","1400000US25023504102","Census Tract 5041.02, Plymouth County, Massachusetts"
"6542","398","6100","565","117","159","0","17","31","36","0","17","207","251","87","111","0","17","87","111","1400000US25023505101","Census Tract 5051.01, Plymouth County, Massachusetts"
"5153","260","5069","261","7","11","0","17","19","29","0","17","0","17","58","58","0","17","58","58","1400000US25023505102","Census Tract 5051.02, Plymouth County, Massachusetts"
"7025","375","6794","416","0","17","0","17","0","17","0","17","133","137","98","92","73","90","25","35","1400000US25023505200","Census Tract 5052, Plymouth County, Massachusetts"
"6822","406","6612","400","74","107","0","17","87","70","0","17","0","17","49","60","0","17","49","60","1400000US25023506101","Census Tract 5061.01, Plymouth County, Massachusetts"
"5821","341","5691","355","16","24","0","17","45","53","0","17","0","17","69","113","69","113","0","17","1400000US25023506102","Census Tract 5061.02, Plymouth County, Massachusetts"
"2646","169","2567","166","0","12","0","12","8","13","7","12","17","21","47","36","23","29","24","22","1400000US25023506202","Census Tract 5062.02, Plymouth County, Massachusetts"
"5350","388","5267","416","0","17","0","17","0","17","0","17","23","37","60","54","39","45","21","31","1400000US25023506203","Census Tract 5062.03, Plymouth County, Massachusetts"
"5199","550","5081","535","61","81","0","17","0","17","0","17","0","17","57","61","0","17","57","61","1400000US25023506204","Census Tract 5062.04, Plymouth County, Massachusetts"
"5642","315","5248","357","91","113","0","17","197","128","0","17","0","17","106","95","0","17","106","95","1400000US25023507101","Census Tract 5071.01, Plymouth County, Massachusetts"
"4429","260","4346","265","0","12","12","18","60","83","0","12","10","20","1","5","1","5","0","12","1400000US25023507103","Census Tract 5071.03, Plymouth County, Massachusetts"
"5741","354","5627","355","30","50","0","17","46","50","0","17","0","17","38","35","8","12","30","32","1400000US25023507104","Census Tract 5071.04, Plymouth County, Massachusetts"
"6934","397","6371","470","66","102","0","17","61","51","0","17","120","191","316","298","0","17","316","298","1400000US25023508101","Census Tract 5081.01, Plymouth County, Massachusetts"
"5127","373","5005","374","25","30","0","17","44","38","0","17","19","22","34","55","34","55","0","17","1400000US25023508102","Census Tract 5081.02, Plymouth County, Massachusetts"
"6319","360","6043","415","27","43","0","17","125","106","0","17","39","61","85","77","0","17","85","77","1400000US25023508200","Census Tract 5082, Plymouth County, Massachusetts"
"7756","366","7399","423","8","10","0","17","48","44","0","17","36","46","265","227","0","17","265","227","1400000US25023509101","Census Tract 5091.01, Plymouth County, Massachusetts"
"5810","367","5733","375","2","5","0","17","0","17","0","17","57","62","18","28","0","17","18","28","1400000US25023509102","Census Tract 5091.02, Plymouth County, Massachusetts"
"4398","337","2371","227","1324","321","0","12","77","98","0","12","518","294","108","98","60","59","48","77","1400000US25023510100","Census Tract 5101, Plymouth County, Massachusetts"
"6368","457","3112","345","2284","552","0","17","164","211","0","17","406","291","402","304","402","304","0","17","1400000US25023510200","Census Tract 5102, Plymouth County, Massachusetts"
"4185","451","1176","354","2203","450","53","53","25","38","0","12","582","270","146","130","13","24","133","125","1400000US25023510300","Census Tract 5103, Plymouth County, Massachusetts"
"3585","387","717","198","1970","448","0","12","25","38","0","12","783","265","90","70","14","24","76","71","1400000US25023510400","Census Tract 5104, Plymouth County, Massachusetts"
"2988","439","1065","196","1229","398","25","32","92","75","0","12","482","275","95","79","70","75","25","31","1400000US25023510501","Census Tract 5105.01, Plymouth County, Massachusetts"
"5580","594","1822","248","3020","679","17","29","85","128","0","17","579","288","57","46","25","29","32","36","1400000US25023510502","Census Tract 5105.02, Plymouth County, Massachusetts"
"4740","570","1977","412","2064","421","48","69","210","169","0","12","150","143","291","158","59","70","232","141","1400000US25023510503","Census Tract 5105.03, Plymouth County, Massachusetts"
"3152","276","1778","279","906","260","0","12","75","88","0","12","176","139","217","137","73","68","144","107","1400000US25023510600","Census Tract 5106, Plymouth County, Massachusetts"
"6636","716","2366","536","3574","776","6","14","119","132","0","17","472","318","99","152","99","152","0","17","1400000US25023510700","Census Tract 5107, Plymouth County, Massachusetts"
"6986","977","1027","353","4281","726","0","17","72","89","0","17","1493","943","113","113","0","17","113","113","1400000US25023510800","Census Tract 5108, Plymouth County, Massachusetts"
"2393","387","790","352","1306","341","0","12","10","24","0","12","256","172","31","26","2","4","29","25","1400000US25023510900","Census Tract 5109, Plymouth County, Massachusetts"
"3036","379","820","286","1567","340","0","12","0","12","0","12","590","356","59","73","44","63","15","25","1400000US25023511000","Census Tract 5110, Plymouth County, Massachusetts"
"5214","516","2767","317","1284","478","89","149","244","180","0","17","620","265","210","240","59","103","151","220","1400000US25023511100","Census Tract 5111, Plymouth County, Massachusetts"
"4965","371","1748","311","2243","395","19","31","0","12","0","12","513","285","442","233","276","227","166","104","1400000US25023511200","Census Tract 5112, Plymouth County, Massachusetts"
"4948","564","1651","279","2093","503","157","183","72","73","0","12","534","263","441","213","259","195","182","150","1400000US25023511301","Census Tract 5113.01, Plymouth County, Massachusetts"
"3245","373","1213","257","1514","420","32","49","14","16","0","12","205","203","267","172","210","159","57","57","1400000US25023511302","Census Tract 5113.02, Plymouth County, Massachusetts"
"4299","563","979","356","2421","500","0","12","0","12","0","12","845","414","54","45","26","30","28","35","1400000US25023511400","Census Tract 5114, Plymouth County, Massachusetts"
"5048","462","783","271","3106","524","0","17","0","17","0","17","1102","405","57","44","22","26","35","34","1400000US25023511500","Census Tract 5115, Plymouth County, Massachusetts"
"6878","803","2356","508","3178","884","0","17","354","243","0","17","888","557","102","95","55","73","47","52","1400000US25023511600","Census Tract 5116, Plymouth County, Massachusetts"
"4397","270","2288","256","1306","268","0","12","232","115","0","12","532","325","39","52","6","10","33","52","1400000US25023511701","Census Tract 5117.01, Plymouth County, Massachusetts"
"2553","264","1721","245","709","271","0","12","52","79","0","12","26","27","45","30","23","25","22","16","1400000US25023511702","Census Tract 5117.02, Plymouth County, Massachusetts"
"6922","378","6243","427","103","105","0","17","225","186","0","17","78","78","273","186","16","25","257","185","1400000US25023520100","Census Tract 5201, Plymouth County, Massachusetts"
"4013","267","3513","284","97","109","0","12","171","121","0","12","113","159","119","90","0","12","119","90","1400000US25023520201","Census Tract 5202.01, Plymouth County, Massachusetts"
"5501","393","5100","466","131","90","0","17","203","160","0","17","0","17","67","67","19","30","48","56","1400000US25023520202","Census Tract 5202.02, Plymouth County, Massachusetts"
"4554","287","4235","255","113","111","0","12","73","80","0","12","11","18","122","100","0","12","122","100","1400000US25023521101","Census Tract 5211.01, Plymouth County, Massachusetts"
"3554","245","3151","247","58","66","0","12","0","12","0","12","154","135","191","176","93","103","98","151","1400000US25023521102","Census Tract 5211.02, Plymouth County, Massachusetts"
"3226","226","3059","233","105","105","0","12","16","19","0","12","13","20","33","33","0","12","33","33","1400000US25023521201","Census Tract 5212.01, Plymouth County, Massachusetts"
"3722","203","3481","248","12","18","0","12","27","30","0","12","142","193","60","59","0","12","60","59","1400000US25023521202","Census Tract 5212.02, Plymouth County, Massachusetts"
"4716","224","4354","248","30","39","0","12","186","172","0","12","17","25","129","87","0","12","129","87","1400000US25023522101","Census Tract 5221.01, Plymouth County, Massachusetts"
"6061","222","5800","264","0","17","0","17","143","170","0","17","62","60","56","55","28","32","28","47","1400000US25023522102","Census Tract 5221.02, Plymouth County, Massachusetts"
"3431","229","3096","306","51","69","0","12","10","15","0","12","199","245","75","99","0","12","75","99","1400000US25023523100","Census Tract 5231, Plymouth County, Massachusetts"
"2950","250","2822","255","33","49","0","12","11","14","0","12","0","12","84","63","10","11","74","58","1400000US25023523201","Census Tract 5232.01, Plymouth County, Massachusetts"
"8085","343","7126","546","475","464","0","17","199","246","0","17","22","38","263","263","0","17","263","263","1400000US25023523202","Census Tract 5232.02, Plymouth County, Massachusetts"
"3182","184","3056","188","80","61","0","12","0","12","0","12","0","12","46","51","0","12","46","51","1400000US25023524101","Census Tract 5241.01, Plymouth County, Massachusetts"
"4016","182","3848","208","48","45","0","12","71","96","0","12","0","12","49","56","0","12","49","56","1400000US25023524102","Census Tract 5241.02, Plymouth County, Massachusetts"
"6586","601","5683","684","456","253","0","17","329","286","0","17","39","39","79","66","0","17","79","66","1400000US25023525101","Census Tract 5251.01, Plymouth County, Massachusetts"
"6538","441","6038","503","131","190","24","32","84","130","0","17","86","96","175","159","19","33","156","135","1400000US25023525104","Census Tract 5251.04, Plymouth County, Massachusetts"
"5566","493","4567","600","876","596","0","17","57","52","0","17","38","43","28","47","0","17","28","47","1400000US25023525203","Census Tract 5252.03, Plymouth County, Massachusetts"
"3926","293","3639","299","55","76","0","12","67","90","0","12","99","77","66","80","0","12","66","80","1400000US25023525204","Census Tract 5252.04, Plymouth County, Massachusetts"
"1610","382","951","223","359","125","37","37","2","4","0","12","177","62","84","63","0","12","84","63","1400000US25023525300","Census Tract 5253, Plymouth County, Massachusetts"
"7842","16","7543","210","182","178","7","14","28","42","0","17","51","72","31","39","0","17","31","39","1400000US25023526100","Census Tract 5261, Plymouth County, Massachusetts"
"4450","430","4045","408","48","54","39","44","35","47","0","12","169","231","114","94","0","12","114","94","1400000US25023530100","Census Tract 5301, Plymouth County, Massachusetts"
"4091","328","3674","358","230","147","0","12","0","12","0","12","125","111","62","74","20","38","42","41","1400000US25023530200","Census Tract 5302, Plymouth County, Massachusetts"
"3793","295","3411","346","114","105","0","12","12","23","0","12","111","135","145","128","0","12","145","128","1400000US25023530300","Census Tract 5303, Plymouth County, Massachusetts"
"5969","368","5454","480","71","100","16","27","96","148","0","17","15","23","317","250","0","17","317","250","1400000US25023530400","Census Tract 5304, Plymouth County, Massachusetts"
"5271","582","4974","571","125","102","0","17","47","72","0","17","71","97","54","87","54","87","0","17","1400000US25023530500","Census Tract 5305, Plymouth County, Massachusetts"
"6614","288","5827","290","422","134","9","15","79","90","0","17","141","51","136","119","9","17","127","114","1400000US25023530600","Census Tract 5306, Plymouth County, Massachusetts"
"5636","487","5465","463","44","70","0","17","127","126","0","17","0","17","0","17","0","17","0","17","1400000US25023530700","Census Tract 5307, Plymouth County, Massachusetts"
"6351","511","6251","526","2","4","0","17","98","115","0","17","0","17","0","17","0","17","0","17","1400000US25023530801","Census Tract 5308.01, Plymouth County, Massachusetts"
"4623","333","4202","312","2","3","0","12","81","67","0","12","81","76","257","160","85","85","172","145","1400000US25023530802","Census Tract 5308.02, Plymouth County, Massachusetts"
"8811","669","8386","696","18","29","0","17","214","271","0","17","71","113","122","100","27","42","95","93","1400000US25023530901","Census Tract 5309.01, Plymouth County, Massachusetts"
"4415","331","4121","311","67","58","0","12","106","52","0","12","24","38","97","65","0","12","97","65","1400000US25023530902","Census Tract 5309.02, Plymouth County, Massachusetts"
"4115","192","3679","264","202","266","0","12","19","29","0","12","55","54","160","110","31","36","129","100","1400000US25023540101","Census Tract 5401.01, Plymouth County, Massachusetts"
"2646","135","2612","134","4","7","9","12","13","23","0","12","0","12","8","13","0","12","8","13","1400000US25023540102","Census Tract 5401.02, Plymouth County, Massachusetts"
"4611","195","4454","220","27","24","0","12","56","64","0","12","1","2","73","70","0","12","73","70","1400000US25023540103","Census Tract 5401.03, Plymouth County, Massachusetts"
"5580","18","5433","90","35","32","0","17","48","52","0","17","54","50","10","15","10","15","0","17","1400000US25023541100","Census Tract 5411, Plymouth County, Massachusetts"
"8094","400","7845","454","36","57","16","26","150","145","20","34","27","43","0","17","0","17","0","17","1400000US25023542101","Census Tract 5421.01, Plymouth County, Massachusetts"
"2613","191","2402","227","70","59","0","12","4","8","0","12","26","51","111","84","41","38","70","77","1400000US25023542102","Census Tract 5421.02, Plymouth County, Massachusetts"
"6800","314","6364","407","170","144","0","17","79","101","0","17","5","11","182","187","0","17","182","187","1400000US25023542200","Census Tract 5422, Plymouth County, Massachusetts"
"7343","445","6939","507","152","141","0","17","0","17","0","17","102","103","150","124","23","37","127","119","1400000US25023542300","Census Tract 5423, Plymouth County, Massachusetts"
"2954","28","2838","95","83","86","0","12","5","8","0","12","20","22","8","13","0","12","8","13","1400000US25023543100","Census Tract 5431, Plymouth County, Massachusetts"
"5855","299","5411","392","22","23","23","36","95","58","0","17","170","237","134","163","0","17","134","163","1400000US25023544100","Census Tract 5441, Plymouth County, Massachusetts"
"5865","297","5669","265","42","67","0","17","50","57","0","17","12","19","92","100","0","17","92","100","1400000US25023544200","Census Tract 5442, Plymouth County, Massachusetts"
"6799","448","6148","436","179","150","0","17","24","30","0","17","220","147","228","82","57","44","171","96","1400000US25023545100","Census Tract 5451, Plymouth County, Massachusetts"
"6248","443","4854","463","152","113","144","196","86","86","0","17","585","444","427","257","272","207","155","137","1400000US25023545200","Census Tract 5452, Plymouth County, Massachusetts"
"4003","397","3674","389","110","95","0","12","13","20","0","12","206","200","0","12","0","12","0","12","1400000US25023545300","Census Tract 5453, Plymouth County, Massachusetts"
"5591","580","4726","561","165","199","0","17","24","39","0","17","175","203","501","407","0","17","501","407","1400000US25023545400","Census Tract 5454, Plymouth County, Massachusetts"
"6336","18","6171","116","0","17","0","17","0","17","0","17","73","65","92","96","1","2","91","96","1400000US25023560100","Census Tract 5601, Plymouth County, Massachusetts"
"5132","27","4527","226","74","83","0","17","84","65","0","17","257","189","190","95","42","36","148","82","1400000US25023561100","Census Tract 5611, Plymouth County, Massachusetts"
"3210","343","2418","293","483","139","8","17","53","46","15","21","100","60","133","84","23","33","110","67","1400000US25023561200","Census Tract 5612, Plymouth County, Massachusetts"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1400000US25023990003","Census Tract 9900.03, Plymouth County, Massachusetts"
"5884","405","3535","386","451","260","0","17","1247","363","0","17","527","355","124","80","9","13","115","79","1400000US25025000100","Census Tract 1, Suffolk County, Massachusetts"
"4125","253","3172","305","187","172","0","12","355","131","0","12","201","125","210","177","21","24","189","175","1400000US25025000201","Census Tract 2.01, Suffolk County, Massachusetts"
"4461","377","3152","436","261","188","0","12","458","148","0","12","402","264","188","216","3","7","185","213","1400000US25025000202","Census Tract 2.02, Suffolk County, Massachusetts"
"3074","239","2212","271","291","175","0","12","266","142","0","12","238","154","67","44","0","12","67","44","1400000US25025000301","Census Tract 3.01, Suffolk County, Massachusetts"
"3447","386","2360","331","295","279","0","12","553","213","47","53","152","110","40","47","10","14","30","45","1400000US25025000302","Census Tract 3.02, Suffolk County, Massachusetts"
"5696","394","4286","465","199","194","0","17","962","274","0","17","97","93","152","101","0","17","152","101","1400000US25025000401","Census Tract 4.01, Suffolk County, Massachusetts"
"3700","360","2835","306","64","52","0","12","473","102","0","12","153","146","175","83","32","29","143","77","1400000US25025000402","Census Tract 4.02, Suffolk County, Massachusetts"
"5540","469","4490","380","136","90","11","17","634","177","0","17","165","106","104","63","28","23","76","55","1400000US25025000502","Census Tract 5.02, Suffolk County, Massachusetts"
"2087","185","1580","168","54","45","18","30","279","106","0","12","43","42","113","73","0","12","113","73","1400000US25025000503","Census Tract 5.03, Suffolk County, Massachusetts"
"4959","458","3673","527","147","115","62","87","885","424","0","12","57","64","135","117","0","12","135","117","1400000US25025000504","Census Tract 5.04, Suffolk County, Massachusetts"
"3798","300","2728","370","147","86","0","12","558","160","0","12","276","307","89","76","38","44","51","61","1400000US25025000601","Census Tract 6.01, Suffolk County, Massachusetts"
