"B25034_001E","B25034_001M","B25034_002E","B25034_002M","B25034_003E","B25034_003M","B25034_004E","B25034_004M","B25034_005E","B25034_005M","B25034_006E","B25034_006M","B25034_007E","B25034_007M","B25034_008E","B25034_008M","B25034_009E","B25034_009M","B25034_010E","B25034_010M","B25034_011E","B25034_011M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Built 2014 or later","Margin of Error!!Total:!!Built 2014 or later","Estimate!!Total:!!Built 2010 to 2013","Margin of Error!!Total:!!Built 2010 to 2013","Estimate!!Total:!!Built 2000 to 2009","Margin of Error!!Total:!!Built 2000 to 2009","Estimate!!Total:!!Built 1990 to 1999","Margin of Error!!Total:!!Built 1990 to 1999","Estimate!!Total:!!Built 1980 to 1989","Margin of Error!!Total:!!Built 1980 to 1989","Estimate!!Total:!!Built 1970 to 1979","Margin of Error!!Total:!!Built 1970 to 1979","Estimate!!Total:!!Built 1960 to 1969","Margin of Error!!Total:!!Built 1960 to 1969","Estimate!!Total:!!Built 1950 to 1959","Margin of Error!!Total:!!Built 1950 to 1959","Estimate!!Total:!!Built 1940 to 1949","Margin of Error!!Total:!!Built 1940 to 1949","Estimate!!Total:!!Built 1939 or earlier","Margin of Error!!Total:!!Built 1939 or earlier","id","Geographic Area Name"
"1724","124","10","16","11","17","18","21","127","76","53","55","146","52","89","57","246","74","55","29","969","131","1400000US25009201100","Census Tract 2011, Essex County, Massachusetts"
"903","39","20","18","0","12","45","47","9","13","35","22","29","19","57","23","66","34","66","28","576","62","1400000US25009202101","Census Tract 2021.01, Essex County, Massachusetts"
"2767","114","144","76","0","17","20","30","120","81","259","99","516","134","102","59","185","102","101","58","1320","232","1400000US25009202102","Census Tract 2021.02, Essex County, Massachusetts"
"2403","121","11","18","88","73","40","45","76","56","157","75","84","61","208","120","422","115","127","75","1190","186","1400000US25009202200","Census Tract 2022, Essex County, Massachusetts"
"2588","88","0","17","26","38","107","84","96","72","89","93","63","50","213","105","442","116","401","121","1151","176","1400000US25009203100","Census Tract 2031, Essex County, Massachusetts"
"1929","81","8","12","35","33","83","56","68","37","99","50","141","53","174","70","280","68","173","62","868","114","1400000US25009203200","Census Tract 2032, Essex County, Massachusetts"
"1955","90","0","12","0","12","33","36","31","22","82","51","208","66","324","93","201","70","69","41","1007","132","1400000US25009203301","Census Tract 2033.01, Essex County, Massachusetts"
"2244","84","51","67","18","31","68","53","93","55","164","87","228","130","85","50","272","90","97","71","1168","214","1400000US25009203302","Census Tract 2033.02, Essex County, Massachusetts"
"1977","91","13","19","14","17","22","24","10","16","45","35","134","57","78","43","215","66","152","76","1294","141","1400000US25009204101","Census Tract 2041.01, Essex County, Massachusetts"
"1956","92","0","17","0","17","58","35","79","37","551","109","373","127","113","49","279","84","157","58","346","111","1400000US25009204102","Census Tract 2041.02, Essex County, Massachusetts"
"2553","97","0","12","13","23","28","36","15","24","139","93","125","59","124","84","77","61","34","50","1998","149","1400000US25009204200","Census Tract 2042, Essex County, Massachusetts"
"1954","95","0","12","16","19","126","90","5","9","105","50","87","44","41","31","38","31","141","76","1395","151","1400000US25009204300","Census Tract 2043, Essex County, Massachusetts"
"1814","81","8","13","12","14","15","15","25","31","47","34","46","45","33","40","83","59","91","50","1454","126","1400000US25009204400","Census Tract 2044, Essex County, Massachusetts"
"1831","89","0","12","38","52","58","30","145","71","138","66","77","47","15","17","89","62","103","70","1168","133","1400000US25009204500","Census Tract 2045, Essex County, Massachusetts"
"2256","101","0","12","0","12","38","42","28","43","96","63","47","54","40","39","189","109","232","127","1586","183","1400000US25009204600","Census Tract 2046, Essex County, Massachusetts"
"2772","126","35","40","47","53","335","147","356","105","676","182","599","213","191","92","213","109","58","46","262","128","1400000US25009204701","Census Tract 2047.01, Essex County, Massachusetts"
"2518","98","0","17","23","35","78","83","88","64","45","47","509","152","431","149","271","127","41","42","1032","159","1400000US25009204702","Census Tract 2047.02, Essex County, Massachusetts"
"1947","98","0","17","41","64","14","24","151","95","173","96","66","70","363","136","154","73","125","73","860","199","1400000US25009205100","Census Tract 2051, Essex County, Massachusetts"
"2048","99","0","17","0","17","0","17","118","136","107","84","55","53","114","106","119","104","115","64","1420","192","1400000US25009205200","Census Tract 2052, Essex County, Massachusetts"
"1547","43","10","15","7","13","19","22","8","14","43","28","55","34","194","73","387","101","207","87","617","130","1400000US25009205300","Census Tract 2053, Essex County, Massachusetts"
"1688","51","0","12","52","47","327","82","100","38","219","74","85","44","148","54","320","87","239","89","198","66","1400000US25009205400","Census Tract 2054, Essex County, Massachusetts"
"1672","64","0","17","0","17","18","26","46","36","111","70","166","104","87","62","63","39","142","78","1039","170","1400000US25009205500","Census Tract 2055, Essex County, Massachusetts"
"1422","70","0","12","58","65","58","42","43","33","171","70","157","51","201","70","232","95","115","57","387","107","1400000US25009205600","Census Tract 2056, Essex County, Massachusetts"
"1617","76","0","12","0","12","69","50","10","15","19","18","43","31","48","33","202","83","235","91","991","136","1400000US25009205700","Census Tract 2057, Essex County, Massachusetts"
"1141","51","32","39","12","14","55","31","57","48","26","17","9","15","101","61","56","43","24","20","769","96","1400000US25009205800","Census Tract 2058, Essex County, Massachusetts"
"1402","59","0","12","16","19","61","36","73","43","12","17","39","33","35","31","96","46","14","16","1056","104","1400000US25009205900","Census Tract 2059, Essex County, Massachusetts"
"1096","64","0","12","0","12","78","61","102","68","46","50","70","63","28","34","82","65","28","34","662","126","1400000US25009206000","Census Tract 2060, Essex County, Massachusetts"
"1495","68","0","12","6","11","38","37","72","57","63","49","284","101","122","71","31","33","26","23","853","150","1400000US25009206100","Census Tract 2061, Essex County, Massachusetts"
"1720","87","0","17","0","17","17","20","101","70","74","55","113","68","15","23","20","22","97","69","1283","130","1400000US25009206200","Census Tract 2062, Essex County, Massachusetts"
"1317","63","6","14","18","29","26","33","25","40","96","67","146","92","123","71","34","26","81","54","762","143","1400000US25009206300","Census Tract 2063, Essex County, Massachusetts"
"1870","73","11","18","0","17","20","31","14","23","82","52","93","65","83","55","110","54","148","66","1309","126","1400000US25009206400","Census Tract 2064, Essex County, Massachusetts"
"1122","81","14","22","0","12","0","12","66","51","89","69","85","59","59","63","70","48","65","55","674","124","1400000US25009206500","Census Tract 2065, Essex County, Massachusetts"
"1920","56","13","11","22","19","41","42","17","21","54","51","141","67","52","35","186","98","85","45","1309","143","1400000US25009206600","Census Tract 2066, Essex County, Massachusetts"
"1912","69","0","12","0","12","9","13","0","12","92","59","56","42","268","98","72","39","131","75","1284","139","1400000US25009206700","Census Tract 2067, Essex County, Massachusetts"
"1649","63","17","28","0","12","12","19","11","16","19","29","0","12","83","69","115","73","93","68","1299","135","1400000US25009206800","Census Tract 2068, Essex County, Massachusetts"
"2213","67","0","12","0","12","33","43","0","12","378","135","434","131","124","70","92","79","78","67","1074","197","1400000US25009206900","Census Tract 2069, Essex County, Massachusetts"
"1000","59","0","12","0","12","8","14","0","12","306","129","144","88","134","75","34","32","0","12","374","116","1400000US25009207000","Census Tract 2070, Essex County, Massachusetts"
"1144","53","0","12","0","12","7","9","24","31","44","31","46","39","21","21","56","35","56","42","890","94","1400000US25009207100","Census Tract 2071, Essex County, Massachusetts"
"1047","66","8","15","0","12","34","52","22","24","137","79","149","58","79","49","8","12","6","10","604","96","1400000US25009207200","Census Tract 2072, Essex County, Massachusetts"
"2075","75","12","19","0","12","0","12","36","36","131","86","188","102","102","53","209","77","158","87","1239","141","1400000US25009208101","Census Tract 2081.01, Essex County, Massachusetts"
"1302","62","41","38","0","12","20","22","16","19","123","73","141","81","124","63","233","87","85","50","519","129","1400000US25009208102","Census Tract 2081.02, Essex County, Massachusetts"
"2390","93","0","17","0","17","34","41","115","88","188","97","358","145","309","119","303","136","250","111","833","193","1400000US25009208200","Census Tract 2082, Essex County, Massachusetts"
"2970","125","0","17","19","29","212","133","244","105","503","178","320","147","606","288","382","125","238","99","446","148","1400000US25009208300","Census Tract 2083, Essex County, Massachusetts"
"2381","101","6","12","17","29","215","119","400","153","480","172","255","116","264","157","377","184","24","28","343","129","1400000US25009208400","Census Tract 2084, Essex County, Massachusetts"
"2642","111","47","53","20","32","499","216","128","71","129","77","290","134","472","159","623","185","171","95","263","99","1400000US25009209100","Census Tract 2091, Essex County, Massachusetts"
"2237","116","106","62","142","94","107","40","99","65","271","92","287","90","475","115","504","110","150","64","96","52","1400000US25009209200","Census Tract 2092, Essex County, Massachusetts"
"2486","66","8","14","0","17","125","88","237","95","193","94","348","112","1079","158","402","124","34","45","60","51","1400000US25009210100","Census Tract 2101, Essex County, Massachusetts"
"1928","56","0","17","0","17","58","54","138","53","321","59","78","41","885","98","326","78","46","39","76","46","1400000US25009210200","Census Tract 2102, Essex County, Massachusetts"
"4806","137","30","48","168","146","1453","282","516","199","585","225","410","153","693","221","694","212","211","192","46","56","1400000US25009210300","Census Tract 2103, Essex County, Massachusetts"
"2923","151","0","17","23","33","57","49","210","120","253","105","485","166","382","131","726","175","190","106","597","173","1400000US25009210400","Census Tract 2104, Essex County, Massachusetts"
"2512","75","52","61","13","23","93","50","461","151","278","89","191","123","193","92","570","152","232","87","429","141","1400000US25009210500","Census Tract 2105, Essex County, Massachusetts"
"1783","55","6","10","0","12","98","67","45","35","67","38","156","67","204","77","295","90","216","88","696","147","1400000US25009210600","Census Tract 2106, Essex County, Massachusetts"
"1825","86","0","12","0","12","115","65","73","50","77","53","106","55","143","59","134","80","61","40","1116","161","1400000US25009210700","Census Tract 2107, Essex County, Massachusetts"
"2497","85","40","59","0","12","416","111","160","119","278","128","94","71","122","68","93","70","84","55","1210","241","1400000US25009210800","Census Tract 2108, Essex County, Massachusetts"
"1778","63","0","12","8","11","53","55","187","79","84","61","85","39","99","56","377","92","144","71","741","121","1400000US25009210900","Census Tract 2109, Essex County, Massachusetts"
"1632","75","9","14","49","40","118","54","49","36","170","69","141","68","183","62","301","79","105","52","507","133","1400000US25009211100","Census Tract 2111, Essex County, Massachusetts"
"2781","105","0","17","0","17","39","25","80","46","264","108","337","116","294","120","444","163","119","80","1204","191","1400000US25009211200","Census Tract 2112, Essex County, Massachusetts"
"2487","115","0","17","0","17","247","109","215","81","185","91","225","128","707","197","432","135","238","138","238","130","1400000US25009211300","Census Tract 2113, Essex County, Massachusetts"
"1729","67","63","42","114","57","470","124","292","88","268","96","23","22","230","79","116","68","25","30","128","57","1400000US25009211401","Census Tract 2114.01, Essex County, Massachusetts"
"2499","100","0","17","9","15","151","99","182","114","383","120","217","110","332","114","695","115","24","27","506","145","1400000US25009211402","Census Tract 2114.02, Essex County, Massachusetts"
"3153","227","154","99","99","54","533","152","524","135","595","176","278","137","324","150","144","80","163","106","339","132","1400000US25009212100","Census Tract 2121, Essex County, Massachusetts"
"2867","119","0","17","0","17","210","101","530","145","609","166","464","149","490","154","242","98","47","48","275","110","1400000US25009213100","Census Tract 2131, Essex County, Massachusetts"
"2287","153","110","69","82","59","130","59","121","74","202","102","430","188","418","152","435","138","64","44","295","110","1400000US25009214100","Census Tract 2141, Essex County, Massachusetts"
"1737","103","13","21","59","50","112","66","126","47","182","52","276","89","232","69","334","83","77","41","326","100","1400000US25009215101","Census Tract 2151.01, Essex County, Massachusetts"
"1218","70","0","12","29","37","18","19","60","39","72","51","95","62","88","58","288","89","58","33","510","96","1400000US25009215102","Census Tract 2151.02, Essex County, Massachusetts"
"1454","100","22","20","10","17","118","44","141","41","127","45","94","49","237","76","243","66","107","55","355","79","1400000US25009216100","Census Tract 2161, Essex County, Massachusetts"
"3152","109","23","26","125","58","100","81","148","94","599","144","408","129","226","103","818","158","162","84","543","176","1400000US25009217100","Census Tract 2171, Essex County, Massachusetts"
"1839","60","0","12","10","16","32","38","190","77","144","57","233","84","86","51","601","93","109","50","434","101","1400000US25009217201","Census Tract 2172.01, Essex County, Massachusetts"
"1488","54","15","23","8","13","12","19","51","37","63","44","137","73","190","98","271","91","187","81","554","102","1400000US25009217202","Census Tract 2172.02, Essex County, Massachusetts"
"2221","113","23","20","167","100","185","96","108","61","67","50","235","87","173","77","202","86","124","68","937","166","1400000US25009217300","Census Tract 2173, Essex County, Massachusetts"
"3016","121","80","88","40","58","14","22","26","29","403","162","316","137","103","78","71","53","94","73","1869","226","1400000US25009217400","Census Tract 2174, Essex County, Massachusetts"
"2751","120","18","29","123","98","88","76","99","80","35","40","48","45","194","127","391","107","137","70","1618","192","1400000US25009217500","Census Tract 2175, Essex County, Massachusetts"
"2749","131","31","26","21","33","53","50","399","133","313","119","277","102","391","151","380","118","52","38","832","175","1400000US25009217600","Census Tract 2176, Essex County, Massachusetts"
"2294","167","0","17","15","24","189","96","81","47","106","62","122","65","439","135","113","63","65","43","1164","190","1400000US25009218100","Census Tract 2181, Essex County, Massachusetts"
"2642","131","0","12","8","13","150","71","88","64","106","48","250","98","145","68","272","92","152","58","1471","151","1400000US25009220101","Census Tract 2201.01, Essex County, Massachusetts"
"1557","99","55","55","0","12","82","44","133","71","185","88","210","90","128","56","171","89","99","67","494","110","1400000US25009220102","Census Tract 2201.02, Essex County, Massachusetts"
"2201","72","14","19","0","12","164","78","292","112","135","86","137","73","190","98","100","58","74","38","1095","155","1400000US25009221100","Census Tract 2211, Essex County, Massachusetts"
"2548","115","11","21","59","60","112","91","143","74","353","124","127","79","96","68","218","137","60","46","1369","234","1400000US25009221300","Census Tract 2213, Essex County, Massachusetts"
"1548","92","0","12","43","40","49","57","99","71","95","67","62","43","150","82","90","54","16","17","944","167","1400000US25009221400","Census Tract 2214, Essex County, Massachusetts"
"1781","49","8","13","22","23","13","19","10","16","110","77","136","68","100","70","155","80","160","64","1067","121","1400000US25009221500","Census Tract 2215, Essex County, Massachusetts"
"1125","42","0","12","6","9","45","28","63","41","85","40","44","35","120","59","100","36","68","40","594","101","1400000US25009221600","Census Tract 2216, Essex County, Massachusetts"
"1383","60","0","12","0","12","47","46","67","44","16","25","34","31","98","58","126","65","23","21","972","114","1400000US25009221700","Census Tract 2217, Essex County, Massachusetts"
"754","27","19","14","0","12","44","31","59","28","69","38","54","33","116","49","159","48","45","20","189","37","1400000US25009221800","Census Tract 2218, Essex County, Massachusetts"
"1642","78","83","44","49","38","103","47","90","46","132","66","196","77","173","60","150","60","29","29","637","117","1400000US25009221901","Census Tract 2219.01, Essex County, Massachusetts"
"1896","103","35","38","54","31","202","74","208","99","176","75","193","73","178","80","318","108","113","60","419","127","1400000US25009221902","Census Tract 2219.02, Essex County, Massachusetts"
"1730","135","38","43","35","31","103","60","215","90","141","89","144","64","278","104","61","55","60","53","655","116","1400000US25009222100","Census Tract 2221, Essex County, Massachusetts"
"2026","103","77","61","112","56","80","36","258","88","180","71","199","87","80","42","354","89","173","69","513","124","1400000US25009223100","Census Tract 2231, Essex County, Massachusetts"
"1863","104","10","16","17","20","88","39","25","22","123","62","219","91","121","49","156","80","61","45","1043","125","1400000US25009223200","Census Tract 2232, Essex County, Massachusetts"
"2358","108","15","23","79","83","185","85","445","135","465","139","341","91","316","127","284","102","38","32","190","85","1400000US25009223300","Census Tract 2233, Essex County, Massachusetts"
"1502","70","0","12","47","39","89","49","27","30","211","84","33","30","152","64","143","65","7","11","793","128","1400000US25009250100","Census Tract 2501, Essex County, Massachusetts"
"1865","105","0","17","0","17","6","10","0","17","90","54","115","82","110","74","137","79","87","67","1320","147","1400000US25009250200","Census Tract 2502, Essex County, Massachusetts"
"767","27","0","12","39","37","12","19","19","22","56","33","44","37","58","45","4","6","73","40","462","76","1400000US25009250300","Census Tract 2503, Essex County, Massachusetts"
"1356","55","0","12","39","51","20","24","83","61","154","62","53","42","54","49","95","54","193","89","665","129","1400000US25009250400","Census Tract 2504, Essex County, Massachusetts"
"1176","62","0","12","0","12","96","69","0","12","18","28","58","48","59","53","38","37","111","63","796","111","1400000US25009250500","Census Tract 2505, Essex County, Massachusetts"
"1777","74","0","17","9","15","117","58","90","59","63","49","58","51","58","58","16","14","76","61","1290","132","1400000US25009250600","Census Tract 2506, Essex County, Massachusetts"
"1617","67","0","17","0","17","0","17","25","24","68","56","23","26","116","63","46","44","93","62","1246","119","1400000US25009250700","Census Tract 2507, Essex County, Massachusetts"
"2436","137","0","17","0","17","45","56","16","26","222","150","112","106","272","177","341","176","186","101","1242","259","1400000US25009250800","Census Tract 2508, Essex County, Massachusetts"
"776","45","0","12","5","8","32","25","91","40","163","58","49","29","52","31","0","12","64","40","320","74","1400000US25009250900","Census Tract 2509, Essex County, Massachusetts"
"550","44","0","12","0","12","32","18","60","33","29","24","70","47","15","25","13","13","47","40","284","59","1400000US25009251000","Census Tract 2510, Essex County, Massachusetts"
"1214","74","50","49","17","21","16","27","33","40","211","95","316","104","177","80","0","12","118","78","276","94","1400000US25009251100","Census Tract 2511, Essex County, Massachusetts"
"578","36","0","12","0","12","12","17","0","12","134","50","11","19","37","26","43","30","29","23","312","64","1400000US25009251200","Census Tract 2512, Essex County, Massachusetts"
"1259","55","0","12","0","12","145","70","7","11","134","74","165","81","0","12","85","62","82","65","641","128","1400000US25009251300","Census Tract 2513, Essex County, Massachusetts"
"1555","84","0","17","0","17","0","17","71","53","85","53","83","58","30","35","161","70","175","92","950","121","1400000US25009251400","Census Tract 2514, Essex County, Massachusetts"
"2255","96","0","17","0","17","0","17","157","83","293","136","172","90","205","131","56","58","464","184","908","175","1400000US25009251500","Census Tract 2515, Essex County, Massachusetts"
"2214","98","0","17","0","17","52","45","62","56","94","65","18","20","153","77","62","36","79","60","1694","147","1400000US25009251600","Census Tract 2516, Essex County, Massachusetts"
"1893","81","0","17","0","17","149","78","285","83","89","69","209","106","126","64","177","79","108","57","750","161","1400000US25009251700","Census Tract 2517, Essex County, Massachusetts"
"2891","125","0","17","0","17","201","111","10","16","354","186","487","162","346","158","658","192","375","154","460","171","1400000US25009251800","Census Tract 2518, Essex County, Massachusetts"
"1549","52","0","12","0","12","101","67","132","69","176","78","242","112","114","77","224","87","108","67","452","109","1400000US25009252101","Census Tract 2521.01, Essex County, Massachusetts"
"1603","46","47","33","185","69","97","41","190","81","212","75","123","67","207","65","162","79","50","41","330","104","1400000US25009252102","Census Tract 2521.02, Essex County, Massachusetts"
"1213","54","0","12","11","14","74","40","36","28","146","74","288","87","249","97","140","69","83","51","186","80","1400000US25009252201","Census Tract 2522.01, Essex County, Massachusetts"
"1096","48","11","18","37","32","90","40","197","66","125","57","156","61","183","59","98","66","73","55","126","64","1400000US25009252202","Census Tract 2522.02, Essex County, Massachusetts"
"2860","137","0","17","150","137","291","120","107","74","58","47","699","229","105","58","254","131","157","88","1039","230","1400000US25009252300","Census Tract 2523, Essex County, Massachusetts"
"1549","70","0","12","0","12","26","41","84","66","54","44","118","83","132","82","121","61","58","42","956","138","1400000US25009252400","Census Tract 2524, Essex County, Massachusetts"
"1459","65","0","12","0","12","84","60","83","70","152","84","15","17","214","77","321","96","93","53","497","110","1400000US25009252501","Census Tract 2525.01, Essex County, Massachusetts"
"1801","50","0","12","26","35","93","62","84","62","135","53","211","78","265","88","328","104","121","71","538","106","1400000US25009252502","Census Tract 2525.02, Essex County, Massachusetts"
"2803","125","0","17","75","46","338","151","706","186","568","158","421","161","280","123","170","88","100","67","145","73","1400000US25009252601","Census Tract 2526.01, Essex County, Massachusetts"
"1657","84","100","49","25","21","269","89","191","78","534","105","233","80","116","59","56","37","26","23","107","54","1400000US25009252602","Census Tract 2526.02, Essex County, Massachusetts"
"1110","39","10","15","44","34","96","49","165","77","264","89","90","48","165","77","112","43","33","29","131","56","1400000US25009252603","Census Tract 2526.03, Essex County, Massachusetts"
"2555","110","0","17","0","17","42","41","210","89","156","82","121","75","140","77","368","159","337","162","1181","201","1400000US25009253100","Census Tract 2531, Essex County, Massachusetts"
"1336","37","14","22","103","76","80","44","106","65","110","49","209","60","138","71","96","44","49","32","431","99","1400000US25009253201","Census Tract 2532.01, Essex County, Massachusetts"
"2771","76","0","17","0","17","187","99","112","72","630","197","818","220","555","170","277","140","69","47","123","74","1400000US25009253202","Census Tract 2532.02, Essex County, Massachusetts"
"1532","64","0","12","54","35","222","76","231","68","368","79","262","73","160","56","91","54","26","22","118","70","1400000US25009253203","Census Tract 2532.03, Essex County, Massachusetts"
"2172","79","162","85","158","73","542","124","450","82","252","72","283","80","161","76","85","50","0","17","79","43","1400000US25009253204","Census Tract 2532.04, Essex County, Massachusetts"
"1390","36","0","12","43","28","108","48","291","89","458","84","345","68","67","43","18","20","10","16","50","34","1400000US25009253205","Census Tract 2532.05, Essex County, Massachusetts"
"2767","103","46","39","46","33","349","103","228","130","100","62","175","93","536","149","356","113","104","59","827","175","1400000US25009254100","Census Tract 2541, Essex County, Massachusetts"
"1980","80","19","15","0","17","25","28","30","22","116","56","81","50","107","56","297","72","102","48","1203","112","1400000US25009254200","Census Tract 2542, Essex County, Massachusetts"
"1310","66","44","41","44","33","80","43","122","69","249","56","190","67","68","42","173","63","80","54","260","76","1400000US25009254301","Census Tract 2543.01, Essex County, Massachusetts"
"1692","71","9","14","16","20","119","55","102","47","207","70","313","71","444","123","215","59","29","26","238","71","1400000US25009254302","Census Tract 2543.02, Essex County, Massachusetts"
"1320","35","30","34","15","18","166","71","175","78","129","51","186","71","189","58","247","61","58","36","125","57","1400000US25009254401","Census Tract 2544.01, Essex County, Massachusetts"
"2632","106","113","77","165","86","166","78","382","134","765","163","447","153","278","115","118","103","99","66","99","69","1400000US25009254402","Census Tract 2544.02, Essex County, Massachusetts"
"1413","40","47","31","18","27","85","40","183","59","178","66","272","66","304","85","109","47","9","15","208","50","1400000US25009254403","Census Tract 2544.03, Essex County, Massachusetts"
"2648","108","10","18","0","17","362","176","58","62","210","153","167","129","84","71","74","69","179","148","1504","247","1400000US25009260100","Census Tract 2601, Essex County, Massachusetts"
"1605","94","0","12","0","12","29","32","8","13","27","32","288","77","109","54","66","43","120","69","958","131","1400000US25009260200","Census Tract 2602, Essex County, Massachusetts"
"1787","62","0","12","7","12","115","58","80","39","130","58","73","54","166","63","159","66","102","54","955","122","1400000US25009260301","Census Tract 2603.01, Essex County, Massachusetts"
"1145","65","52","46","35","40","66","60","276","70","102","45","117","62","134","54","66","38","30","22","267","83","1400000US25009260302","Census Tract 2603.02, Essex County, Massachusetts"
"1605","44","13","20","8","13","145","46","288","77","429","110","67","33","156","70","88","56","70","58","341","108","1400000US25009260401","Census Tract 2604.01, Essex County, Massachusetts"
"2497","79","27","45","55","56","363","163","498","117","775","186","231","119","76","53","142","92","59","50","271","124","1400000US25009260402","Census Tract 2604.02, Essex County, Massachusetts"
"1406","37","0","12","23","35","98","54","127","72","72","47","85","61","183","87","108","64","66","40","644","123","1400000US25009260500","Census Tract 2605, Essex County, Massachusetts"
"1418","70","0","12","0","12","146","67","51","40","96","73","4","7","168","97","110","61","103","63","740","137","1400000US25009260600","Census Tract 2606, Essex County, Massachusetts"
"1846","52","0","12","16","20","121","57","246","89","433","104","182","96","21","17","106","53","48","46","673","132","1400000US25009260700","Census Tract 2607, Essex County, Massachusetts"
"2025","81","9","14","8","14","32","39","73","62","97","55","76","47","101","64","152","78","97","71","1380","134","1400000US25009260800","Census Tract 2608, Essex County, Massachusetts"
"2149","62","9","20","5","15","35","42","121","86","632","161","272","104","107","57","242","107","43","41","683","179","1400000US25009260900","Census Tract 2609, Essex County, Massachusetts"
"1709","69","0","12","0","12","22","24","80","73","106","52","30","20","121","57","101","50","50","47","1199","143","1400000US25009261000","Census Tract 2610, Essex County, Massachusetts"
"1675","68","7","12","90","59","181","51","325","74","156","86","40","29","71","39","102","58","67","35","636","98","1400000US25009261101","Census Tract 2611.01, Essex County, Massachusetts"
"2126","55","4","10","0","17","85","73","171","91","732","144","580","150","179","102","153","110","0","17","222","127","1400000US25009261102","Census Tract 2611.02, Essex County, Massachusetts"
"2784","153","88","76","125","83","286","129","635","141","460","157","180","87","115","85","194","97","47","45","654","156","1400000US25009262100","Census Tract 2621, Essex County, Massachusetts"
"1788","81","55","43","71","56","129","51","256","82","345","91","217","70","210","75","91","48","23","19","391","119","1400000US25009263100","Census Tract 2631, Essex County, Massachusetts"
"2507","154","12","20","0","17","378","110","319","120","168","96","128","85","377","145","373","135","105","90","647","148","1400000US25009264100","Census Tract 2641, Essex County, Massachusetts"
"1573","63","13","21","59","42","142","50","109","48","57","32","382","96","207","75","186","63","57","44","361","88","1400000US25009265101","Census Tract 2651.01, Essex County, Massachusetts"
"1791","70","10","15","24","21","372","79","322","71","241","80","183","75","155","57","237","92","21","24","226","69","1400000US25009265102","Census Tract 2651.02, Essex County, Massachusetts"
"1840","68","84","49","53","44","239","73","309","83","231","76","281","111","106","60","171","73","38","30","328","89","1400000US25009266100","Census Tract 2661, Essex County, Massachusetts"
"2322","122","31","36","11","17","132","89","251","88","193","86","434","113","210","96","164","82","0","17","896","164","1400000US25009266200","Census Tract 2662, Essex County, Massachusetts"
"1813","58","17","16","0","12","215","89","69","55","183","65","269","73","108","72","67","46","98","61","787","120","1400000US25009266300","Census Tract 2663, Essex County, Massachusetts"
"1574","49","0","12","0","12","143","92","124","64","79","45","162","77","56","43","105","63","53","37","852","106","1400000US25009266400","Census Tract 2664, Essex County, Massachusetts"
"2924","132","168","64","58","41","539","139","233","97","253","99","365","138","266","103","216","87","184","90","642","177","1400000US25009267101","Census Tract 2671.01, Essex County, Massachusetts"
"2138","152","123","56","80","45","357","93","263","109","294","97","445","118","101","62","131","65","79","65","265","92","1400000US25009267102","Census Tract 2671.02, Essex County, Massachusetts"
"968","50","0","12","0","12","114","29","140","42","287","67","179","39","168","42","21","17","0","12","59","33","1400000US25009268100","Census Tract 2681, Essex County, Massachusetts"
"2943","151","14","24","31","38","244","102","296","125","222","123","378","173","233","90","402","122","126","77","997","218","1400000US25009268200","Census Tract 2682, Essex County, Massachusetts"
"2267","131","32","37","36","41","48","43","63","57","170","79","142","65","14","21","158","71","25","29","1579","195","1400000US25009268300","Census Tract 2683, Essex County, Massachusetts"
"2477","100","0","12","109","111","58","60","100","71","175","132","58","56","140","104","27","30","126","80","1684","219","1400000US25009268400","Census Tract 2684, Essex County, Massachusetts"
"2954","239","41","39","0","17","337","138","335","121","386","158","378","148","321","142","410","149","86","57","660","212","1400000US25009269100","Census Tract 2691, Essex County, Massachusetts"
"2361","128","12","20","87","66","305","139","447","114","274","98","344","120","168","88","217","104","20","31","487","120","1400000US25009270100","Census Tract 2701, Essex County, Massachusetts"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1400000US25009990100","Census Tract 9901, Essex County, Massachusetts"
"1246","63","15","14","5","8","156","47","143","50","194","57","66","28","156","53","174","54","75","35","262","53","1400000US25017300100","Census Tract 3001, Middlesex County, Massachusetts"
"1734","85","78","60","106","73","139","67","148","54","135","48","352","118","122","78","179","87","95","49","380","113","1400000US25017301101","Census Tract 3011.01, Middlesex County, Massachusetts"
"1952","78","19","20","11","17","103","74","230","63","290","88","649","101","162","79","138","53","130","77","220","82","1400000US25017301102","Census Tract 3011.02, Middlesex County, Massachusetts"
"3146","129","14","22","14","22","118","96","134","102","105","78","323","134","163","108","104","91","143","94","2028","256","1400000US25017310100","Census Tract 3101, Middlesex County, Massachusetts"
"2235","115","0","17","18","28","56","63","125","107","120","104","195","152","242","125","55","61","235","129","1189","232","1400000US25017310200","Census Tract 3102, Middlesex County, Massachusetts"
"2383","99","0","17","49","57","45","58","25","34","271","120","303","159","468","166","217","113","52","62","953","205","1400000US25017310300","Census Tract 3103, Middlesex County, Massachusetts"
"1249","53","0","12","20","34","77","55","6","10","94","41","33","32","78","51","56","41","18","22","867","126","1400000US25017310400","Census Tract 3104, Middlesex County, Massachusetts"
"1264","52","0","12","0","12","27","22","78","50","134","78","70","37","176","72","50","54","49","53","680","113","1400000US25017310500","Census Tract 3105, Middlesex County, Massachusetts"
