"B25034_001E","B25034_001M","B25034_002E","B25034_002M","B25034_003E","B25034_003M","B25034_004E","B25034_004M","B25034_005E","B25034_005M","B25034_006E","B25034_006M","B25034_007E","B25034_007M","B25034_008E","B25034_008M","B25034_009E","B25034_009M","B25034_010E","B25034_010M","B25034_011E","B25034_011M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Built 2014 or later","Margin of Error!!Total:!!Built 2014 or later","Estimate!!Total:!!Built 2010 to 2013","Margin of Error!!Total:!!Built 2010 to 2013","Estimate!!Total:!!Built 2000 to 2009","Margin of Error!!Total:!!Built 2000 to 2009","Estimate!!Total:!!Built 1990 to 1999","Margin of Error!!Total:!!Built 1990 to 1999","Estimate!!Total:!!Built 1980 to 1989","Margin of Error!!Total:!!Built 1980 to 1989","Estimate!!Total:!!Built 1970 to 1979","Margin of Error!!Total:!!Built 1970 to 1979","Estimate!!Total:!!Built 1960 to 1969","Margin of Error!!Total:!!Built 1960 to 1969","Estimate!!Total:!!Built 1950 to 1959","Margin of Error!!Total:!!Built 1950 to 1959","Estimate!!Total:!!Built 1940 to 1949","Margin of Error!!Total:!!Built 1940 to 1949","Estimate!!Total:!!Built 1939 or earlier","Margin of Error!!Total:!!Built 1939 or earlier","id","Geographic Area Name"
"1312","54","36","28","101","37","84","42","40","30","43","31","40","27","35","27","114","53","173","50","646","93","1400000US25021404201","Census Tract 4042.01, Norfolk County, Massachusetts"
"1233","64","41","51","0","17","114","43","32","26","37","30","127","69","83","38","109","50","145","76","545","98","1400000US25021404202","Census Tract 4042.02, Norfolk County, Massachusetts"
"1795","72","130","72","60","34","182","57","109","50","35","25","27","22","272","72","476","90","132","54","372","81","1400000US25021404301","Census Tract 4043.01, Norfolk County, Massachusetts"
"1384","50","32","28","33","26","67","39","75","59","63","35","160","80","88","49","211","66","70","35","585","104","1400000US25021404302","Census Tract 4043.02, Norfolk County, Massachusetts"
"1775","57","100","52","52","36","49","32","51","34","79","37","322","88","258","91","258","101","71","37","535","95","1400000US25021404400","Census Tract 4044, Norfolk County, Massachusetts"
"2128","103","82","58","64","45","123","50","226","69","225","74","196","71","542","118","286","87","120","49","264","78","1400000US25021405100","Census Tract 4051, Norfolk County, Massachusetts"
"2129","88","130","56","28","25","94","46","306","77","202","69","281","74","610","98","179","68","27","24","272","76","1400000US25021406101","Census Tract 4061.01, Norfolk County, Massachusetts"
"2225","102","10","17","0","17","113","53","341","118","402","111","368","123","541","148","226","115","48","36","176","83","1400000US25021406102","Census Tract 4061.02, Norfolk County, Massachusetts"
"3344","178","29","32","139","99","224","141","378","130","637","182","667","153","278","120","345","106","57","69","590","171","1400000US25021407100","Census Tract 4071, Norfolk County, Massachusetts"
"2929","101","73","46","0","17","264","135","650","160","458","138","412","123","351","106","383","155","0","17","338","149","1400000US25021408101","Census Tract 4081.01, Norfolk County, Massachusetts"
"2017","80","7","10","12","18","112","48","347","91","234","75","161","55","125","61","176","60","55","35","788","144","1400000US25021408102","Census Tract 4081.02, Norfolk County, Massachusetts"
"1410","87","40","34","28","29","53","33","165","51","226","64","255","75","244","57","266","84","24","19","109","59","1400000US25021409101","Census Tract 4091.01, Norfolk County, Massachusetts"
"1927","98","73","43","97","35","184","62","369","73","601","114","296","66","89","53","91","51","46","29","81","66","1400000US25021409102","Census Tract 4091.02, Norfolk County, Massachusetts"
"2531","131","47","40","60","49","113","81","338","108","230","91","405","136","200","69","322","117","116","71","700","158","1400000US25021410100","Census Tract 4101, Norfolk County, Massachusetts"
"1875","95","67","47","49","28","408","96","456","91","169","62","69","51","268","84","174","48","71","44","144","55","1400000US25021410300","Census Tract 4103, Norfolk County, Massachusetts"
"2469","129","0","17","9","16","181","107","223","85","447","131","414","145","250","107","517","124","138","70","290","118","1400000US25021410400","Census Tract 4104, Norfolk County, Massachusetts"
"3057","129","0","17","134","101","353","143","180","71","295","90","448","151","252","92","604","140","262","133","529","142","1400000US25021411100","Census Tract 4111, Norfolk County, Massachusetts"
"2567","102","0","17","119","65","327","109","289","101","159","85","146","106","421","203","378","143","126","90","602","186","1400000US25021411200","Census Tract 4112, Norfolk County, Massachusetts"
"2065","105","20","32","72","57","156","85","331","126","426","125","297","93","343","139","194","93","77","56","149","82","1400000US25021411301","Census Tract 4113.01, Norfolk County, Massachusetts"
"1360","60","0","12","0","12","111","40","349","74","261","78","124","64","192","61","190","60","31","28","102","43","1400000US25021411302","Census Tract 4113.02, Norfolk County, Massachusetts"
"2436","93","77","64","0","17","188","88","209","71","231","89","253","115","425","111","435","124","147","77","471","151","1400000US25021412100","Census Tract 4121, Norfolk County, Massachusetts"
"1545","82","43","33","14","16","46","33","441","117","226","85","81","46","176","71","330","75","64","35","124","54","1400000US25021412200","Census Tract 4122, Norfolk County, Massachusetts"
"1996","73","251","77","31","33","57","35","68","40","162","83","189","73","469","117","372","93","117","49","280","78","1400000US25021412300","Census Tract 4123, Norfolk County, Massachusetts"
"2343","91","0","17","0","17","36","42","107","50","187","103","360","147","461","139","848","177","73","53","271","141","1400000US25021413100","Census Tract 4131, Norfolk County, Massachusetts"
"2956","95","85","47","13","21","295","122","140","114","192","80","226","83","475","133","627","193","220","124","683","161","1400000US25021413200","Census Tract 4132, Norfolk County, Massachusetts"
"1982","83","20","31","61","27","44","41","41","33","19","23","212","78","507","85","490","114","103","59","485","99","1400000US25021413300","Census Tract 4133, Norfolk County, Massachusetts"
"1501","79","0","12","0","12","48","32","53","31","69","55","131","65","51","28","181","66","102","52","866","110","1400000US25021413401","Census Tract 4134.01, Norfolk County, Massachusetts"
"1962","76","38","26","0","12","72","47","232","90","364","115","238","74","482","112","300","93","46","30","190","68","1400000US25021413402","Census Tract 4134.02, Norfolk County, Massachusetts"
"1858","76","16","22","12","18","101","67","120","47","200","92","232","87","157","68","169","68","188","71","663","125","1400000US25021413500","Census Tract 4135, Norfolk County, Massachusetts"
"2199","61","21","23","0","17","372","103","443","111","249","101","194","76","126","66","410","120","226","144","158","99","1400000US25021414100","Census Tract 4141, Norfolk County, Massachusetts"
"2444","69","16","26","42","48","23","37","181","83","714","149","399","121","477","132","444","104","30","34","118","68","1400000US25021414200","Census Tract 4142, Norfolk County, Massachusetts"
"2023","71","0","17","23","25","64","47","104","59","154","79","323","87","276","89","238","64","79","57","762","96","1400000US25021414300","Census Tract 4143, Norfolk County, Massachusetts"
"1777","63","19","16","22","20","108","45","273","72","290","72","225","91","159","67","284","75","55","38","342","93","1400000US25021415101","Census Tract 4151.01, Norfolk County, Massachusetts"
"3472","144","64","101","69","82","226","132","395","152","401","116","598","198","338","144","541","164","16","26","824","238","1400000US25021415102","Census Tract 4151.02, Norfolk County, Massachusetts"
"2684","102","140","91","98","82","167","108","503","129","456","197","168","94","395","139","483","149","93","91","181","117","1400000US25021415200","Census Tract 4152, Norfolk County, Massachusetts"
"1489","63","37","31","47","39","127","76","130","51","159","72","41","38","229","80","465","98","80","63","174","64","1400000US25021415300","Census Tract 4153, Norfolk County, Massachusetts"
"2065","140","16","25","0","17","59","44","168","103","217","91","191","75","212","109","536","178","71","58","595","144","1400000US25021416101","Census Tract 4161.01, Norfolk County, Massachusetts"
"951","52","15","22","6","10","238","57","79","38","64","28","5","7","151","58","81","38","44","23","268","57","1400000US25021416102","Census Tract 4161.02, Norfolk County, Massachusetts"
"2335","92","0","17","0","17","51","61","116","90","97","63","101","77","161","98","411","140","240","80","1158","183","1400000US25021416200","Census Tract 4162, Norfolk County, Massachusetts"
"1830","71","0","12","24","22","18","27","21","25","91","72","111","73","76","54","181","83","164","82","1144","128","1400000US25021416300","Census Tract 4163, Norfolk County, Massachusetts"
"2135","88","18","29","5","13","109","70","68","71","0","17","41","44","72","58","302","103","262","108","1258","157","1400000US25021416400","Census Tract 4164, Norfolk County, Massachusetts"
"1682","65","0","12","0","12","22","25","9","15","172","101","179","87","33","31","36","28","104","59","1127","150","1400000US25021417100","Census Tract 4171, Norfolk County, Massachusetts"
"3424","90","45","50","24","39","496","164","82","59","130","91","315","106","132","84","547","189","188","80","1465","268","1400000US25021417200","Census Tract 4172, Norfolk County, Massachusetts"
"1815","70","66","27","10","16","411","95","241","77","896","120","65","49","11","17","17","20","98","70","0","12","1400000US25021417300","Census Tract 4173, Norfolk County, Massachusetts"
"1130","32","10","16","0","12","17","20","0","12","77","74","10","17","136","82","318","93","256","86","306","71","1400000US25021417400","Census Tract 4174, Norfolk County, Massachusetts"
"2098","55","0","17","0","17","0","17","0","17","76","77","352","125","155","110","41","38","382","150","1092","179","1400000US25021417501","Census Tract 4175.01, Norfolk County, Massachusetts"
"2066","48","11","19","0","12","113","49","107","85","129","52","172","76","127","60","138","71","196","84","1073","134","1400000US25021417502","Census Tract 4175.02, Norfolk County, Massachusetts"
"2085","46","0","12","0","12","0","12","48","54","279","94","259","110","29","35","127","88","91","63","1252","150","1400000US25021417601","Census Tract 4176.01, Norfolk County, Massachusetts"
"2407","55","24","40","0","12","35","40","39","40","185","117","307","132","285","138","284","138","258","96","990","188","1400000US25021417602","Census Tract 4176.02, Norfolk County, Massachusetts"
"3394","122","315","116","152","106","274","93","281","153","463","170","536","169","270","144","95","54","189","141","819","195","1400000US25021417701","Census Tract 4177.01, Norfolk County, Massachusetts"
"1097","42","0","12","0","12","27","27","61","48","258","70","50","39","43","34","65","51","109","56","484","99","1400000US25021417702","Census Tract 4177.02, Norfolk County, Massachusetts"
"2269","120","0","12","23","36","185","101","135","92","152","96","203","123","126","75","206","124","171","118","1068","190","1400000US25021417801","Census Tract 4178.01, Norfolk County, Massachusetts"
"1324","35","0","12","0","12","0","12","81","52","53","50","280","104","57","44","387","112","194","80","272","101","1400000US25021417802","Census Tract 4178.02, Norfolk County, Massachusetts"
"3471","185","219","101","0","17","167","107","87","55","630","170","634","172","436","120","229","122","141","68","928","210","1400000US25021417901","Census Tract 4179.01, Norfolk County, Massachusetts"
"1560","66","0","12","8","12","33","30","53","36","38","36","244","79","174","99","109","55","117","46","784","110","1400000US25021417902","Census Tract 4179.02, Norfolk County, Massachusetts"
"3300","109","0","17","14","22","76","48","409","143","570","156","389","166","282","109","198","83","129","74","1233","214","1400000US25021418002","Census Tract 4180.02, Norfolk County, Massachusetts"
"1373","40","21","17","21","20","174","68","351","88","233","81","162","79","100","63","64","39","60","49","187","71","1400000US25021418003","Census Tract 4180.03, Norfolk County, Massachusetts"
"2143","49","128","74","0","12","92","50","133","59","135","46","123","61","287","114","281","89","119","66","845","140","1400000US25021418004","Census Tract 4180.04, Norfolk County, Massachusetts"
"2437","123","0","12","60","87","545","147","215","125","134","84","276","114","172","109","159","63","164","85","712","174","1400000US25021418101","Census Tract 4181.01, Norfolk County, Massachusetts"
"1705","44","0","12","0","12","91","68","269","86","112","54","189","80","123","83","127","66","195","79","599","112","1400000US25021418102","Census Tract 4181.02, Norfolk County, Massachusetts"
"2956","70","149","151","43","64","293","154","185","101","343","131","293","154","190","101","285","143","343","156","832","175","1400000US25021418200","Census Tract 4182, Norfolk County, Massachusetts"
"2266","60","14","21","0","17","217","96","33","36","121","64","145","109","116","67","343","132","248","100","1029","183","1400000US25021419100","Census Tract 4191, Norfolk County, Massachusetts"
"1911","60","0","17","50","28","27","27","16","19","85","43","309","108","237","82","315","74","204","88","668","126","1400000US25021419200","Census Tract 4192, Norfolk County, Massachusetts"
"1534","68","0","12","9","14","16","27","23","24","93","61","461","132","127","66","297","109","122","61","386","91","1400000US25021419300","Census Tract 4193, Norfolk County, Massachusetts"
"1305","43","0","12","11","16","11","16","23","29","39","32","128","70","143","70","108","50","147","58","695","111","1400000US25021419400","Census Tract 4194, Norfolk County, Massachusetts"
"1124","31","35","31","8","13","39","43","40","23","52","40","143","64","227","66","108","57","123","46","349","78","1400000US25021419500","Census Tract 4195, Norfolk County, Massachusetts"
"2911","75","0","17","25","41","904","158","356","114","313","95","200","77","213","92","539","132","115","88","246","113","1400000US25021419600","Census Tract 4196, Norfolk County, Massachusetts"
"1785","55","102","45","186","64","110","73","132","78","82","39","181","81","154","51","348","86","208","92","282","89","1400000US25021419700","Census Tract 4197, Norfolk County, Massachusetts"
"1771","71","10","15","10","16","211","73","20","23","42","29","209","70","299","93","182","75","191","69","597","109","1400000US25021419800","Census Tract 4198, Norfolk County, Massachusetts"
"3076","153","55","32","0","17","155","104","56","65","521","236","383","143","401","172","927","212","163","138","415","170","1400000US25021420100","Census Tract 4201, Norfolk County, Massachusetts"
"1234","61","0","12","36","47","48","49","29","31","253","86","235","93","204","71","181","94","81","67","167","85","1400000US25021420201","Census Tract 4202.01, Norfolk County, Massachusetts"
"2628","121","17","27","93","81","297","148","207","103","258","126","425","186","396","163","638","163","37","42","260","111","1400000US25021420202","Census Tract 4202.02, Norfolk County, Massachusetts"
"2676","120","0","17","50","50","137","80","102","83","427","182","364","113","264","139","554","185","106","63","672","202","1400000US25021420301","Census Tract 4203.01, Norfolk County, Massachusetts"
"2767","163","0","17","0","17","10","18","145","132","677","224","702","205","666","227","182","103","112","75","273","141","1400000US25021420302","Census Tract 4203.02, Norfolk County, Massachusetts"
"2128","203","0","17","83","92","150","102","122","131","151","85","254","126","332","142","422","195","187","103","427","150","1400000US25021421100","Census Tract 4211, Norfolk County, Massachusetts"
"2227","204","11","21","11","18","195","136","126","83","139","113","90","90","372","144","670","168","146","81","467","171","1400000US25021421200","Census Tract 4212, Norfolk County, Massachusetts"
"2063","75","0","17","57","47","103","44","160","61","158","61","45","32","191","70","569","121","128","75","652","128","1400000US25021422100","Census Tract 4221, Norfolk County, Massachusetts"
"3749","105","332","164","240","125","244","92","206","80","286","137","797","170","373","160","586","158","162","83","523","178","1400000US25021422200","Census Tract 4222, Norfolk County, Massachusetts"
"1167","34","0","12","43","29","13","23","13","21","111","48","206","80","155","67","324","102","148","59","154","74","1400000US25021422301","Census Tract 4223.01, Norfolk County, Massachusetts"
"3276","95","13","20","62","64","178","118","268","123","450","146","681","206","296","119","654","228","246","131","428","136","1400000US25021422302","Census Tract 4223.02, Norfolk County, Massachusetts"
"3495","111","31","36","27","33","306","136","276","115","123","104","496","177","389","151","648","179","363","143","836","172","1400000US25021422400","Census Tract 4224, Norfolk County, Massachusetts"
"2270","64","0","17","38","49","76","56","186","89","352","140","467","165","273","106","255","105","80","68","543","169","1400000US25021422501","Census Tract 4225.01, Norfolk County, Massachusetts"
"2431","84","39","39","0","17","0","17","149","94","221","112","282","122","290","124","472","139","214","116","764","187","1400000US25021422502","Census Tract 4225.02, Norfolk County, Massachusetts"
"2618","65","22","37","21","35","29","34","108","62","186","101","144","95","209","96","645","158","320","125","934","210","1400000US25021422600","Census Tract 4226, Norfolk County, Massachusetts"
"1608","62","0","12","0","12","0","12","26","28","13","19","55","44","75","44","444","99","346","95","649","123","1400000US25021422700","Census Tract 4227, Norfolk County, Massachusetts"
"1893","50","10","16","0","12","32","26","21","24","185","65","259","80","219","76","280","86","179","71","708","111","1400000US25021422800","Census Tract 4228, Norfolk County, Massachusetts"
"3505","194","62","52","218","107","457","150","86","61","229","115","314","162","438","147","364","142","76","59","1261","221","1400000US25021423100","Census Tract 4231, Norfolk County, Massachusetts"
"3878","198","108","67","152","94","499","155","508","184","794","253","578","159","347","124","410","159","66","53","416","131","1400000US25021440100","Census Tract 4401, Norfolk County, Massachusetts"
"971","52","30","21","29","27","127","39","208","48","243","58","158","49","68","25","41","30","7","10","60","31","1400000US25021441202","Census Tract 4412.02, Norfolk County, Massachusetts"
"1536","57","10","17","11","17","77","46","138","61","392","93","202","68","97","42","206","62","28","23","375","102","1400000US25021441203","Census Tract 4412.03, Norfolk County, Massachusetts"
"1840","65","78","53","38","27","221","58","153","63","232","80","215","85","327","102","205","64","46","45","325","84","1400000US25021441204","Census Tract 4412.04, Norfolk County, Massachusetts"
"1909","50","0","17","20","22","99","43","310","64","214","85","133","55","317","84","196","62","47","37","573","94","1400000US25021442101","Census Tract 4421.01, Norfolk County, Massachusetts"
"2854","83","51","46","0","17","168","88","651","166","765","152","352","126","421","124","199","84","16","25","231","135","1400000US25021442102","Census Tract 4421.02, Norfolk County, Massachusetts"
"2291","80","0","17","128","64","319","102","749","124","361","132","59","30","443","115","82","66","39","41","111","70","1400000US25021442103","Census Tract 4421.03, Norfolk County, Massachusetts"
"1628","57","138","88","31","28","446","97","482","81","316","78","70","54","94","48","18","20","9","14","24","22","1400000US25021442201","Census Tract 4422.01, Norfolk County, Massachusetts"
"3510","108","120","52","127","77","387","146","640","153","627","176","567","186","194","95","115","72","113","75","620","163","1400000US25021442202","Census Tract 4422.02, Norfolk County, Massachusetts"
"3260","125","32","36","0","17","291","107","434","153","369","115","358","136","970","197","285","116","61","45","460","147","1400000US25021443101","Census Tract 4431.01, Norfolk County, Massachusetts"
"3680","158","15","25","32","34","493","152","275","119","432","157","620","206","457","124","526","172","369","186","461","156","1400000US25021443102","Census Tract 4431.02, Norfolk County, Massachusetts"
"1353","95","16","15","60","36","29","27","162","75","175","66","130","57","315","87","302","86","43","32","121","59","1400000US25021456101","Census Tract 4561.01, Norfolk County, Massachusetts"
"2094","99","14","21","0","17","10","15","115","79","237","101","239","90","584","155","202","68","157","77","536","126","1400000US25021456102","Census Tract 4561.02, Norfolk County, Massachusetts"
"1628","59","38","51","216","101","250","97","214","81","159","69","90","63","164","66","262","81","49","50","186","88","1400000US25021456200","Census Tract 4562, Norfolk County, Massachusetts"
"835","38","6","9","7","11","63","41","25","31","33","32","266","70","31","31","111","61","95","48","198","70","1400000US25021456301","Census Tract 4563.01, Norfolk County, Massachusetts"
"2574","113","0","17","0","17","310","157","34","43","242","106","1205","192","172","87","324","146","154","73","133","77","1400000US25021456302","Census Tract 4563.02, Norfolk County, Massachusetts"
"1122","51","0","12","48","43","8","12","0","12","80","37","121","52","164","69","344","87","64","46","293","71","1400000US25021456401","Census Tract 4564.01, Norfolk County, Massachusetts"
"1920","81","0","17","0","17","67","37","316","93","140","80","317","89","358","95","370","90","63","55","289","84","1400000US25021456402","Census Tract 4564.02, Norfolk County, Massachusetts"
"1787","103","0","12","12","19","33","29","24","23","80","45","205","79","224","75","597","149","42","28","570","105","1400000US25021457100","Census Tract 4571, Norfolk County, Massachusetts"
"2278","64","164","101","0","17","169","74","123","88","181","71","112","69","177","84","484","136","373","114","495","128","1400000US25021457200","Census Tract 4572, Norfolk County, Massachusetts"
"2072","86","18","29","0","12","51","37","26","22","284","80","60","42","65","39","276","105","121","66","1171","145","1400000US25023500101","Census Tract 5001.01, Plymouth County, Massachusetts"
"1484","62","0","12","19","21","245","84","96","46","352","85","49","50","95","58","136","68","84","50","408","114","1400000US25023500103","Census Tract 5001.03, Plymouth County, Massachusetts"
"2351","105","0","12","7","12","43","37","71","58","128","68","77","68","149","65","465","126","257","110","1154","149","1400000US25023500104","Census Tract 5001.04, Plymouth County, Massachusetts"
"1300","56","0","12","25","30","55","36","50","33","73","53","69","32","128","49","188","68","151","61","561","88","1400000US25023501101","Census Tract 5011.01, Plymouth County, Massachusetts"
"3421","122","181","98","248","102","235","110","286","128","312","100","450","133","77","57","388","122","322","107","922","163","1400000US25023501102","Census Tract 5011.02, Plymouth County, Massachusetts"
"1334","42","7","12","30","26","40","35","36","33","188","74","203","64","197","66","185","58","94","52","354","86","1400000US25023501201","Census Tract 5012.01, Plymouth County, Massachusetts"
"3231","94","20","29","70","57","1062","153","164","90","167","73","356","144","599","118","470","121","17","26","306","144","1400000US25023501202","Census Tract 5012.02, Plymouth County, Massachusetts"
"2615","135","35","43","0","17","202","124","60","57","251","149","143","94","242","129","481","162","83","83","1118","231","1400000US25023502101","Census Tract 5021.01, Plymouth County, Massachusetts"
"2251","144","23","36","0","17","47","40","854","217","220","115","302","128","122","77","431","127","88","73","164","96","1400000US25023502102","Census Tract 5021.02, Plymouth County, Massachusetts"
"2608","136","33","38","45","45","276","129","136","82","635","163","241","126","139","74","242","115","100","76","761","143","1400000US25023502200","Census Tract 5022, Plymouth County, Massachusetts"
"2414","98","0","17","10","16","291","127","372","103","193","90","300","104","563","159","386","125","38","41","261","99","1400000US25023503101","Census Tract 5031.01, Plymouth County, Massachusetts"
"2624","104","20","32","85","56","245","107","139","85","305","115","485","129","534","160","327","119","110","89","374","124","1400000US25023503102","Census Tract 5031.02, Plymouth County, Massachusetts"
"1976","72","89","62","24","24","115","56","164","63","114","52","351","82","286","82","500","94","71","41","262","83","1400000US25023504101","Census Tract 5041.01, Plymouth County, Massachusetts"
"1893","74","131","79","12","19","166","73","110","57","215","64","412","97","362","91","143","62","58","39","284","83","1400000US25023504102","Census Tract 5041.02, Plymouth County, Massachusetts"
"3034","106","65","59","75","70","66","69","62","49","162","105","561","205","414","112","561","164","160","84","908","192","1400000US25023505101","Census Tract 5051.01, Plymouth County, Massachusetts"
"1955","79","53","32","55","40","130","59","145","49","183","71","224","93","323","78","296","79","109","50","437","129","1400000US25023505102","Census Tract 5051.02, Plymouth County, Massachusetts"
"3325","158","20","33","35","41","381","137","218","130","268","107","366","175","504","167","529","195","156","80","848","249","1400000US25023505200","Census Tract 5052, Plymouth County, Massachusetts"
"2536","158","151","123","119","67","417","126","164","81","197","79","509","177","251","116","177","93","188","102","363","112","1400000US25023506101","Census Tract 5061.01, Plymouth County, Massachusetts"
"2449","121","0","17","99","59","218","114","572","149","242","110","737","178","227","106","70","47","26","31","258","120","1400000US25023506102","Census Tract 5061.02, Plymouth County, Massachusetts"
"1017","45","0","12","45","25","46","18","134","44","137","44","336","56","132","45","53","28","32","21","102","43","1400000US25023506202","Census Tract 5062.02, Plymouth County, Massachusetts"
"2253","94","0","17","0","17","156","120","167","90","124","106","635","144","678","160","144","76","66","73","283","139","1400000US25023506203","Census Tract 5062.03, Plymouth County, Massachusetts"
"2949","104","23","31","33","36","141","102","268","139","115","69","286","153","195","114","797","207","409","176","682","202","1400000US25023506204","Census Tract 5062.04, Plymouth County, Massachusetts"
"2026","97","36","28","20","22","121","66","309","98","432","111","576","116","249","71","126","62","27","26","130","68","1400000US25023507101","Census Tract 5071.01, Plymouth County, Massachusetts"
"1771","83","51","50","10","15","66","45","240","84","162","58","151","68","262","81","276","87","132","87","421","102","1400000US25023507103","Census Tract 5071.03, Plymouth County, Massachusetts"
"2416","91","156","80","81","50","110","81","232","104","666","115","422","107","120","52","148","70","113","97","368","121","1400000US25023507104","Census Tract 5071.04, Plymouth County, Massachusetts"
"2607","110","33","41","46","42","676","168","356","111","338","114","166","78","419","142","257","129","101","85","215","105","1400000US25023508101","Census Tract 5081.01, Plymouth County, Massachusetts"
"2014","86","0","17","0","17","147","72","85","51","254","100","159","62","234","80","421","128","217","92","497","159","1400000US25023508102","Census Tract 5081.02, Plymouth County, Massachusetts"
"2178","89","20","29","45","43","170","94","357","139","561","157","333","118","329","94","153","96","58","43","152","98","1400000US25023508200","Census Tract 5082, Plymouth County, Massachusetts"
"2609","160","111","67","57","54","258","77","893","173","294","113","244","120","256","149","73","61","26","34","397","147","1400000US25023509101","Census Tract 5091.01, Plymouth County, Massachusetts"
"2696","140","17","24","62","62","105","70","184","77","392","106","384","157","333","135","220","103","100","67","899","174","1400000US25023509102","Census Tract 5091.02, Plymouth County, Massachusetts"
"1567","95","0","12","21","22","58","36","56","49","9","15","170","54","556","139","447","116","35","28","215","91","1400000US25023510100","Census Tract 5101, Plymouth County, Massachusetts"
"2140","91","49","56","21","34","0","17","92","85","90","78","479","156","466","173","188","88","86","75","669","243","1400000US25023510200","Census Tract 5102, Plymouth County, Massachusetts"
"1487","73","0","12","0","12","15","24","58","52","52","52","88","66","197","83","165","70","12","14","900","140","1400000US25023510300","Census Tract 5103, Plymouth County, Massachusetts"
"1240","61","0","12","0","12","72","41","0","12","39","39","84","47","0","12","91","47","106","61","848","105","1400000US25023510400","Census Tract 5104, Plymouth County, Massachusetts"
"1214","60","0","12","0","12","73","49","62","51","33","35","137","75","126","72","108","61","126","62","549","109","1400000US25023510501","Census Tract 5105.01, Plymouth County, Massachusetts"
"2609","85","0","17","57","80","55","46","113","89","412","147","1039","201","312","129","165","83","164","123","292","133","1400000US25023510502","Census Tract 5105.02, Plymouth County, Massachusetts"
"1734","94","0","12","31","30","41","43","153","76","303","102","557","116","317","105","134","76","122","90","76","45","1400000US25023510503","Census Tract 5105.03, Plymouth County, Massachusetts"
"965","39","24","22","0","12","0","12","34","31","70","51","83","56","169","77","284","86","3","7","298","77","1400000US25023510600","Census Tract 5106, Plymouth County, Massachusetts"
"1984","84","0","17","0","17","0","17","0","17","131","82","127","71","143","90","214","109","169","103","1200","181","1400000US25023510700","Census Tract 5107, Plymouth County, Massachusetts"
"2223","126","0","17","23","37","112","80","16","29","168","116","141","105","240","121","32","39","164","111","1327","205","1400000US25023510800","Census Tract 5108, Plymouth County, Massachusetts"
"1101","89","64","67","80","63","57","45","0","12","115","64","66","49","60","48","87","59","65","64","507","128","1400000US25023510900","Census Tract 5109, Plymouth County, Massachusetts"
"1106","47","0","12","50","64","56","40","11","19","41","45","106","66","91","89","80","63","7","11","664","111","1400000US25023511000","Census Tract 5110, Plymouth County, Massachusetts"
"1753","63","0","17","0","17","81","43","22","33","80","69","170","80","622","148","532","150","35","39","211","100","1400000US25023511100","Census Tract 5111, Plymouth County, Massachusetts"
"1775","86","0","12","0","12","26","32","105","63","58","43","435","118","285","102","291","91","41","32","534","128","1400000US25023511200","Census Tract 5112, Plymouth County, Massachusetts"
"1775","74","10","17","0","12","212","85","65","80","227","99","121","70","212","110","127","71","73","42","728","139","1400000US25023511301","Census Tract 5113.01, Plymouth County, Massachusetts"
"1166","64","0","12","0","12","32","40","37","36","75","54","537","100","240","86","90","51","57","45","98","79","1400000US25023511302","Census Tract 5113.02, Plymouth County, Massachusetts"
"1301","82","0","12","0","12","8","17","0","12","42","38","8","14","94","55","110","64","87","69","952","112","1400000US25023511400","Census Tract 5114, Plymouth County, Massachusetts"
"1543","74","0","17","0","17","34","28","25","30","43","43","125","62","80","48","75","40","62","46","1099","105","1400000US25023511500","Census Tract 5115, Plymouth County, Massachusetts"
"2727","124","16","28","0","17","183","118","223","132","203","111","296","116","149","110","307","124","130","100","1220","213","1400000US25023511600","Census Tract 5116, Plymouth County, Massachusetts"
"1564","68","8","12","0","12","17","14","20","28","77","65","272","79","408","106","265","99","156","63","341","113","1400000US25023511701","Census Tract 5117.01, Plymouth County, Massachusetts"
"887","48","0","12","7","11","15","17","23","17","122","53","332","86","214","54","110","43","25","17","39","37","1400000US25023511702","Census Tract 5117.02, Plymouth County, Massachusetts"
"2699","129","0","17","119","71","170","91","36","40","144","61","151","122","360","135","562","156","192","102","965","196","1400000US25023520100","Census Tract 5201, Plymouth County, Massachusetts"
"1639","92","42","31","9","14","44","36","200","80","67","41","126","62","180","88","287","69","148","75","536","112","1400000US25023520201","Census Tract 5202.01, Plymouth County, Massachusetts"
"2443","119","18","29","102","98","665","168","273","113","285","105","493","180","99","72","130","71","133","84","245","101","1400000US25023520202","Census Tract 5202.02, Plymouth County, Massachusetts"
"1706","62","131","77","17","15","214","71","110","57","96","41","199","88","361","102","214","83","49","37","315","99","1400000US25023521101","Census Tract 5211.01, Plymouth County, Massachusetts"
"1290","56","17","28","0","12","131","61","42","29","14","23","86","40","145","52","138","62","76","42","641","102","1400000US25023521102","Census Tract 5211.02, Plymouth County, Massachusetts"
"1331","52","10","14","34","35","66","53","60","43","7","10","15","16","41","30","161","67","56","32","881","100","1400000US25023521201","Census Tract 5212.01, Plymouth County, Massachusetts"
"1359","71","0","12","19","15","31","38","124","64","26","36","360","100","182","77","124","56","21","24","472","97","1400000US25023521202","Census Tract 5212.02, Plymouth County, Massachusetts"
"1688","81","9","15","12","18","117","48","110","65","201","73","323","93","257","81","177","85","64","38","418","118","1400000US25023522101","Census Tract 5221.01, Plymouth County, Massachusetts"
