"B05001_001E","B05001_001M","B05001_002E","B05001_002M","B05001_003E","B05001_003M","B05001_004E","B05001_004M","B05001_005E","B05001_005M","B05001_006E","B05001_006M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!U.S. citizen, born in the United States","Margin of Error!!Total:!!U.S. citizen, born in the United States","Estimate!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Margin of Error!!Total:!!U.S. citizen, born in Puerto Rico or U.S. Island Areas","Estimate!!Total:!!U.S. citizen, born abroad of American parent(s)","Margin of Error!!Total:!!U.S. citizen, born abroad of American parent(s)","Estimate!!Total:!!U.S. citizen by naturalization","Margin of Error!!Total:!!U.S. citizen by naturalization","Estimate!!Total:!!Not a U.S. citizen","Margin of Error!!Total:!!Not a U.S. citizen","id","Geographic Area Name"
"3502","20","3134","117","15","19","63","49","222","98","68","38","1400000US25009201100","Census Tract 2011, Essex County, Massachusetts"
"2179","150","1869","149","0","12","23","18","184","70","103","61","1400000US25009202101","Census Tract 2021.01, Essex County, Massachusetts"
"6688","361","5794","478","0","17","16","26","757","221","121","62","1400000US25009202102","Census Tract 2021.02, Essex County, Massachusetts"
"6135","333","5300","445","0","17","60","68","474","223","301","155","1400000US25009202200","Census Tract 2022, Essex County, Massachusetts"
"7014","374","5896","343","73","81","89","67","566","217","390","212","1400000US25009203100","Census Tract 2031, Essex County, Massachusetts"
"4632","223","4214","211","0","12","57","44","264","109","97","80","1400000US25009203200","Census Tract 2032, Essex County, Massachusetts"
"4006","253","3649","223","0","12","41","41","220","83","96","61","1400000US25009203301","Census Tract 2033.01, Essex County, Massachusetts"
"4848","342","4193","392","17","26","110","109","144","80","384","330","1400000US25009203302","Census Tract 2033.02, Essex County, Massachusetts"
"4803","337","4135","365","67","69","97","94","254","83","250","127","1400000US25009204101","Census Tract 2041.01, Essex County, Massachusetts"
"5155","351","4293","349","69","64","60","48","533","173","200","89","1400000US25009204102","Census Tract 2041.02, Essex County, Massachusetts"
"4861","612","3980","478","29","49","35","44","590","350","227","122","1400000US25009204200","Census Tract 2042, Essex County, Massachusetts"
"4439","454","3208","515","32","31","47","49","631","219","521","211","1400000US25009204300","Census Tract 2043, Essex County, Massachusetts"
"3361","265","3001","283","7","12","49","46","194","106","110","69","1400000US25009204400","Census Tract 2044, Essex County, Massachusetts"
"3406","265","3138","252","28","31","0","12","137","57","103","69","1400000US25009204500","Census Tract 2045, Essex County, Massachusetts"
"4806","464","4072","470","150","193","78","90","437","272","69","70","1400000US25009204600","Census Tract 2046, Essex County, Massachusetts"
"5980","501","4685","553","192","149","33","51","900","252","170","116","1400000US25009204701","Census Tract 2047.01, Essex County, Massachusetts"
"6441","435","5282","398","53","44","99","95","434","141","573","394","1400000US25009204702","Census Tract 2047.02, Essex County, Massachusetts"
"5660","808","4025","474","10","16","0","17","710","375","915","479","1400000US25009205100","Census Tract 2051, Essex County, Massachusetts"
"5395","657","3189","489","112","143","93","113","851","242","1150","479","1400000US25009205200","Census Tract 2052, Essex County, Massachusetts"
"4069","386","3306","227","35","55","43","47","301","97","384","305","1400000US25009205300","Census Tract 2053, Essex County, Massachusetts"
"4787","273","4332","288","0","12","15","16","310","105","130","66","1400000US25009205400","Census Tract 2054, Essex County, Massachusetts"
"5253","613","3458","453","125","81","13","23","800","208","857","357","1400000US25009205500","Census Tract 2055, Essex County, Massachusetts"
"3432","250","2747","198","53","56","34","35","449","160","149","86","1400000US25009205600","Census Tract 2056, Essex County, Massachusetts"
"4798","368","3098","291","137","93","24","34","717","142","822","339","1400000US25009205700","Census Tract 2057, Essex County, Massachusetts"
"3717","444","2237","379","93","125","25","29","589","182","773","226","1400000US25009205800","Census Tract 2058, Essex County, Massachusetts"
"4255","301","2574","288","21","34","16","24","912","248","732","264","1400000US25009205900","Census Tract 2059, Essex County, Massachusetts"
"3300","329","1245","246","89","112","87","93","671","275","1208","291","1400000US25009206000","Census Tract 2060, Essex County, Massachusetts"
"4288","397","1724","320","83","70","109","87","778","195","1594","393","1400000US25009206100","Census Tract 2061, Essex County, Massachusetts"
"5935","508","2996","424","323","187","94","90","876","248","1646","539","1400000US25009206200","Census Tract 2062, Essex County, Massachusetts"
"4755","476","3142","399","55","54","0","12","561","163","997","310","1400000US25009206300","Census Tract 2063, Essex County, Massachusetts"
"5723","539","3549","298","79","67","136","95","848","206","1111","422","1400000US25009206400","Census Tract 2064, Essex County, Massachusetts"
"3325","468","1610","376","70","66","71","78","817","191","757","283","1400000US25009206500","Census Tract 2065, Essex County, Massachusetts"
"4519","381","2991","342","13","22","108","99","505","138","902","396","1400000US25009206600","Census Tract 2066, Essex County, Massachusetts"
"3729","384","2110","257","80","66","100","119","795","182","644","269","1400000US25009206700","Census Tract 2067, Essex County, Massachusetts"
"4162","604","1922","474","69","56","105","77","789","364","1277","415","1400000US25009206800","Census Tract 2068, Essex County, Massachusetts"
"4286","458","2082","358","86","101","146","194","1116","293","856","337","1400000US25009206900","Census Tract 2069, Essex County, Massachusetts"
"2361","311","1163","225","12","20","59","72","571","175","556","207","1400000US25009207000","Census Tract 2070, Essex County, Massachusetts"
"3527","408","1458","232","50","71","20","20","598","141","1401","353","1400000US25009207100","Census Tract 2071, Essex County, Massachusetts"
"2467","251","1359","241","83","68","39","55","498","147","488","208","1400000US25009207200","Census Tract 2072, Essex County, Massachusetts"
"4991","409","4316","409","25","41","29","38","493","226","128","87","1400000US25009208101","Census Tract 2081.01, Essex County, Massachusetts"
"3258","342","2637","362","8","16","9","15","436","244","168","144","1400000US25009208102","Census Tract 2081.02, Essex County, Massachusetts"
"5519","507","4973","515","0","17","39","43","369","196","138","96","1400000US25009208200","Census Tract 2082, Essex County, Massachusetts"
"8133","477","6864","518","101","92","77","62","419","160","672","547","1400000US25009208300","Census Tract 2083, Essex County, Massachusetts"
"6314","424","5390","544","0","17","23","38","664","291","237","153","1400000US25009208400","Census Tract 2084, Essex County, Massachusetts"
"6573","329","6068","339","0","17","9","17","338","147","158","129","1400000US25009209100","Census Tract 2091, Essex County, Massachusetts"
"6321","326","5793","403","1","4","11","18","440","156","76","50","1400000US25009209200","Census Tract 2092, Essex County, Massachusetts"
"6485","331","6022","323","0","17","0","17","293","123","170","116","1400000US25009210100","Census Tract 2101, Essex County, Massachusetts"
"5201","227","4929","222","47","52","7","12","200","78","18","20","1400000US25009210200","Census Tract 2102, Essex County, Massachusetts"
"9014","619","7908","567","6","12","16","27","573","230","511","323","1400000US25009210300","Census Tract 2103, Essex County, Massachusetts"
"7234","551","6191","533","0","17","45","53","690","236","308","161","1400000US25009210400","Census Tract 2104, Essex County, Massachusetts"
"6301","435","5601","534","39","45","0","17","475","195","186","110","1400000US25009210500","Census Tract 2105, Essex County, Massachusetts"
"4638","367","3726","387","37","43","12","19","594","240","269","165","1400000US25009210600","Census Tract 2106, Essex County, Massachusetts"
"4852","444","3182","338","183","115","0","12","631","179","856","435","1400000US25009210700","Census Tract 2107, Essex County, Massachusetts"
"4749","471","3193","496","60","99","74","93","851","245","571","351","1400000US25009210800","Census Tract 2108, Essex County, Massachusetts"
"4432","439","3430","399","0","12","37","30","700","204","265","150","1400000US25009210900","Census Tract 2109, Essex County, Massachusetts"
"4210","245","3950","248","38","47","8","13","144","86","70","51","1400000US25009211100","Census Tract 2111, Essex County, Massachusetts"
"6224","498","5386","403","0","17","74","55","656","300","108","73","1400000US25009211200","Census Tract 2112, Essex County, Massachusetts"
"6598","457","6093","542","0","17","33","33","353","246","119","159","1400000US25009211300","Census Tract 2113, Essex County, Massachusetts"
"4328","302","3364","292","40","53","0","12","469","144","455","151","1400000US25009211401","Census Tract 2114.01, Essex County, Massachusetts"
"6226","379","5702","385","0","17","0","17","418","261","106","145","1400000US25009211402","Census Tract 2114.02, Essex County, Massachusetts"
"9872","17","8898","307","120","69","14","25","662","285","178","97","1400000US25009212100","Census Tract 2121, Essex County, Massachusetts"
"8282","16","7781","178","0","17","121","79","306","145","74","87","1400000US25009213100","Census Tract 2131, Essex County, Massachusetts"
"6568","27","6021","176","0","17","43","50","441","166","63","39","1400000US25009214100","Census Tract 2141, Essex County, Massachusetts"
"4954","214","4209","244","24","31","67","43","202","94","452","236","1400000US25009215101","Census Tract 2151.01, Essex County, Massachusetts"
"3077","216","2946","231","18","22","0","12","40","39","73","54","1400000US25009215102","Census Tract 2151.02, Essex County, Massachusetts"
"5240","21","4798","118","21","21","64","48","174","84","183","88","1400000US25009216100","Census Tract 2161, Essex County, Massachusetts"
"7145","380","6607","445","14","29","30","29","391","210","103","81","1400000US25009217100","Census Tract 2171, Essex County, Massachusetts"
"4169","282","3847","260","0","12","29","35","110","78","183","167","1400000US25009217201","Census Tract 2172.01, Essex County, Massachusetts"
"3612","254","3378","251","0","12","45","49","91","57","98","86","1400000US25009217202","Census Tract 2172.02, Essex County, Massachusetts"
"4778","363","3851","342","117","105","29","37","455","178","326","230","1400000US25009217300","Census Tract 2173, Essex County, Massachusetts"
"6176","566","5487","551","29","49","12","20","180","114","468","236","1400000US25009217400","Census Tract 2174, Essex County, Massachusetts"
"6157","389","5778","392","5","9","77","48","168","130","129","84","1400000US25009217500","Census Tract 2175, Essex County, Massachusetts"
"9848","446","9103","475","19","21","70","85","422","159","234","120","1400000US25009217600","Census Tract 2176, Essex County, Massachusetts"
"5383","18","4858","158","0","17","105","81","245","91","175","123","1400000US25009218100","Census Tract 2181, Essex County, Massachusetts"
"4183","219","4006","226","0","12","28","24","111","50","38","27","1400000US25009220101","Census Tract 2201.01, Essex County, Massachusetts"
"3048","220","2964","221","0","12","20","23","56","38","8","12","1400000US25009220102","Census Tract 2201.02, Essex County, Massachusetts"
"4226","344","3938","344","0","12","25","25","144","61","119","81","1400000US25009221100","Census Tract 2211, Essex County, Massachusetts"
"4673","335","4473","315","0","12","12","19","187","112","1","4","1400000US25009221300","Census Tract 2213, Essex County, Massachusetts"
"3391","340","2990","349","34","49","0","12","142","72","225","161","1400000US25009221400","Census Tract 2214, Essex County, Massachusetts"
"3100","281","2679","238","0","12","42","54","167","90","212","113","1400000US25009221500","Census Tract 2215, Essex County, Massachusetts"
"2967","229","2580","227","0","12","8","12","134","69","245","158","1400000US25009221600","Census Tract 2216, Essex County, Massachusetts"
"2998","287","2477","302","0","12","36","41","314","153","171","91","1400000US25009221700","Census Tract 2217, Essex County, Massachusetts"
"1828","165","1749","172","0","12","13","14","51","46","15","15","1400000US25009221800","Census Tract 2218, Essex County, Massachusetts"
"3426","264","3232","247","0","12","12","19","117","70","65","61","1400000US25009221901","Census Tract 2219.01, Essex County, Massachusetts"
"3553","274","3272","277","0","12","0","12","142","79","139","96","1400000US25009221902","Census Tract 2219.02, Essex County, Massachusetts"
"3745","20","3672","63","0","12","0","12","64","54","9","16","1400000US25009222100","Census Tract 2221, Essex County, Massachusetts"
"4370","331","3963","322","0","12","55","48","218","136","134","102","1400000US25009223100","Census Tract 2231, Essex County, Massachusetts"
"3883","309","3528","325","0","12","54","55","119","79","182","111","1400000US25009223200","Census Tract 2232, Essex County, Massachusetts"
"5710","357","5402","380","0","17","48","42","177","98","83","70","1400000US25009223300","Census Tract 2233, Essex County, Massachusetts"
"2899","334","1123","243","204","101","81","57","712","138","779","299","1400000US25009250100","Census Tract 2501, Essex County, Massachusetts"
"6181","639","3599","537","523","208","53","54","1178","336","828","350","1400000US25009250200","Census Tract 2502, Essex County, Massachusetts"
"2111","238","1009","218","161","101","20","21","454","149","467","150","1400000US25009250300","Census Tract 2503, Essex County, Massachusetts"
"4192","397","1476","297","424","165","159","106","809","219","1324","314","1400000US25009250400","Census Tract 2504, Essex County, Massachusetts"
"4246","381","1545","346","284","155","63","57","693","144","1661","441","1400000US25009250500","Census Tract 2505, Essex County, Massachusetts"
"5334","529","2232","343","289","173","47","53","1295","241","1471","330","1400000US25009250600","Census Tract 2506, Essex County, Massachusetts"
"5074","550","2251","424","281","211","39","50","958","241","1545","386","1400000US25009250700","Census Tract 2507, Essex County, Massachusetts"
"8071","830","4797","614","807","574","240","233","1193","309","1034","394","1400000US25009250800","Census Tract 2508, Essex County, Massachusetts"
"2120","220","776","163","296","122","39","48","361","113","648","191","1400000US25009250900","Census Tract 2509, Essex County, Massachusetts"
"1873","248","770","191","95","62","33","26","424","137","551","262","1400000US25009251000","Census Tract 2510, Essex County, Massachusetts"
"2773","319","1043","240","379","142","55","58","611","198","685","328","1400000US25009251100","Census Tract 2511, Essex County, Massachusetts"
"1495","222","527","137","173","76","26","25","319","93","450","235","1400000US25009251200","Census Tract 2512, Essex County, Massachusetts"
"3479","410","913","252","563","250","108","94","787","222","1108","351","1400000US25009251300","Census Tract 2513, Essex County, Massachusetts"
"5092","453","2508","366","729","284","26","28","1060","202","769","268","1400000US25009251400","Census Tract 2514, Essex County, Massachusetts"
"5675","685","3156","511","730","346","82","85","863","283","844","365","1400000US25009251500","Census Tract 2515, Essex County, Massachusetts"
"6195","520","2853","505","675","319","244","159","1346","347","1077","416","1400000US25009251600","Census Tract 2516, Essex County, Massachusetts"
"5157","659","2495","431","424","200","62","70","886","219","1290","586","1400000US25009251700","Census Tract 2517, Essex County, Massachusetts"
"7975","775","5439","619","233","163","331","218","1201","313","771","370","1400000US25009251800","Census Tract 2518, Essex County, Massachusetts"
"3683","367","2846","293","0","12","41","51","481","185","315","148","1400000US25009252101","Census Tract 2521.01, Essex County, Massachusetts"
"4114","225","3472","263","78","68","11","17","479","190","74","57","1400000US25009252102","Census Tract 2521.02, Essex County, Massachusetts"
"3394","361","2779","330","34","34","0","12","231","130","350","219","1400000US25009252201","Census Tract 2522.01, Essex County, Massachusetts"
"3193","218","2767","253","34","36","0","12","269","114","123","63","1400000US25009252202","Census Tract 2522.02, Essex County, Massachusetts"
"7755","824","4797","694","437","303","55","79","1536","453","930","385","1400000US25009252300","Census Tract 2523, Essex County, Massachusetts"
"4607","351","2467","391","130","117","85","74","1166","276","759","256","1400000US25009252400","Census Tract 2524, Essex County, Massachusetts"
"4320","335","2960","287","176","153","86","63","809","228","289","196","1400000US25009252501","Census Tract 2525.01, Essex County, Massachusetts"
"4786","306","3507","316","152","93","39","46","890","254","198","91","1400000US25009252502","Census Tract 2525.02, Essex County, Massachusetts"
"7115","489","5743","427","143","114","81","117","837","226","311","211","1400000US25009252601","Census Tract 2526.01, Essex County, Massachusetts"
"4418","348","3883","343","32","36","10","16","345","127","148","115","1400000US25009252602","Census Tract 2526.02, Essex County, Massachusetts"
"2897","228","2179","264","44","48","0","12","561","186","113","82","1400000US25009252603","Census Tract 2526.03, Essex County, Massachusetts"
"5522","335","4942","376","23","39","59","59","310","155","188","143","1400000US25009253100","Census Tract 2531, Essex County, Massachusetts"
"3149","257","2936","233","0","12","0","12","141","73","72","61","1400000US25009253201","Census Tract 2532.01, Essex County, Massachusetts"
"7332","423","5777","442","193","258","130","122","761","296","471","249","1400000US25009253202","Census Tract 2532.02, Essex County, Massachusetts"
"4395","316","4132","307","0","12","8","14","166","71","89","63","1400000US25009253203","Census Tract 2532.03, Essex County, Massachusetts"
"6185","362","5084","307","0","17","19","22","811","139","271","100","1400000US25009253204","Census Tract 2532.04, Essex County, Massachusetts"
"4259","197","3838","211","0","12","33","29","318","118","70","60","1400000US25009253205","Census Tract 2532.05, Essex County, Massachusetts"
"6255","283","5007","367","1","9","215","145","655","195","377","271","1400000US25009254100","Census Tract 2541, Essex County, Massachusetts"
"5286","331","4529","351","0","17","95","52","345","128","317","147","1400000US25009254200","Census Tract 2542, Essex County, Massachusetts"
"4144","294","3419","297","25","38","60","40","442","113","198","115","1400000US25009254301","Census Tract 2543.01, Essex County, Massachusetts"
"4862","269","3954","308","11","16","70","68","541","158","286","130","1400000US25009254302","Census Tract 2543.02, Essex County, Massachusetts"
"3801","217","3109","185","26","44","12","20","287","125","367","182","1400000US25009254401","Census Tract 2544.01, Essex County, Massachusetts"
"7493","366","5521","339","0","17","201","156","1262","260","509","225","1400000US25009254402","Census Tract 2544.02, Essex County, Massachusetts"
"3975","218","3314","192","0","12","0","12","368","93","293","135","1400000US25009254403","Census Tract 2544.03, Essex County, Massachusetts"
"5603","668","4025","635","709","284","57","111","314","200","498","440","1400000US25009260100","Census Tract 2601, Essex County, Massachusetts"
"3485","359","2838","316","210","128","25","31","291","146","121","71","1400000US25009260200","Census Tract 2602, Essex County, Massachusetts"
"4574","394","4234","402","0","12","59","53","226","97","55","54","1400000US25009260301","Census Tract 2603.01, Essex County, Massachusetts"
"2925","177","2691","200","14","21","0","12","194","133","26","29","1400000US25009260302","Census Tract 2603.02, Essex County, Massachusetts"
"3790","261","3401","276","14","20","23","27","173","115","179","141","1400000US25009260401","Census Tract 2604.01, Essex County, Massachusetts"
"6663","624","5850","386","21","33","9","16","305","136","478","583","1400000US25009260402","Census Tract 2604.02, Essex County, Massachusetts"
"3753","289","3169","289","76","77","147","106","296","159","65","68","1400000US25009260500","Census Tract 2605, Essex County, Massachusetts"
"3800","476","2972","377","162","128","17","20","367","182","282","190","1400000US25009260600","Census Tract 2606, Essex County, Massachusetts"
"4945","519","4353","540","70","55","99","82","213","117","210","138","1400000US25009260700","Census Tract 2607, Essex County, Massachusetts"
"5113","481","3836","460","616","239","46","47","308","141","307","177","1400000US25009260800","Census Tract 2608, Essex County, Massachusetts"
"4924","440","4125","448","235","293","0","12","317","189","247","154","1400000US25009260900","Census Tract 2609, Essex County, Massachusetts"
"3790","346","3443","263","141","137","0","12","180","143","26","44","1400000US25009261000","Census Tract 2610, Essex County, Massachusetts"
"4601","294","4239","284","0","12","21","24","273","134","68","39","1400000US25009261101","Census Tract 2611.01, Essex County, Massachusetts"
"5567","365","4395","426","347","25","32","39","552","188","241","64","1400000US25009261102","Census Tract 2611.02, Essex County, Massachusetts"
"6890","19","6608","125","24","28","33","29","216","125","9","19","1400000US25009262100","Census Tract 2621, Essex County, Massachusetts"
"4631","17","4448","90","0","12","19","22","112","75","52","41","1400000US25009263100","Census Tract 2631, Essex County, Massachusetts"
"6780","25","6600","114","13","21","0","17","69","68","98","75","1400000US25009264100","Census Tract 2641, Essex County, Massachusetts"
"3753","171","3508","205","0","12","15","17","131","80","99","98","1400000US25009265101","Census Tract 2651.01, Essex County, Massachusetts"
"4942","173","4748","186","37","46","67","55","78","62","12","18","1400000US25009265102","Census Tract 2651.02, Essex County, Massachusetts"
"4368","248","4098","257","3","7","66","44","176","104","25","28","1400000US25009266100","Census Tract 2661, Essex County, Massachusetts"
"5401","313","5222","324","28","44","0","17","59","47","92","74","1400000US25009266200","Census Tract 2662, Essex County, Massachusetts"
"3774","240","3600","234","0","12","8","14","116","71","50","53","1400000US25009266300","Census Tract 2663, Essex County, Massachusetts"
"3891","255","3637","244","0","12","20","22","173","103","61","56","1400000US25009266400","Census Tract 2664, Essex County, Massachusetts"
"3785","315","3646","294","19","33","41","30","53","60","26","42","1400000US25009267101","Census Tract 2671.01, Essex County, Massachusetts"
"5575","309","5138","346","6","10","49","34","294","144","88","63","1400000US25009267102","Census Tract 2671.02, Essex County, Massachusetts"
"2865","188","2653","174","0","12","43","31","146","59","23","20","1400000US25009268100","Census Tract 2681, Essex County, Massachusetts"
"6777","411","6060","510","0","17","64","61","360","225","293","288","1400000US25009268200","Census Tract 2682, Essex County, Massachusetts"
"4123","337","3733","271","1","2","20","29","96","81","273","329","1400000US25009268300","Census Tract 2683, Essex County, Massachusetts"
"4312","319","4091","311","37","56","20","33","106","65","58","62","1400000US25009268400","Census Tract 2684, Essex County, Massachusetts"
"7060","34","6672","182","0","17","103","81","193","110","92","106","1400000US25009269100","Census Tract 2691, Essex County, Massachusetts"
"6372","19","6162","121","0","17","0","17","166","105","44","59","1400000US25009270100","Census Tract 2701, Essex County, Massachusetts"
"0","12","0","12","0","12","0","12","0","12","0","12","1400000US25009990100","Census Tract 9901, Essex County, Massachusetts"
"3220","25","3047","69","0","12","40","27","95","45","38","25","1400000US25017300100","Census Tract 3001, Middlesex County, Massachusetts"
"4124","180","3851","205","70","79","40","33","88","67","75","54","1400000US25017301101","Census Tract 3011.01, Middlesex County, Massachusetts"
"5349","175","5032","192","0","17","19","14","196","121","102","86","1400000US25017301102","Census Tract 3011.02, Middlesex County, Massachusetts"
"6221","412","4199","496","703","262","72","76","413","209","834","361","1400000US25017310100","Census Tract 3101, Middlesex County, Massachusetts"
"6770","702","4656","695","288","230","0","17","884","401","942","668","1400000US25017310200","Census Tract 3102, Middlesex County, Massachusetts"
"6252","464","4060","529","164","109","14","24","801","336","1213","474","1400000US25017310300","Census Tract 3103, Middlesex County, Massachusetts"
"3129","343","2147","369","357","165","6","11","288","132","331","230","1400000US25017310400","Census Tract 3104, Middlesex County, Massachusetts"
"3705","417","2563","417","110","54","21","23","222","129","789","425","1400000US25017310500","Census Tract 3105, Middlesex County, Massachusetts"
"5959","448","4185","431","210","111","43","48","1133","258","388","237","1400000US25017310601","Census Tract 3106.01, Middlesex County, Massachusetts"
"5446","598","4032","638","136","97","15","23","652","267","611","360","1400000US25017310602","Census Tract 3106.02, Middlesex County, Massachusetts"
"4925","583","3366","484","245","142","16","20","562","169","736","229","1400000US25017310700","Census Tract 3107, Middlesex County, Massachusetts"
"2495","314","1398","248","241","139","16","18","491","147","349","174","1400000US25017311100","Census Tract 3111, Middlesex County, Massachusetts"
"2858","380","1585","231","124","111","26","28","584","171","539","211","1400000US25017311200","Census Tract 3112, Middlesex County, Massachusetts"
"4067","437","2339","308","71","106","20","33","981","264","656","258","1400000US25017311300","Census Tract 3113, Middlesex County, Massachusetts"
"6177","445","3343","401","193","113","52","52","1087","310","1502","393","1400000US25017311400","Census Tract 3114, Middlesex County, Massachusetts"
"2880","355","1873","342","104","88","27","26","665","304","211","91","1400000US25017311500","Census Tract 3115, Middlesex County, Massachusetts"
"5830","401","4274","370","64","43","32","38","1073","277","387","177","1400000US25017311600","Census Tract 3116, Middlesex County, Massachusetts"
"5230","436","2849","324","69","57","70","59","1462","271","780","276","1400000US25017311700","Census Tract 3117, Middlesex County, Massachusetts"
"3624","461","2071","393","187","138","52","54","945","303","369","180","1400000US25017311800","Census Tract 3118, Middlesex County, Massachusetts"
"2709","331","1380","227","312","123","23","34","359","135","635","254","1400000US25017311900","Census Tract 3119, Middlesex County, Massachusetts"
"2897","290","1765","261","150","108","22","25","404","137","556","166","1400000US25017312000","Census Tract 3120, Middlesex County, Massachusetts"
"3376","290","2177","320","146","115","78","100","371","153","604","255","1400000US25017312100","Census Tract 3121, Middlesex County, Massachusetts"
"4657","360","2938","354","235","139","28","31","792","239","664","291","1400000US25017312200","Census Tract 3122, Middlesex County, Massachusetts"
"5358","376","3898","437","141","122","51","62","572","412","696","351","1400000US25017312300","Census Tract 3123, Middlesex County, Massachusetts"
"2196","214","1319","174","210","145","5","9","426","114","236","96","1400000US25017312400","Census Tract 3124, Middlesex County, Massachusetts"
"4592","372","3801","306","30","31","29","43","321","131","411","224","1400000US25017312501","Census Tract 3125.01, Middlesex County, Massachusetts"
"3917","236","3436","251","0","12","33","38","236","100","212","112","1400000US25017312502","Census Tract 3125.02, Middlesex County, Massachusetts"
"6562","368","5704","454","16","24","189","111","492","184","161","113","1400000US25017313101","Census Tract 3131.01, Middlesex County, Massachusetts"
"5802","367","4955","394","0","17","71","87","386","175","390","215","1400000US25017313102","Census Tract 3131.02, Middlesex County, Massachusetts"
"7303","391","6734","429","25","40","0","17","450","303","94","85","1400000US25017314101","Census Tract 3141.01, Middlesex County, Massachusetts"
"7682","367","6971","469","47","52","73","65","514","225","77","64","1400000US25017314102","Census Tract 3141.02, Middlesex County, Massachusetts"
"4639","479","4113","464","0","12","17","28","148","121","361","277","1400000US25017314200","Census Tract 3142, Middlesex County, Massachusetts"
"8498","465","7343","612","18","29","78","61","515","180","544","306","1400000US25017314301","Census Tract 3143.01, Middlesex County, Massachusetts"
"3251","141","3028","162","0","12","9","10","166","61","48","41","1400000US25017314302","Census Tract 3143.02, Middlesex County, Massachusetts"
"5840","236","5054","356","0","17","93","88","482","170","211","129","1400000US25017315100","Census Tract 3151, Middlesex County, Massachusetts"
"8563","401","7993","400","23","38","17","26","321","140","209","143","1400000US25017315200","Census Tract 3152, Middlesex County, Massachusetts"
"3943","267","3497","246","10","21","18","20","330","137","88","93","1400000US25017315401","Census Tract 3154.01, Middlesex County, Massachusetts"
"3208","165","2950","204","1","6","12","14","218","86","27","27","1400000US25017315402","Census Tract 3154.02, Middlesex County, Massachusetts"
"1805","113","1710","114","0","12","0","12","62","35","33","40","1400000US25017315403","Census Tract 3154.03, Middlesex County, Massachusetts"
"7739","274","7265","338","0","17","2","5","395","156","77","58","1400000US25017315500","Census Tract 3155, Middlesex County, Massachusetts"
"5326","267","5023","252","0","17","0","17","230","87","73","56","1400000US25017316101","Census Tract 3161.01, Middlesex County, Massachusetts"
"6672","362","6062","467","0","17","43","63","444","170","123","110","1400000US25017316102","Census Tract 3161.02, Middlesex County, Massachusetts"
"4373","222","4007","212","9","14","35","34","180","94","142","117","1400000US25017316201","Census Tract 3162.01, Middlesex County, Massachusetts"
"4402","243","3823","267","0","12","22","25","397","106","160","79","1400000US25017316202","Census Tract 3162.02, Middlesex County, Massachusetts"
"9076","515","6883","527","9","21","46","51","662","377","1476","516","1400000US25017316300","Census Tract 3163, Middlesex County, Massachusetts"
"7300","321","6408","300","89","40","119","64","381","96","303","150","1400000US25017316400","Census Tract 3164, Middlesex County, Massachusetts"
"6051","367","5152","530","0","17","46","51","668","298","185","129","1400000US25017316500","Census Tract 3165, Middlesex County, Massachusetts"
"6645","305","5689","327","0","17","56","50","557","128","343","195","1400000US25017317101","Census Tract 3171.01, Middlesex County, Massachusetts"
"4600","189","3902","208","0","12","64","57","368","119","266","140","1400000US25017317102","Census Tract 3171.02, Middlesex County, Massachusetts"
"4703","208","4240","234","0","12","57","36","300","85","106","56","1400000US25017317103","Census Tract 3171.03, Middlesex County, Massachusetts"
"3069","177","2816","190","14","21","15","16","178","117","46","49","1400000US25017317201","Census Tract 3172.01, Middlesex County, Massachusetts"
"3328","111","3164","130","0","12","14","16","132","62","18","21","1400000US25017317202","Census Tract 3172.02, Middlesex County, Massachusetts"
"4212","169","3623","180","0","12","36","30","326","96","227","127","1400000US25017317203","Census Tract 3172.03, Middlesex County, Massachusetts"
"2684","159","2325","209","33","38","21","24","182","93","123","93","1400000US25017317301","Census Tract 3173.01, Middlesex County, Massachusetts"
"5885","287","5202","351","16","27","22","34","397","190","248","147","1400000US25017317302","Census Tract 3173.02, Middlesex County, Massachusetts"
"6826","201","5751","258","0","17","66","78","756","113","253","136","1400000US25017318100","Census Tract 3181, Middlesex County, Massachusetts"
"4890","236","4003","204","14","21","10","15","584","117","279","145","1400000US25017318200","Census Tract 3182, Middlesex County, Massachusetts"
"8082","258","6903","309","0","17","101","92","788","178","290","172","1400000US25017318300","Census Tract 3183, Middlesex County, Massachusetts"
"4544","230","3654","258","0","12","92","70","422","117","376","153","1400000US25017318400","Census Tract 3184, Middlesex County, Massachusetts"
"5393","302","4731","299","10","16","70","60","442","157","140","93","1400000US25017320102","Census Tract 3201.02, Middlesex County, Massachusetts"
"2949","194","2447","211","10","16","10","17","256","59","226","82","1400000US25017320103","Census Tract 3201.03, Middlesex County, Massachusetts"
"9256","377","8034","464","74","89","15","24","546","174","587","188","1400000US25017320104","Census Tract 3201.04, Middlesex County, Massachusetts"
"6516","446","4561","481","235","221","97","98","1093","354","530","222","1400000US25017321100","Census Tract 3211, Middlesex County, Massachusetts"
"6804","697","4553","464","0","17","59","69","681","216","1511","576","1400000US25017321200","Census Tract 3212, Middlesex County, Massachusetts"
"8216","629","5161","518","85","92","74","75","1009","389","1887","612","1400000US25017321300","Census Tract 3213, Middlesex County, Massachusetts"
