"B23020_001E","B23020_001M","B23020_002E","B23020_002M","B23020_003E","B23020_003M","GEO_ID","NAME"
"Estimate!!Mean usual hours--!!Total:","Margin of Error!!Mean usual hours--!!Total:","Estimate!!Mean usual hours--!!Total:!!Male","Margin of Error!!Mean usual hours--!!Total:!!Male","Estimate!!Mean usual hours--!!Total:!!Female","Margin of Error!!Mean usual hours--!!Total:!!Female","id","Geographic Area Name"
"40.5","1.8","43.8","2.1","37.6","2.5","1400000US25017382300","Census Tract 3823, Middlesex County, Massachusetts"
"38.6","1.6","42.8","2.2","33.7","2.0","1400000US25017382400","Census Tract 3824, Middlesex County, Massachusetts"
"40.2","1.5","43.3","1.6","37.1","1.9","1400000US25017382500","Census Tract 3825, Middlesex County, Massachusetts"
"38.7","1.6","40.6","1.9","36.5","2.9","1400000US25017382601","Census Tract 3826.01, Middlesex County, Massachusetts"
"37.6","1.6","40.0","2.2","34.9","2.0","1400000US25017382602","Census Tract 3826.02, Middlesex County, Massachusetts"
"39.8","2.3","41.0","2.8","38.2","3.1","1400000US25017383101","Census Tract 3831.01, Middlesex County, Massachusetts"
"37.6","1.9","41.6","2.2","34.0","2.2","1400000US25017383102","Census Tract 3831.02, Middlesex County, Massachusetts"
"36.7","1.9","38.7","2.5","34.6","2.2","1400000US25017383200","Census Tract 3832, Middlesex County, Massachusetts"
"38.1","1.6","39.6","1.5","35.9","2.8","1400000US25017383300","Census Tract 3833, Middlesex County, Massachusetts"
"39.1","2.9","41.9","5.0","35.2","2.5","1400000US25017383400","Census Tract 3834, Middlesex County, Massachusetts"
"39.8","1.6","40.7","2.2","38.8","2.1","1400000US25017383501","Census Tract 3835.01, Middlesex County, Massachusetts"
"32.0","3.0","36.5","4.4","28.5","2.7","1400000US25017383502","Census Tract 3835.02, Middlesex County, Massachusetts"
"38.7","1.8","39.6","2.8","37.6","2.4","1400000US25017383600","Census Tract 3836, Middlesex County, Massachusetts"
"38.8","1.7","41.7","2.3","36.4","2.2","1400000US25017383700","Census Tract 3837, Middlesex County, Massachusetts"
"40.1","1.5","45.4","2.4","34.8","2.0","1400000US25017383800","Census Tract 3838, Middlesex County, Massachusetts"
"39.3","1.4","42.1","1.5","36.3","2.0","1400000US25017383901","Census Tract 3839.01, Middlesex County, Massachusetts"
"38.8","1.0","41.7","1.6","35.5","1.7","1400000US25017383902","Census Tract 3839.02, Middlesex County, Massachusetts"
"42.1","2.3","45.0","3.5","39.3","2.9","1400000US25017384001","Census Tract 3840.01, Middlesex County, Massachusetts"
"40.4","1.5","42.5","2.4","37.8","2.7","1400000US25017384002","Census Tract 3840.02, Middlesex County, Massachusetts"
"40.4","1.5","44.2","1.6","35.7","2.2","1400000US25017385100","Census Tract 3851, Middlesex County, Massachusetts"
"38.0","2.3","40.4","3.4","35.4","2.3","1400000US25017385201","Census Tract 3852.01, Middlesex County, Massachusetts"
"40.4","1.3","43.0","1.7","38.2","2.1","1400000US25017385202","Census Tract 3852.02, Middlesex County, Massachusetts"
"40.3","1.5","44.2","2.4","36.4","2.2","1400000US25017386100","Census Tract 3861, Middlesex County, Massachusetts"
"37.9","1.2","41.4","1.7","34.5","1.9","1400000US25017387100","Census Tract 3871, Middlesex County, Massachusetts"
"37.7","1.6","41.2","2.4","34.5","1.8","1400000US25017387201","Census Tract 3872.01, Middlesex County, Massachusetts"
"39.5","1.6","43.6","2.1","35.0","2.0","1400000US25017387202","Census Tract 3872.02, Middlesex County, Massachusetts"
"38.7","1.2","41.7","1.5","35.2","2.1","1400000US25017388100","Census Tract 3881, Middlesex County, Massachusetts"
"37.6","1.4","40.9","1.9","34.0","2.7","1400000US25017388200","Census Tract 3882, Middlesex County, Massachusetts"
"30.5","1.3","30.3","2.0","30.8","2.3","1400000US25017388300","Census Tract 3883, Middlesex County, Massachusetts"
"-","**","-","**","-","**","1400000US25017980000","Census Tract 9800, Middlesex County, Massachusetts"
"36.9","2.6","40.0","4.5","34.4","3.1","1400000US25021400100","Census Tract 4001, Norfolk County, Massachusetts"
"38.6","2.2","40.2","2.8","36.8","3.1","1400000US25021400200","Census Tract 4002, Norfolk County, Massachusetts"
"39.0","1.1","41.5","1.9","37.0","1.6","1400000US25021400300","Census Tract 4003, Norfolk County, Massachusetts"
"42.8","1.8","45.1","2.2","41.1","2.4","1400000US25021400400","Census Tract 4004, Norfolk County, Massachusetts"
"40.0","1.5","40.4","2.0","39.5","1.9","1400000US25021400500","Census Tract 4005, Norfolk County, Massachusetts"
"39.5","1.6","42.5","2.1","36.8","2.1","1400000US25021400600","Census Tract 4006, Norfolk County, Massachusetts"
"41.6","1.8","46.9","2.6","36.4","1.8","1400000US25021400700","Census Tract 4007, Norfolk County, Massachusetts"
"41.4","1.8","45.1","2.7","37.4","2.3","1400000US25021400800","Census Tract 4008, Norfolk County, Massachusetts"
"41.7","1.4","44.2","1.9","39.2","1.8","1400000US25021400900","Census Tract 4009, Norfolk County, Massachusetts"
"38.9","2.2","37.8","2.5","39.9","3.1","1400000US25021401000","Census Tract 4010, Norfolk County, Massachusetts"
"42.1","2.0","47.2","3.7","37.1","2.5","1400000US25021401100","Census Tract 4011, Norfolk County, Massachusetts"
"37.8","2.0","44.0","2.6","32.5","2.3","1400000US25021401200","Census Tract 4012, Norfolk County, Massachusetts"
"39.9","1.5","42.9","3.1","37.6","2.2","1400000US25021402101","Census Tract 4021.01, Norfolk County, Massachusetts"
"39.1","1.8","43.7","2.9","34.6","2.4","1400000US25021402102","Census Tract 4021.02, Norfolk County, Massachusetts"
"39.5","1.8","43.4","2.9","36.1","1.9","1400000US25021402200","Census Tract 4022, Norfolk County, Massachusetts"
"38.6","1.6","40.6","2.0","36.3","2.1","1400000US25021402300","Census Tract 4023, Norfolk County, Massachusetts"
"39.6","2.1","43.8","3.1","36.6","3.0","1400000US25021402400","Census Tract 4024, Norfolk County, Massachusetts"
"38.7","2.2","40.9","3.0","36.1","2.8","1400000US25021402500","Census Tract 4025, Norfolk County, Massachusetts"
"37.8","1.8","42.6","1.9","32.3","3.4","1400000US25021403100","Census Tract 4031, Norfolk County, Massachusetts"
"39.3","1.8","41.8","2.4","36.1","2.2","1400000US25021403300","Census Tract 4033, Norfolk County, Massachusetts"
"37.8","2.2","42.1","3.0","33.4","2.7","1400000US25021403400","Census Tract 4034, Norfolk County, Massachusetts"
"39.8","2.0","44.8","1.9","35.3","3.0","1400000US25021403500","Census Tract 4035, Norfolk County, Massachusetts"
"44.5","1.7","48.7","1.8","39.0","2.9","1400000US25021404100","Census Tract 4041, Norfolk County, Massachusetts"
"41.0","2.6","47.4","2.6","32.7","4.0","1400000US25021404201","Census Tract 4042.01, Norfolk County, Massachusetts"
"31.9","1.8","36.1","2.0","27.8","2.8","1400000US25021404202","Census Tract 4042.02, Norfolk County, Massachusetts"
"41.4","1.4","44.2","1.7","37.7","2.3","1400000US25021404301","Census Tract 4043.01, Norfolk County, Massachusetts"
"39.5","2.0","42.0","2.4","37.0","2.4","1400000US25021404302","Census Tract 4043.02, Norfolk County, Massachusetts"
"30.2","1.7","48.8","3.7","24.2","1.7","1400000US25021404400","Census Tract 4044, Norfolk County, Massachusetts"
"41.4","1.5","47.4","2.4","33.0","1.8","1400000US25021405100","Census Tract 4051, Norfolk County, Massachusetts"
"38.9","1.4","43.3","1.6","34.0","2.2","1400000US25021406101","Census Tract 4061.01, Norfolk County, Massachusetts"
"40.1","1.5","44.7","2.2","34.4","2.2","1400000US25021406102","Census Tract 4061.02, Norfolk County, Massachusetts"
"39.3","1.4","42.3","1.6","36.0","2.1","1400000US25021407100","Census Tract 4071, Norfolk County, Massachusetts"
"39.2","1.9","42.6","2.2","35.6","2.3","1400000US25021408101","Census Tract 4081.01, Norfolk County, Massachusetts"
"38.4","2.0","41.2","3.0","35.8","2.3","1400000US25021408102","Census Tract 4081.02, Norfolk County, Massachusetts"
"34.2","1.6","34.4","2.3","33.8","2.4","1400000US25021409101","Census Tract 4091.01, Norfolk County, Massachusetts"
"36.5","1.4","40.4","1.9","32.8","2.0","1400000US25021409102","Census Tract 4091.02, Norfolk County, Massachusetts"
"38.6","1.4","40.5","1.8","36.3","2.2","1400000US25021410100","Census Tract 4101, Norfolk County, Massachusetts"
"39.3","1.7","40.9","2.1","37.4","2.6","1400000US25021410300","Census Tract 4103, Norfolk County, Massachusetts"
"37.4","1.2","38.1","2.5","36.7","1.3","1400000US25021410400","Census Tract 4104, Norfolk County, Massachusetts"
"38.8","2.1","39.4","1.9","38.1","3.4","1400000US25021411100","Census Tract 4111, Norfolk County, Massachusetts"
"38.6","1.7","40.5","2.8","36.2","2.1","1400000US25021411200","Census Tract 4112, Norfolk County, Massachusetts"
"39.5","1.5","42.7","2.7","35.5","2.4","1400000US25021411301","Census Tract 4113.01, Norfolk County, Massachusetts"
"38.7","1.4","40.7","1.9","35.8","2.0","1400000US25021411302","Census Tract 4113.02, Norfolk County, Massachusetts"
"38.3","1.6","45.6","2.1","31.8","2.1","1400000US25021412100","Census Tract 4121, Norfolk County, Massachusetts"
"40.2","2.3","43.1","3.0","36.5","3.5","1400000US25021412200","Census Tract 4122, Norfolk County, Massachusetts"
"39.9","1.9","44.2","2.0","35.0","2.9","1400000US25021412300","Census Tract 4123, Norfolk County, Massachusetts"
"38.3","2.0","42.3","2.6","34.2","2.7","1400000US25021413100","Census Tract 4131, Norfolk County, Massachusetts"
"37.5","1.8","39.0","3.2","36.2","1.8","1400000US25021413200","Census Tract 4132, Norfolk County, Massachusetts"
"38.9","1.5","42.2","1.6","35.3","2.1","1400000US25021413300","Census Tract 4133, Norfolk County, Massachusetts"
"37.1","1.7","39.7","2.9","34.7","2.4","1400000US25021413401","Census Tract 4134.01, Norfolk County, Massachusetts"
"39.5","1.1","40.6","1.7","38.3","1.6","1400000US25021413402","Census Tract 4134.02, Norfolk County, Massachusetts"
"38.8","1.6","40.8","1.7","36.9","2.1","1400000US25021413500","Census Tract 4135, Norfolk County, Massachusetts"
"39.7","1.6","40.9","2.0","38.4","1.9","1400000US25021414100","Census Tract 4141, Norfolk County, Massachusetts"
"37.6","1.3","42.9","1.5","32.5","1.9","1400000US25021414200","Census Tract 4142, Norfolk County, Massachusetts"
"38.3","1.5","40.4","1.9","35.9","1.9","1400000US25021414300","Census Tract 4143, Norfolk County, Massachusetts"
"39.9","1.0","42.9","1.4","37.2","1.7","1400000US25021415101","Census Tract 4151.01, Norfolk County, Massachusetts"
"37.7","1.3","39.9","1.9","35.4","1.8","1400000US25021415102","Census Tract 4151.02, Norfolk County, Massachusetts"
"38.6","1.9","43.6","3.0","33.4","2.3","1400000US25021415200","Census Tract 4152, Norfolk County, Massachusetts"
"38.3","1.4","40.9","2.3","35.3","2.2","1400000US25021415300","Census Tract 4153, Norfolk County, Massachusetts"
"41.3","2.2","44.5","3.4","37.9","2.4","1400000US25021416101","Census Tract 4161.01, Norfolk County, Massachusetts"
"30.7","1.6","35.9","2.9","26.8","2.2","1400000US25021416102","Census Tract 4161.02, Norfolk County, Massachusetts"
"38.9","2.2","41.0","2.2","36.6","3.4","1400000US25021416200","Census Tract 4162, Norfolk County, Massachusetts"
"39.2","1.5","42.1","2.2","36.7","2.2","1400000US25021416300","Census Tract 4163, Norfolk County, Massachusetts"
"40.9","1.4","43.4","1.9","38.5","1.9","1400000US25021416400","Census Tract 4164, Norfolk County, Massachusetts"
"40.1","2.0","42.6","2.8","36.6","1.6","1400000US25021417100","Census Tract 4171, Norfolk County, Massachusetts"
"38.8","1.2","39.6","1.6","37.7","1.9","1400000US25021417200","Census Tract 4172, Norfolk County, Massachusetts"
"43.1","1.8","46.3","3.6","40.1","3.1","1400000US25021417300","Census Tract 4173, Norfolk County, Massachusetts"
"39.6","2.4","43.7","3.1","34.1","3.5","1400000US25021417400","Census Tract 4174, Norfolk County, Massachusetts"
"39.7","2.0","40.7","2.4","38.9","2.9","1400000US25021417501","Census Tract 4175.01, Norfolk County, Massachusetts"
"40.0","1.3","43.3","2.1","36.6","1.3","1400000US25021417502","Census Tract 4175.02, Norfolk County, Massachusetts"
"36.6","1.8","37.6","2.1","35.8","2.5","1400000US25021417601","Census Tract 4176.01, Norfolk County, Massachusetts"
"40.1","1.4","41.0","2.7","39.1","2.0","1400000US25021417602","Census Tract 4176.02, Norfolk County, Massachusetts"
"41.0","1.1","42.5","1.5","39.7","1.7","1400000US25021417701","Census Tract 4177.01, Norfolk County, Massachusetts"
"36.6","2.2","41.1","2.4","31.6","2.7","1400000US25021417702","Census Tract 4177.02, Norfolk County, Massachusetts"
"38.8","1.5","40.9","2.1","36.4","2.4","1400000US25021417801","Census Tract 4178.01, Norfolk County, Massachusetts"
"36.3","2.0","39.0","3.5","33.9","2.2","1400000US25021417802","Census Tract 4178.02, Norfolk County, Massachusetts"
"39.5","1.5","41.8","2.0","36.5","2.3","1400000US25021417901","Census Tract 4179.01, Norfolk County, Massachusetts"
"36.1","2.0","37.3","2.6","35.1","2.1","1400000US25021417902","Census Tract 4179.02, Norfolk County, Massachusetts"
"40.3","1.8","42.2","2.6","37.8","2.4","1400000US25021418002","Census Tract 4180.02, Norfolk County, Massachusetts"
"42.6","1.8","45.2","3.1","40.3","1.8","1400000US25021418003","Census Tract 4180.03, Norfolk County, Massachusetts"
"36.6","1.3","39.7","1.6","34.1","2.1","1400000US25021418004","Census Tract 4180.04, Norfolk County, Massachusetts"
"39.3","1.7","41.5","2.2","36.5","2.2","1400000US25021418101","Census Tract 4181.01, Norfolk County, Massachusetts"
"38.1","1.4","38.5","2.0","37.7","1.8","1400000US25021418102","Census Tract 4181.02, Norfolk County, Massachusetts"
"37.0","2.0","36.2","3.1","38.0","1.7","1400000US25021418200","Census Tract 4182, Norfolk County, Massachusetts"
"38.6","2.0","43.5","3.0","34.1","2.4","1400000US25021419100","Census Tract 4191, Norfolk County, Massachusetts"
"38.2","2.0","39.9","2.7","36.4","1.8","1400000US25021419200","Census Tract 4192, Norfolk County, Massachusetts"
"37.4","1.2","39.5","2.2","35.0","1.8","1400000US25021419300","Census Tract 4193, Norfolk County, Massachusetts"
"39.0","1.5","40.3","1.7","37.5","2.0","1400000US25021419400","Census Tract 4194, Norfolk County, Massachusetts"
"36.3","1.7","40.4","2.0","32.9","1.8","1400000US25021419500","Census Tract 4195, Norfolk County, Massachusetts"
"39.6","1.7","43.6","1.8","35.6","2.4","1400000US25021419600","Census Tract 4196, Norfolk County, Massachusetts"
"38.7","1.7","42.8","1.9","34.3","2.2","1400000US25021419700","Census Tract 4197, Norfolk County, Massachusetts"
"38.7","1.2","41.0","1.9","36.7","1.8","1400000US25021419800","Census Tract 4198, Norfolk County, Massachusetts"
"38.6","1.8","39.8","3.0","37.3","2.3","1400000US25021420100","Census Tract 4201, Norfolk County, Massachusetts"
"37.3","2.3","37.2","2.0","37.3","3.6","1400000US25021420201","Census Tract 4202.01, Norfolk County, Massachusetts"
"37.0","1.7","38.8","2.8","35.2","2.0","1400000US25021420202","Census Tract 4202.02, Norfolk County, Massachusetts"
"37.6","2.1","37.4","2.5","37.8","3.0","1400000US25021420301","Census Tract 4203.01, Norfolk County, Massachusetts"
"39.0","1.8","40.2","2.7","37.8","1.6","1400000US25021420302","Census Tract 4203.02, Norfolk County, Massachusetts"
"38.0","2.3","40.9","3.2","35.7","4.2","1400000US25021421100","Census Tract 4211, Norfolk County, Massachusetts"
"37.5","2.5","39.0","2.3","35.9","4.0","1400000US25021421200","Census Tract 4212, Norfolk County, Massachusetts"
"39.0","1.1","41.5","1.6","36.3","1.5","1400000US25021422100","Census Tract 4221, Norfolk County, Massachusetts"
"39.6","1.4","41.9","1.5","37.5","2.5","1400000US25021422200","Census Tract 4222, Norfolk County, Massachusetts"
"35.2","1.5","38.8","2.1","31.4","2.3","1400000US25021422301","Census Tract 4223.01, Norfolk County, Massachusetts"
"39.6","1.1","41.3","1.5","37.8","1.4","1400000US25021422302","Census Tract 4223.02, Norfolk County, Massachusetts"
"39.3","1.2","41.9","1.5","36.2","1.7","1400000US25021422400","Census Tract 4224, Norfolk County, Massachusetts"
"40.4","1.6","42.0","2.5","38.7","2.1","1400000US25021422501","Census Tract 4225.01, Norfolk County, Massachusetts"
"35.9","1.4","36.8","2.0","34.9","2.1","1400000US25021422502","Census Tract 4225.02, Norfolk County, Massachusetts"
"39.8","1.8","42.1","1.3","37.7","2.9","1400000US25021422600","Census Tract 4226, Norfolk County, Massachusetts"
"38.4","1.7","38.2","3.2","38.5","2.1","1400000US25021422700","Census Tract 4227, Norfolk County, Massachusetts"
"38.2","1.6","38.7","2.5","37.8","2.4","1400000US25021422800","Census Tract 4228, Norfolk County, Massachusetts"
"38.6","1.6","43.2","1.9","33.1","3.1","1400000US25021423100","Census Tract 4231, Norfolk County, Massachusetts"
"37.7","1.6","39.9","1.7","35.2","2.1","1400000US25021440100","Census Tract 4401, Norfolk County, Massachusetts"
"38.2","1.5","43.3","2.3","32.7","1.8","1400000US25021441202","Census Tract 4412.02, Norfolk County, Massachusetts"
"39.0","1.4","41.6","1.5","35.9","2.1","1400000US25021441203","Census Tract 4412.03, Norfolk County, Massachusetts"
"38.1","1.4","41.6","1.9","34.5","2.6","1400000US25021441204","Census Tract 4412.04, Norfolk County, Massachusetts"
"35.8","1.6","40.4","2.2","31.0","2.3","1400000US25021442101","Census Tract 4421.01, Norfolk County, Massachusetts"
"39.6","1.4","43.5","1.6","36.0","2.3","1400000US25021442102","Census Tract 4421.02, Norfolk County, Massachusetts"
"37.7","1.6","39.8","2.6","35.2","2.5","1400000US25021442103","Census Tract 4421.03, Norfolk County, Massachusetts"
"38.6","1.4","42.2","1.7","34.4","2.5","1400000US25021442201","Census Tract 4422.01, Norfolk County, Massachusetts"
"38.8","1.6","41.5","2.2","36.1","1.9","1400000US25021442202","Census Tract 4422.02, Norfolk County, Massachusetts"
"38.3","1.1","40.8","1.4","35.3","2.0","1400000US25021443101","Census Tract 4431.01, Norfolk County, Massachusetts"
"39.1","1.2","41.2","1.6","36.6","1.7","1400000US25021443102","Census Tract 4431.02, Norfolk County, Massachusetts"
"38.7","1.6","42.0","2.3","36.0","2.2","1400000US25021456101","Census Tract 4561.01, Norfolk County, Massachusetts"
"36.5","1.4","37.5","2.2","35.3","1.5","1400000US25021456102","Census Tract 4561.02, Norfolk County, Massachusetts"
"39.6","1.4","42.2","2.3","37.1","1.9","1400000US25021456200","Census Tract 4562, Norfolk County, Massachusetts"
"35.6","2.6","38.9","3.8","32.3","2.4","1400000US25021456301","Census Tract 4563.01, Norfolk County, Massachusetts"
"35.7","2.2","39.2","4.2","32.7","3.2","1400000US25021456302","Census Tract 4563.02, Norfolk County, Massachusetts"
"36.6","1.5","39.2","2.1","34.5","1.7","1400000US25021456401","Census Tract 4564.01, Norfolk County, Massachusetts"
"36.7","1.6","40.2","2.2","33.0","2.5","1400000US25021456402","Census Tract 4564.02, Norfolk County, Massachusetts"
"38.9","1.2","41.7","1.7","36.1","1.5","1400000US25021457100","Census Tract 4571, Norfolk County, Massachusetts"
"39.3","1.8","44.3","2.2","34.0","2.6","1400000US25021457200","Census Tract 4572, Norfolk County, Massachusetts"
"38.6","1.6","40.8","1.9","36.7","2.3","1400000US25023500101","Census Tract 5001.01, Plymouth County, Massachusetts"
"40.8","2.6","44.6","3.8","38.0","3.0","1400000US25023500103","Census Tract 5001.03, Plymouth County, Massachusetts"
"37.9","1.8","40.9","2.2","34.9","2.1","1400000US25023500104","Census Tract 5001.04, Plymouth County, Massachusetts"
"37.6","1.6","41.2","2.1","32.7","2.6","1400000US25023501101","Census Tract 5011.01, Plymouth County, Massachusetts"
"40.1","1.3","44.6","2.0","34.9","1.9","1400000US25023501102","Census Tract 5011.02, Plymouth County, Massachusetts"
"38.2","1.8","43.2","2.5","32.4","2.3","1400000US25023501201","Census Tract 5012.01, Plymouth County, Massachusetts"
"39.6","2.4","43.0","2.7","35.6","3.8","1400000US25023501202","Census Tract 5012.02, Plymouth County, Massachusetts"
"39.9","1.2","42.9","1.6","35.7","2.3","1400000US25023502101","Census Tract 5021.01, Plymouth County, Massachusetts"
"39.4","2.3","42.7","2.8","36.5","2.4","1400000US25023502102","Census Tract 5021.02, Plymouth County, Massachusetts"
"39.4","1.3","41.7","2.3","37.4","2.2","1400000US25023502200","Census Tract 5022, Plymouth County, Massachusetts"
"38.2","1.7","42.7","1.6","34.0","2.7","1400000US25023503101","Census Tract 5031.01, Plymouth County, Massachusetts"
"37.7","1.5","40.2","1.9","34.7","2.0","1400000US25023503102","Census Tract 5031.02, Plymouth County, Massachusetts"
"40.1","1.4","43.5","2.1","36.1","2.2","1400000US25023504101","Census Tract 5041.01, Plymouth County, Massachusetts"
"38.5","1.3","41.7","1.8","34.9","1.9","1400000US25023504102","Census Tract 5041.02, Plymouth County, Massachusetts"
"39.5","1.6","44.3","2.2","33.9","2.4","1400000US25023505101","Census Tract 5051.01, Plymouth County, Massachusetts"
"40.3","1.6","45.1","2.4","34.6","2.1","1400000US25023505102","Census Tract 5051.02, Plymouth County, Massachusetts"
"39.1","1.8","43.9","2.1","34.4","2.7","1400000US25023505200","Census Tract 5052, Plymouth County, Massachusetts"
"37.7","1.2","41.7","1.6","33.8","1.6","1400000US25023506101","Census Tract 5061.01, Plymouth County, Massachusetts"
"40.7","1.7","44.2","2.1","37.2","2.6","1400000US25023506102","Census Tract 5061.02, Plymouth County, Massachusetts"
"38.4","1.5","42.0","1.8","34.3","2.0","1400000US25023506202","Census Tract 5062.02, Plymouth County, Massachusetts"
"37.0","1.8","40.8","2.8","33.6","2.5","1400000US25023506203","Census Tract 5062.03, Plymouth County, Massachusetts"
"38.2","1.8","40.9","3.7","35.3","2.1","1400000US25023506204","Census Tract 5062.04, Plymouth County, Massachusetts"
"39.6","1.1","43.0","1.7","35.8","1.8","1400000US25023507101","Census Tract 5071.01, Plymouth County, Massachusetts"
"40.1","2.0","46.0","2.4","32.8","2.8","1400000US25023507103","Census Tract 5071.03, Plymouth County, Massachusetts"
"36.4","2.0","38.6","2.8","33.8","3.2","1400000US25023507104","Census Tract 5071.04, Plymouth County, Massachusetts"
"38.2","1.2","39.7","1.9","36.3","1.5","1400000US25023508101","Census Tract 5081.01, Plymouth County, Massachusetts"
"38.1","1.2","41.6","2.0","34.3","1.5","1400000US25023508102","Census Tract 5081.02, Plymouth County, Massachusetts"
"37.9","2.2","42.6","1.9","33.1","3.5","1400000US25023508200","Census Tract 5082, Plymouth County, Massachusetts"
"36.4","2.0","39.8","2.5","33.3","2.8","1400000US25023509101","Census Tract 5091.01, Plymouth County, Massachusetts"
"40.1","1.7","42.9","1.8","37.0","2.3","1400000US25023509102","Census Tract 5091.02, Plymouth County, Massachusetts"
"38.4","1.8","39.0","2.0","37.6","3.1","1400000US25023510100","Census Tract 5101, Plymouth County, Massachusetts"
"35.7","1.6","36.7","2.1","34.8","2.0","1400000US25023510200","Census Tract 5102, Plymouth County, Massachusetts"
"35.4","1.8","37.8","3.6","33.2","2.2","1400000US25023510300","Census Tract 5103, Plymouth County, Massachusetts"
"35.7","1.8","36.1","2.7","35.3","2.0","1400000US25023510400","Census Tract 5104, Plymouth County, Massachusetts"
"37.7","2.2","38.7","4.1","36.7","1.8","1400000US25023510501","Census Tract 5105.01, Plymouth County, Massachusetts"
"34.7","1.6","37.2","3.5","33.0","2.3","1400000US25023510502","Census Tract 5105.02, Plymouth County, Massachusetts"
"35.6","2.6","38.5","3.3","33.2","2.9","1400000US25023510503","Census Tract 5105.03, Plymouth County, Massachusetts"
"39.4","1.5","39.3","2.2","39.5","2.1","1400000US25023510600","Census Tract 5106, Plymouth County, Massachusetts"
"39.5","1.6","38.9","2.2","40.0","2.4","1400000US25023510700","Census Tract 5107, Plymouth County, Massachusetts"
"35.9","1.6","37.8","2.0","34.3","2.3","1400000US25023510800","Census Tract 5108, Plymouth County, Massachusetts"
"34.3","3.5","38.7","3.5","29.6","5.3","1400000US25023510900","Census Tract 5109, Plymouth County, Massachusetts"
"33.6","2.5","34.2","4.2","33.1","2.7","1400000US25023511000","Census Tract 5110, Plymouth County, Massachusetts"
"39.5","2.1","41.7","2.8","37.1","2.3","1400000US25023511100","Census Tract 5111, Plymouth County, Massachusetts"
"35.1","1.7","36.5","2.3","34.0","1.9","1400000US25023511200","Census Tract 5112, Plymouth County, Massachusetts"
"35.5","1.8","36.4","3.2","34.6","1.7","1400000US25023511301","Census Tract 5113.01, Plymouth County, Massachusetts"
"37.4","1.5","39.5","2.8","36.1","1.7","1400000US25023511302","Census Tract 5113.02, Plymouth County, Massachusetts"
"37.1","1.1","38.4","1.9","36.1","1.7","1400000US25023511400","Census Tract 5114, Plymouth County, Massachusetts"
"36.4","1.2","37.6","1.1","35.4","1.9","1400000US25023511500","Census Tract 5115, Plymouth County, Massachusetts"
"38.4","1.3","39.5","2.1","37.3","1.6","1400000US25023511600","Census Tract 5116, Plymouth County, Massachusetts"
"38.3","1.8","39.2","2.6","37.3","1.8","1400000US25023511701","Census Tract 5117.01, Plymouth County, Massachusetts"
"39.7","1.4","40.4","2.7","38.9","1.2","1400000US25023511702","Census Tract 5117.02, Plymouth County, Massachusetts"
"38.6","2.1","41.2","2.6","36.0","2.4","1400000US25023520100","Census Tract 5201, Plymouth County, Massachusetts"
"38.3","1.6","42.4","1.9","33.3","1.7","1400000US25023520201","Census Tract 5202.01, Plymouth County, Massachusetts"
"39.8","1.5","43.8","2.2","36.0","2.1","1400000US25023520202","Census Tract 5202.02, Plymouth County, Massachusetts"
"38.5","1.3","41.1","2.1","35.5","2.0","1400000US25023521101","Census Tract 5211.01, Plymouth County, Massachusetts"
"37.4","1.8","40.2","2.9","33.9","2.4","1400000US25023521102","Census Tract 5211.02, Plymouth County, Massachusetts"
"36.1","1.3","40.9","1.9","31.4","1.9","1400000US25023521201","Census Tract 5212.01, Plymouth County, Massachusetts"
"36.6","1.2","40.2","1.9","33.2","2.0","1400000US25023521202","Census Tract 5212.02, Plymouth County, Massachusetts"
"36.4","1.3","40.1","2.0","31.6","1.8","1400000US25023522101","Census Tract 5221.01, Plymouth County, Massachusetts"
"36.6","1.3","40.2","1.8","33.0","1.8","1400000US25023522102","Census Tract 5221.02, Plymouth County, Massachusetts"
"37.5","1.4","41.7","1.5","33.3","2.0","1400000US25023523100","Census Tract 5231, Plymouth County, Massachusetts"
"37.6","1.5","41.0","1.8","34.1","2.2","1400000US25023523201","Census Tract 5232.01, Plymouth County, Massachusetts"
"38.3","1.3","41.2","1.6","35.1","2.1","1400000US25023523202","Census Tract 5232.02, Plymouth County, Massachusetts"
"37.4","1.9","41.8","2.6","32.5","2.0","1400000US25023524101","Census Tract 5241.01, Plymouth County, Massachusetts"
"39.1","1.3","41.9","2.4","35.8","1.8","1400000US25023524102","Census Tract 5241.02, Plymouth County, Massachusetts"
"35.7","3.3","40.9","2.2","31.6","4.4","1400000US25023525101","Census Tract 5251.01, Plymouth County, Massachusetts"
"38.8","2.2","43.3","3.3","34.7","2.7","1400000US25023525104","Census Tract 5251.04, Plymouth County, Massachusetts"
"37.5","1.6","41.0","2.4","33.9","2.9","1400000US25023525203","Census Tract 5252.03, Plymouth County, Massachusetts"
"37.3","1.3","40.3","1.9","33.5","1.7","1400000US25023525204","Census Tract 5252.04, Plymouth County, Massachusetts"
"null","null","null","null","null","null","1400000US25023525300","Census Tract 5253, Plymouth County, Massachusetts"
"37.7","1.6","42.1","2.1","33.2","1.8","1400000US25023526100","Census Tract 5261, Plymouth County, Massachusetts"
"38.7","1.1","39.7","1.8","37.6","1.4","1400000US25023530100","Census Tract 5301, Plymouth County, Massachusetts"
"42.5","2.7","43.7","2.7","41.3","3.4","1400000US25023530200","Census Tract 5302, Plymouth County, Massachusetts"
