"B08301_001E","B08301_001M","B08301_002E","B08301_002M","B08301_003E","B08301_003M","B08301_004E","B08301_004M","B08301_005E","B08301_005M","B08301_006E","B08301_006M","B08301_007E","B08301_007M","B08301_008E","B08301_008M","B08301_009E","B08301_009M","B08301_010E","B08301_010M","B08301_011E","B08301_011M","B08301_012E","B08301_012M","B08301_013E","B08301_013M","B08301_014E","B08301_014M","B08301_015E","B08301_015M","B08301_016E","B08301_016M","B08301_017E","B08301_017M","B08301_018E","B08301_018M","B08301_019E","B08301_019M","B08301_020E","B08301_020M","B08301_021E","B08301_021M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Car, truck, or van:","Margin of Error!!Total:!!Car, truck, or van:","Estimate!!Total:!!Car, truck, or van:!!Drove alone","Margin of Error!!Total:!!Car, truck, or van:!!Drove alone","Estimate!!Total:!!Car, truck, or van:!!Carpooled:","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Estimate!!Total:!!Public transportation (excluding taxicab):","Margin of Error!!Total:!!Public transportation (excluding taxicab):","Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Bus","Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","Estimate!!Total:!!Taxicab","Margin of Error!!Total:!!Taxicab","Estimate!!Total:!!Motorcycle","Margin of Error!!Total:!!Motorcycle","Estimate!!Total:!!Bicycle","Margin of Error!!Total:!!Bicycle","Estimate!!Total:!!Walked","Margin of Error!!Total:!!Walked","Estimate!!Total:!!Other means","Margin of Error!!Total:!!Other means","Estimate!!Total:!!Worked from home","Margin of Error!!Total:!!Worked from home","id","Geographic Area Name"
"2313","254","1836","250","1644","242","192","108","173","107","9","13","10","16","0","17","0","17","82","50","53","43","0","17","19","23","10","15","0","17","0","17","0","17","0","17","72","68","240","123","83","65","1400000US25017383102","Census Tract 3831.02, Middlesex County, Massachusetts"
"3696","528","3093","578","2507","543","586","451","241","148","256","388","15","23","74","104","0","17","134","89","0","17","23","36","111","79","0","17","0","17","21","35","0","17","0","17","90","68","205","222","153","122","1400000US25017383200","Census Tract 3832, Middlesex County, Massachusetts"
"1632","201","1278","192","1073","209","205","107","172","92","0","12","33","52","0","12","0","12","119","68","30","31","16","29","73","55","0","12","0","12","30","34","0","12","0","12","22","25","92","88","91","80","1400000US25017383300","Census Tract 3833, Middlesex County, Massachusetts"
"3825","513","2845","385","2522","318","323","167","267","186","56","65","0","17","0","17","0","17","236","172","19","30","22","50","195","158","0","17","0","17","23","40","0","17","0","17","322","371","234","202","165","128","1400000US25017383400","Census Tract 3834, Middlesex County, Massachusetts"
"2762","288","2400","307","2107","311","293","121","258","113","22","33","0","17","13","20","0","17","125","72","20","23","0","17","105","69","0","17","0","17","0","17","0","17","17","25","48","45","50","50","122","79","1400000US25017383501","Census Tract 3835.01, Middlesex County, Massachusetts"
"2164","257","1307","185","1153","162","154","80","118","74","36","53","0","12","0","12","0","12","209","89","105","72","10","15","94","48","0","12","0","12","0","12","13","20","0","12","315","107","15","20","305","133","1400000US25017383502","Census Tract 3835.02, Middlesex County, Massachusetts"
"3772","338","3234","325","3045","360","189","141","40","39","149","135","0","17","0","17","0","17","129","101","12","21","5","12","112","90","0","17","0","17","0","17","0","17","0","17","212","167","77","79","120","83","1400000US25017383600","Census Tract 3836, Middlesex County, Massachusetts"
"3184","324","2901","325","2683","335","218","207","218","207","0","17","0","17","0","17","0","17","45","48","0","17","10","18","35","41","0","17","0","17","0","17","0","17","0","17","144","101","14","22","80","60","1400000US25017383700","Census Tract 3837, Middlesex County, Massachusetts"
"3650","265","3159","302","3110","306","49","50","49","50","0","17","0","17","0","17","0","17","217","114","20","33","33","38","164","108","0","17","0","17","0","17","0","17","15","24","0","17","0","17","259","100","1400000US25017383800","Census Tract 3838, Middlesex County, Massachusetts"
"4185","353","3813","360","3354","370","459","267","302","219","15","24","59","78","83","133","0","17","59","55","21","34","0","17","38","44","0","17","0","17","0","17","18","29","0","17","0","17","36","39","259","128","1400000US25017383901","Census Tract 3839.01, Middlesex County, Massachusetts"
"3012","240","2695","241","2562","231","133","67","85","54","36","43","12","17","0","17","0","17","131","51","14","16","10","17","107","47","0","17","0","17","0","17","0","17","0","17","9","14","24","37","153","62","1400000US25017383902","Census Tract 3839.02, Middlesex County, Massachusetts"
"833","109","768","106","690","108","78","57","59","41","19","31","0","12","0","12","0","12","21","12","0","12","0","12","21","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","44","28","1400000US25017384001","Census Tract 3840.01, Middlesex County, Massachusetts"
"3273","303","2790","348","2607","337","183","105","160","103","23","37","0","17","0","17","0","17","164","113","17","29","48","74","99","74","0","17","0","17","26","41","0","17","0","17","0","17","0","17","293","118","1400000US25017384002","Census Tract 3840.02, Middlesex County, Massachusetts"
"4223","257","3636","270","3535","265","101","65","101","65","0","17","0","17","0","17","0","17","348","117","7","12","59","54","282","104","0","17","0","17","0","17","13","22","0","17","55","53","0","17","171","97","1400000US25017385100","Census Tract 3851, Middlesex County, Massachusetts"
"1556","174","1417","187","1179","160","238","113","238","113","0","12","0","12","0","12","0","12","66","41","0","12","11","18","55","38","0","12","0","12","0","12","0","12","0","12","0","12","51","44","22","24","1400000US25017385201","Census Tract 3852.01, Middlesex County, Massachusetts"
"4412","316","3716","340","3542","323","174","106","134","91","0","17","23","33","0","17","17","27","522","173","29","46","13","21","480","167","0","17","0","17","0","17","0","17","0","17","0","17","21","33","153","75","1400000US25017385202","Census Tract 3852.02, Middlesex County, Massachusetts"
"2242","185","1601","190","1551","179","50","39","50","39","0","12","0","12","0","12","0","12","315","104","26","37","29","29","248","94","0","12","12","20","0","12","0","12","0","12","35","31","15","19","276","95","1400000US25017386100","Census Tract 3861, Middlesex County, Massachusetts"
"2252","175","1858","196","1714","211","144","76","144","76","0","12","0","12","0","12","0","12","109","58","8","20","19","30","74","43","8","13","0","12","0","12","0","12","0","12","29","33","39","43","217","87","1400000US25017387100","Census Tract 3871, Middlesex County, Massachusetts"
"3397","276","2883","317","2694","303","189","113","107","86","39","67","43","47","0","17","0","17","224","102","0","17","35","36","189","98","0","17","0","17","0","17","0","17","15","24","39","44","0","17","236","105","1400000US25017387201","Census Tract 3872.01, Middlesex County, Massachusetts"
"2190","141","1921","160","1802","150","119","62","49","32","54","47","16","25","0","12","0","12","38","29","12","19","0","12","26","23","0","12","0","12","0","12","0","12","0","12","12","18","12","19","207","79","1400000US25017387202","Census Tract 3872.02, Middlesex County, Massachusetts"
"3109","188","2644","180","2483","184","161","79","133","76","28","25","0","17","0","17","0","17","195","82","0","17","43","42","152","70","0","17","0","17","0","17","29","31","0","17","14","22","12","19","215","86","1400000US25017388100","Census Tract 3881, Middlesex County, Massachusetts"
"3390","327","3029","371","2885","395","144","96","107","78","37","57","0","17","0","17","0","17","78","62","0","17","24","38","54","50","0","17","0","17","0","17","0","17","0","17","56","88","12","20","215","139","1400000US25017388200","Census Tract 3882, Middlesex County, Massachusetts"
"2084","310","1416","257","1188","293","228","112","166","94","33","36","10","20","0","17","19","29","113","67","87","64","0","17","26","25","0","17","0","17","0","17","0","17","0","17","463","136","27","31","65","49","1400000US25017388300","Census Tract 3883, Middlesex County, Massachusetts"
"0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1400000US25017980000","Census Tract 9800, Middlesex County, Massachusetts"
"2724","369","743","210","615","186","128","102","100","82","0","17","23","37","5","9","0","17","774","263","145","94","551","220","18","28","60","67","0","17","0","17","0","17","92","64","923","231","18","29","174","97","1400000US25021400100","Census Tract 4001, Norfolk County, Massachusetts"
"3213","369","1059","239","976","219","83","88","83","88","0","17","0","17","0","17","0","17","939","211","104","68","718","199","14","25","103","70","0","17","0","17","0","17","273","131","678","180","17","26","247","125","1400000US25021400200","Census Tract 4002, Norfolk County, Massachusetts"
"2610","279","958","172","821","168","137","59","34","23","88","53","0","12","15","19","0","12","673","150","142","79","407","124","12","18","112","68","0","12","0","12","0","12","192","88","514","150","34","32","239","81","1400000US25021400300","Census Tract 4003, Norfolk County, Massachusetts"
"3229","374","1155","244","1057","226","98","65","90","65","0","17","0","17","0","17","8","19","1166","219","85","61","706","223","19","29","356","121","0","17","0","17","0","17","190","143","476","164","30","34","212","89","1400000US25021400400","Census Tract 4004, Norfolk County, Massachusetts"
"3423","433","1005","221","813","218","192","104","191","103","0","17","0","17","0","17","1","4","1483","418","474","307","850","274","38","42","121","98","0","17","52","39","0","17","172","113","414","166","0","17","297","148","1400000US25021400500","Census Tract 4005, Norfolk County, Massachusetts"
"3349","358","1296","269","1109","248","187","133","187","133","0","17","0","17","0","17","0","17","1379","336","118","91","895","341","21","33","345","145","0","17","19","31","0","17","189","109","141","89","29","43","296","125","1400000US25021400600","Census Tract 4006, Norfolk County, Massachusetts"
"1964","203","530","105","457","93","73","54","71","56","0","12","0","12","2","6","0","12","633","169","68","40","467","155","9","14","89","55","0","12","0","12","0","12","227","95","343","107","37","32","194","72","1400000US25021400700","Census Tract 4007, Norfolk County, Massachusetts"
"2637","332","723","236","684","229","39","38","29","34","10","16","0","17","0","17","0","17","779","190","40","39","576","158","14","23","149","125","0","17","15","26","15","24","179","114","778","182","74","74","74","58","1400000US25021400800","Census Tract 4008, Norfolk County, Massachusetts"
"2242","247","531","118","487","113","44","33","44","33","0","12","0","12","0","12","0","12","746","244","196","74","306","97","160","230","84","54","0","12","16","18","0","12","99","56","712","162","14","17","124","63","1400000US25021400900","Census Tract 4009, Norfolk County, Massachusetts"
"1808","182","763","140","604","118","159","83","151","83","8","13","0","12","0","12","0","12","434","140","89","59","313","120","0","12","32","27","0","12","11","16","0","12","226","146","230","76","7","10","137","58","1400000US25021401000","Census Tract 4010, Norfolk County, Massachusetts"
"1739","199","1017","128","879","130","138","63","120","62","9","27","0","12","9","14","0","12","298","86","47","32","213","82","0","12","38","31","0","12","20","22","0","12","95","51","168","81","33","28","108","49","1400000US25021401100","Census Tract 4011, Norfolk County, Massachusetts"
"3137","321","2261","284","1969","277","292","129","212","110","34","40","32","49","12","18","2","4","414","179","184","140","214","114","0","17","16","26","0","17","14","22","11","19","3","5","156","66","21","31","257","104","1400000US25021401200","Census Tract 4012, Norfolk County, Massachusetts"
"2139","210","1842","220","1728","228","114","66","94","65","12","19","8","17","0","12","0","12","147","66","17","20","55","47","75","47","0","12","0","12","0","12","0","12","10","17","25","28","0","12","115","65","1400000US25021402101","Census Tract 4021.01, Norfolk County, Massachusetts"
"2464","229","1750","260","1628","229","122","76","116","76","6","9","0","12","0","12","0","12","305","113","53","47","60","42","184","83","8","12","0","12","20","32","0","12","6","10","195","76","122","84","66","42","1400000US25021402102","Census Tract 4021.02, Norfolk County, Massachusetts"
"1363","118","1152","129","1077","118","75","49","69","48","6","8","0","12","0","12","0","12","121","49","36","25","17","26","68","31","0","12","0","12","0","12","0","12","4","7","28","27","12","13","46","34","1400000US25021402200","Census Tract 4022, Norfolk County, Massachusetts"
"2335","212","1834","216","1666","214","168","83","162","83","6","11","0","12","0","12","0","12","286","87","0","12","56","41","222","76","8","14","0","12","0","12","0","12","0","12","21","23","0","12","194","86","1400000US25021402300","Census Tract 4023, Norfolk County, Massachusetts"
"3439","319","2658","308","2364","388","294","203","261","207","33","39","0","17","0","17","0","17","433","158","40","44","89","74","304","126","0","17","0","17","0","17","0","17","0","17","48","51","100","115","200","105","1400000US25021402400","Census Tract 4024, Norfolk County, Massachusetts"
"1716","208","1267","174","1219","177","48","30","34","27","0","12","0","12","0","12","14","22","191","82","79","64","0","12","112","48","0","12","0","12","0","12","0","12","0","12","77","72","53","71","128","53","1400000US25021402500","Census Tract 4025, Norfolk County, Massachusetts"
"3315","274","2334","233","2114","248","220","124","220","124","0","17","0","17","0","17","0","17","533","156","1","3","57","45","463","152","12","20","0","17","0","17","0","17","0","17","83","54","0","17","365","121","1400000US25021403100","Census Tract 4031, Norfolk County, Massachusetts"
"2119","159","1681","176","1607","172","74","43","66","41","8","12","0","12","0","12","0","12","265","87","8","14","32","28","225","86","0","12","0","12","8","14","0","12","0","12","42","29","0","12","123","48","1400000US25021403300","Census Tract 4033, Norfolk County, Massachusetts"
"3129","279","2223","271","2108","267","115","98","70","66","45","71","0","17","0","17","0","17","314","120","0","17","81","55","203","91","30","34","0","17","18","28","0","17","21","33","209","115","47","72","297","115","1400000US25021403400","Census Tract 4034, Norfolk County, Massachusetts"
"3158","309","2403","309","2247","303","156","86","156","86","0","17","0","17","0","17","0","17","373","126","61","61","100","76","212","99","0","17","0","17","0","17","0","17","12","21","60","62","34","41","276","117","1400000US25021403500","Census Tract 4035, Norfolk County, Massachusetts"
"1786","148","1344","166","1152","166","192","75","185","75","7","12","0","12","0","12","0","12","207","79","32","43","36","32","131","63","8","13","0","12","0","12","0","12","0","12","23","25","13","22","199","82","1400000US25021404100","Census Tract 4041, Norfolk County, Massachusetts"
"1305","128","982","119","921","115","61","37","61","37","0","12","0","12","0","12","0","12","156","72","0","12","9","14","147","70","0","12","0","12","0","12","0","12","9","20","8","12","0","12","150","58","1400000US25021404201","Census Tract 4042.01, Norfolk County, Massachusetts"
"2081","169","1082","139","886","137","196","72","167","67","0","17","0","17","8","13","21","23","196","71","0","17","33","29","163","65","0","17","0","17","0","17","0","17","2","4","436","120","4","8","361","91","1400000US25021404202","Census Tract 4042.02, Norfolk County, Massachusetts"
"2415","171","1860","177","1602","163","258","134","221","131","37","40","0","17","0","17","0","17","230","78","18","20","44","37","168","67","0","17","0","17","0","17","0","17","10","15","36","34","20","29","259","85","1400000US25021404301","Census Tract 4043.01, Norfolk County, Massachusetts"
"1824","182","1296","189","1199","190","97","60","70","52","21","33","0","12","0","12","6","9","330","82","0","12","49","34","275","76","6","11","0","12","0","12","0","12","0","12","25","21","0","12","173","74","1400000US25021404302","Census Tract 4043.02, Norfolk County, Massachusetts"
"2973","289","1355","184","1174","165","181","77","125","72","0","17","21","23","20","24","15","22","258","95","34","31","20","22","204","82","0","17","0","17","6","9","15","18","23","26","924","207","18","20","374","122","1400000US25021404400","Census Tract 4044, Norfolk County, Massachusetts"
"2678","166","1916","171","1757","178","159","78","142","67","17","25","0","17","0","17","0","17","232","71","10","16","84","45","138","57","0","17","0","17","14","22","0","17","0","17","92","54","0","17","424","149","1400000US25021405100","Census Tract 4051, Norfolk County, Massachusetts"
"2820","205","2230","191","2064","190","166","78","159","79","7","10","0","17","0","17","0","17","273","75","12","18","19","20","233","70","9","16","0","17","0","17","0","17","0","17","69","46","27","25","221","81","1400000US25021406101","Census Tract 4061.01, Norfolk County, Massachusetts"
"3239","244","2294","283","2061","305","233","171","177","156","12","20","44","71","0","17","0","17","337","132","57","86","11","18","269","103","0","17","0","17","0","17","0","17","9","15","35","43","12","18","552","177","1400000US25021406102","Census Tract 4061.02, Norfolk County, Massachusetts"
"4406","277","3851","308","3526","351","325","203","311","201","0","17","0","17","14","23","0","17","193","89","0","17","0","17","193","89","0","17","0","17","0","17","0","17","62","79","49","49","20","33","231","109","1400000US25021407100","Census Tract 4071, Norfolk County, Massachusetts"
"4556","319","4024","350","3728","346","296","113","220","105","42","51","21","33","13","20","0","17","149","81","1","2","39","45","109","77","0","17","0","17","0","17","0","17","0","17","10","17","23","35","350","141","1400000US25021408101","Census Tract 4081.01, Norfolk County, Massachusetts"
"2898","230","2469","229","2359","216","110","66","70","42","0","17","40","48","0","17","0","17","139","52","0","17","20","23","119","51","0","17","0","17","0","17","10","16","13","21","50","38","17","27","200","69","1400000US25021408102","Census Tract 4081.02, Norfolk County, Massachusetts"
"2134","207","1697","165","1657","168","40","41","40","41","0","17","0","17","0","17","0","17","224","84","7","13","20","20","197","80","0","17","0","17","0","17","0","17","0","17","12","19","20","22","181","62","1400000US25021409101","Census Tract 4091.01, Norfolk County, Massachusetts"
"2913","196","2314","218","2280","219","34","30","34","30","0","17","0","17","0","17","0","17","300","86","0","17","17","19","283","87","0","17","0","17","15","22","0","17","0","17","44","40","7","11","233","82","1400000US25021409102","Census Tract 4091.02, Norfolk County, Massachusetts"
"3371","307","2992","312","2795","328","197","113","125","72","41","70","0","17","17","29","14","23","233","107","0","17","88","81","145","79","0","17","0","17","0","17","0","17","0","17","20","33","0","17","126","65","1400000US25021410100","Census Tract 4101, Norfolk County, Massachusetts"
"2336","191","1928","202","1806","214","122","105","109","101","0","12","13","25","0","12","0","12","223","75","0","12","17","18","206","73","0","12","0","12","0","12","0","12","0","12","18","20","0","12","167","96","1400000US25021410300","Census Tract 4103, Norfolk County, Massachusetts"
"3365","273","3014","304","2880","321","134","98","94","81","0","17","0","17","40","64","0","17","140","76","0","17","15","26","110","69","0","17","15","24","0","17","0","17","0","17","15","23","17","26","179","95","1400000US25021410400","Census Tract 4104, Norfolk County, Massachusetts"
"4302","381","3606","365","3235","303","371","235","371","235","0","17","0","17","0","17","0","17","488","153","50","77","148","117","276","107","14","23","0","17","0","17","0","17","0","17","14","22","14","21","180","91","1400000US25021411100","Census Tract 4111, Norfolk County, Massachusetts"
"3910","309","3020","296","2748","321","272","168","171","104","75","119","0","17","0","17","26","43","526","183","0","17","144","70","382","177","0","17","0","17","0","17","19","29","0","17","53","52","68","101","224","122","1400000US25021411200","Census Tract 4112, Norfolk County, Massachusetts"
"2462","195","1962","214","1843","187","119","83","119","83","0","17","0","17","0","17","0","17","305","131","0","17","16","26","289","129","0","17","0","17","0","17","0","17","0","17","0","17","20","32","175","96","1400000US25021411301","Census Tract 4113.01, Norfolk County, Massachusetts"
"1816","181","1472","175","1323","177","149","101","85","84","64","59","0","12","0","12","0","12","134","58","0","12","43","34","91","50","0","12","0","12","0","12","0","12","42","46","30","35","0","12","138","60","1400000US25021411302","Census Tract 4113.02, Norfolk County, Massachusetts"
"3330","287","2533","317","2273","278","260","179","144","140","65","97","51","86","0","17","0","17","555","160","0","17","37","41","518","148","0","17","0","17","0","17","0","17","0","17","0","17","0","17","242","119","1400000US25021412100","Census Tract 4121, Norfolk County, Massachusetts"
"1709","180","1146","219","1054","207","92","48","58","40","11","17","0","12","11","15","12","19","318","101","9","15","20","22","289","103","0","12","0","12","0","12","0","12","0","12","0","12","18","19","227","82","1400000US25021412200","Census Tract 4122, Norfolk County, Massachusetts"
"2780","329","2108","352","1934","281","174","139","92","76","81","109","0","17","0","17","1","2","366","110","0","17","60","45","292","96","14","23","0","17","0","17","0","17","0","17","60","45","9","14","237","104","1400000US25021412300","Census Tract 4123, Norfolk County, Massachusetts"
"2761","435","2377","394","2187","386","190","107","168","109","8","14","0","17","0","17","14","23","301","152","33","51","37","56","231","138","0","17","0","17","0","17","0","17","0","17","17","23","19","30","47","45","1400000US25021413100","Census Tract 4131, Norfolk County, Massachusetts"
"3529","297","2744","327","2538","326","206","105","206","105","0","17","0","17","0","17","0","17","364","126","99","99","64","59","201","93","0","17","0","17","0","17","0","17","0","17","273","198","0","17","148","108","1400000US25021413200","Census Tract 4132, Norfolk County, Massachusetts"
"2832","211","2276","197","2149","201","127","65","121","63","0","17","0","17","0","17","6","10","347","108","27","42","101","74","219","80","0","17","0","17","0","17","9","14","0","17","38","36","21","32","141","60","1400000US25021413300","Census Tract 4133, Norfolk County, Massachusetts"
"1796","201","1422","204","1316","217","106","48","59","36","38","32","0","12","0","12","9","14","221","90","46","54","33","36","142","66","0","12","0","12","9","15","21","30","0","12","44","33","35","43","44","31","1400000US25021413401","Census Tract 4134.01, Norfolk County, Massachusetts"
"2538","244","2045","260","1733","227","312","103","266","110","46","47","0","12","0","12","0","12","317","106","0","12","14","20","303","105","0","12","0","12","0","12","0","12","0","12","37","30","38","34","101","64","1400000US25021413402","Census Tract 4134.02, Norfolk County, Massachusetts"
"2789","238","2367","221","1991","285","376","159","340","153","36","34","0","12","0","12","0","12","167","71","7","12","18","21","131","63","11","17","0","12","0","12","0","12","0","12","111","83","27","39","117","78","1400000US25021413500","Census Tract 4135, Norfolk County, Massachusetts"
"2955","313","2136","296","2035","286","101","82","65","53","36","59","0","17","0","17","0","17","623","182","12","17","35","40","576","177","0","17","0","17","0","17","0","17","0","17","15","24","0","17","181","84","1400000US25021414100","Census Tract 4141, Norfolk County, Massachusetts"
"3777","251","2780","268","2598","268","182","107","172","107","10","16","0","17","0","17","0","17","721","177","0","17","67","55","654","186","0","17","0","17","0","17","0","17","0","17","0","17","0","17","276","111","1400000US25021414200","Census Tract 4142, Norfolk County, Massachusetts"
"2650","206","1877","219","1785","216","92","54","92","54","0","17","0","17","0","17","0","17","480","136","0","17","97","70","383","117","0","17","0","17","0","17","0","17","8","12","59","37","0","17","226","96","1400000US25021414300","Census Tract 4143, Norfolk County, Massachusetts"
"2573","290","1956","309","1854","298","102","63","83","62","0","12","0","12","0","12","19","16","421","95","0","12","49","38","372","98","0","12","0","12","20","24","0","12","0","12","5","9","8","12","163","65","1400000US25021415101","Census Tract 4151.01, Norfolk County, Massachusetts"
"4535","417","3660","484","3161","408","499","274","484","275","15","25","0","17","0","17","0","17","614","204","75","116","170","106","369","154","0","17","0","17","0","17","0","17","0","17","104","66","0","17","157","126","1400000US25021415102","Census Tract 4151.02, Norfolk County, Massachusetts"
"2996","305","2636","306","2368","327","268","120","221","113","17","27","30","45","0","17","0","17","143","95","4","10","52","57","87","81","0","17","0","17","18","29","0","17","0","17","0","17","0","17","199","101","1400000US25021415200","Census Tract 4152, Norfolk County, Massachusetts"
"2061","178","1603","178","1558","180","45","29","45","29","0","12","0","12","0","12","0","12","305","106","0","12","41","33","264","107","0","12","0","12","0","12","0","12","0","12","1","2","0","12","152","76","1400000US25021415300","Census Tract 4153, Norfolk County, Massachusetts"
"2629","235","2054","224","1838","186","216","118","117","84","99","85","0","17","0","17","0","17","250","95","0","17","250","95","0","17","0","17","0","17","0","17","0","17","9","15","126","89","0","17","190","102","1400000US25021416101","Census Tract 4161.01, Norfolk County, Massachusetts"
"1746","207","1177","166","1036","148","141","60","110","49","5","11","0","12","12","19","14","20","101","40","15","18","43","34","43","31","0","12","0","12","0","12","14","19","0","12","254","88","17","18","183","63","1400000US25021416102","Census Tract 4161.02, Norfolk County, Massachusetts"
"3841","358","2855","300","2504","297","351","174","235","156","23","42","51","52","0","17","42","54","498","179","100","72","309","156","71","58","18","29","0","17","108","104","0","17","6","10","211","132","63","75","100","80","1400000US25021416200","Census Tract 4162, Norfolk County, Massachusetts"
"2551","200","1773","166","1608","165","165","81","136","74","0","12","0","12","0","12","29","27","479","114","41","37","385","98","39","42","14","18","0","12","0","12","15","25","29","35","49","38","28","31","178","85","1400000US25021416300","Census Tract 4163, Norfolk County, Massachusetts"
"3026","204","2442","236","2034","242","408","162","385","162","23","29","0","17","0","17","0","17","414","140","19","24","395","140","0","17","0","17","0","17","0","17","0","17","28","37","33","36","28","37","81","66","1400000US25021416400","Census Tract 4164, Norfolk County, Massachusetts"
"3195","368","1824","326","1630","280","194","106","132","82","59","66","0","12","3","7","0","12","1125","286","48","61","1041","307","36","57","0","12","0","12","0","12","0","12","20","24","97","99","2","4","127","106","1400000US25021417100","Census Tract 4171, Norfolk County, Massachusetts"
"4773","422","2624","402","1962","440","662","274","554","276","50","46","49","47","0","17","9","16","1597","394","301","281","1228","280","68","80","0","17","0","17","72","67","0","17","0","17","339","236","32","34","109","85","1400000US25021417200","Census Tract 4172, Norfolk County, Massachusetts"
"1578","191","1078","180","972","170","106","96","106","96","0","12","0","12","0","12","0","12","424","105","62","51","352","96","0","12","10","17","0","12","0","12","0","12","0","12","27","30","10","16","39","30","1400000US25021417300","Census Tract 4173, Norfolk County, Massachusetts"
"1421","153","1294","154","1199","169","95","65","88","64","7","12","0","12","0","12","0","12","56","51","0","12","47","48","0","12","0","12","9","16","0","12","0","12","10","15","13","20","0","12","48","31","1400000US25021417400","Census Tract 4174, Norfolk County, Massachusetts"
"3026","377","1979","323","1698","291","281","169","220","163","43","62","0","17","18","27","0","17","851","231","108","117","685","185","58","55","0","17","0","17","25","33","0","17","0","17","103","61","0","17","68","59","1400000US25021417501","Census Tract 4175.01, Norfolk County, Massachusetts"
"2880","350","1739","297","1186","191","553","234","260","127","104","81","22","33","144","139","23","24","970","192","123","93","811","187","6","12","30","36","0","12","0","12","0","12","0","12","81","61","20","34","70","64","1400000US25021417502","Census Tract 4175.02, Norfolk County, Massachusetts"
"2753","340","1675","271","1367","248","308","134","119","81","93","78","44","55","20","25","32","31","659","199","87","93","560","199","12","19","0","12","0","12","0","12","6","12","0","12","264","115","4","8","145","103","1400000US25021417601","Census Tract 4176.01, Norfolk County, Massachusetts"
"2644","259","1766","273","1501","264","265","131","165","97","49","49","13","21","0","12","38","39","619","220","48","56","571","199","0","12","0","12","0","12","0","12","0","12","32","39","118","87","12","22","97","73","1400000US25021417602","Census Tract 4176.02, Norfolk County, Massachusetts"
"3011","345","1211","270","1107","273","104","87","92","85","0","17","12","20","0","17","0","17","1489","218","172","132","1297","230","20","31","0","17","0","17","0","17","0","17","0","17","52","50","36","37","223","107","1400000US25021417701","Census Tract 4177.01, Norfolk County, Massachusetts"
"1590","185","1060","162","822","147","238","113","226","113","0","12","3","9","0","12","9","14","359","123","15","23","344","114","0","12","0","12","0","12","0","12","0","12","21","49","104","86","39","57","7","13","1400000US25021417702","Census Tract 4177.02, Norfolk County, Massachusetts"
"2827","248","2378","258","2032","276","346","152","310","150","4","16","32","48","0","12","0","12","333","133","161","117","144","64","28","38","0","12","0","12","0","12","0","12","0","12","31","48","15","24","70","60","1400000US25021417801","Census Tract 4178.01, Norfolk County, Massachusetts"
"1364","186","1199","195","1047","190","152","70","111","62","30","28","0","12","0","12","11","17","137","57","61","50","76","40","0","12","0","12","0","12","0","12","0","12","14","22","0","12","0","12","14","15","1400000US25021417802","Census Tract 4178.02, Norfolk County, Massachusetts"
"3581","441","2140","316","1893","322","247","127","219","116","28","45","0","17","0","17","0","17","1097","297","358","211","710","196","29","50","0","17","0","17","24","28","0","17","56","73","245","245","2","5","17","27","1400000US25021417901","Census Tract 4179.01, Norfolk County, Massachusetts"
"2086","231","1329","229","1069","188","260","99","221","93","11","18","19","22","0","12","9","21","659","174","106","97","522","166","31","28","0","12","0","12","0","12","0","12","15","23","62","48","0","12","21","23","1400000US25021417902","Census Tract 4179.02, Norfolk County, Massachusetts"
