"B08301_001E","B08301_001M","B08301_002E","B08301_002M","B08301_003E","B08301_003M","B08301_004E","B08301_004M","B08301_005E","B08301_005M","B08301_006E","B08301_006M","B08301_007E","B08301_007M","B08301_008E","B08301_008M","B08301_009E","B08301_009M","B08301_010E","B08301_010M","B08301_011E","B08301_011M","B08301_012E","B08301_012M","B08301_013E","B08301_013M","B08301_014E","B08301_014M","B08301_015E","B08301_015M","B08301_016E","B08301_016M","B08301_017E","B08301_017M","B08301_018E","B08301_018M","B08301_019E","B08301_019M","B08301_020E","B08301_020M","B08301_021E","B08301_021M","GEO_ID","NAME"
"Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Car, truck, or van:","Margin of Error!!Total:!!Car, truck, or van:","Estimate!!Total:!!Car, truck, or van:!!Drove alone","Margin of Error!!Total:!!Car, truck, or van:!!Drove alone","Estimate!!Total:!!Car, truck, or van:!!Carpooled:","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Estimate!!Total:!!Public transportation (excluding taxicab):","Margin of Error!!Total:!!Public transportation (excluding taxicab):","Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Bus","Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","Estimate!!Total:!!Taxicab","Margin of Error!!Total:!!Taxicab","Estimate!!Total:!!Motorcycle","Margin of Error!!Total:!!Motorcycle","Estimate!!Total:!!Bicycle","Margin of Error!!Total:!!Bicycle","Estimate!!Total:!!Walked","Margin of Error!!Total:!!Walked","Estimate!!Total:!!Other means","Margin of Error!!Total:!!Other means","Estimate!!Total:!!Worked from home","Margin of Error!!Total:!!Worked from home","id","Geographic Area Name"
"3213","501","984","254","837","231","147","116","137","117","10","16","0","17","0","17","0","17","1791","399","253","126","1431","313","107","156","0","17","0","17","19","23","0","17","0","17","325","152","46","50","48","47","1400000US25025050200","Census Tract 502, Suffolk County, Massachusetts"
"1202","233","524","151","441","143","83","57","39","41","11","17","0","12","0","12","33","37","527","142","6","10","489","138","32","53","0","12","0","12","8","12","0","12","10","15","49","49","8","11","76","49","1400000US25025050300","Census Tract 503, Suffolk County, Massachusetts"
"1561","231","343","125","254","95","89","72","19","24","21","36","16","26","0","12","33","52","1140","234","21","22","1110","240","0","12","9","19","0","12","4","7","0","12","0","12","62","41","0","12","12","13","1400000US25025050400","Census Tract 504, Suffolk County, Massachusetts"
"1286","182","324","81","294","70","30","25","30","25","0","12","0","12","0","12","0","12","785","206","46","32","729","201","10","15","0","12","0","12","0","12","0","12","14","13","77","39","39","41","47","34","1400000US25025050500","Census Tract 505, Suffolk County, Massachusetts"
"1751","288","565","171","366","117","199","132","58","55","68","77","73","83","0","12","0","12","1066","261","221","163","827","235","0","12","18","19","0","12","0","12","0","12","0","12","74","44","0","12","46","49","1400000US25025050600","Census Tract 506, Suffolk County, Massachusetts"
"3399","536","744","259","592","226","152","89","59","72","27","43","59","72","0","17","7","13","2232","423","252","182","1980","396","0","17","0","17","0","17","9","13","0","17","0","17","300","137","20","35","94","75","1400000US25025050700","Census Tract 507, Suffolk County, Massachusetts"
"2774","445","1009","216","850","204","159","103","95","80","29","46","35","57","0","12","0","12","1517","414","109","98","1388","408","20","27","0","12","0","12","0","12","0","12","0","12","182","80","0","12","66","62","1400000US25025050901","Census Tract 509.01, Suffolk County, Massachusetts"
"2528","327","1215","208","929","192","286","123","264","118","22","33","0","12","0","12","0","12","1144","348","67","43","1077","340","0","12","0","12","0","12","24","38","0","12","9","16","76","54","0","12","60","67","1400000US25025051000","Census Tract 510, Suffolk County, Massachusetts"
"4416","657","1966","370","1641","341","325","177","116","86","0","17","138","121","0","17","71","84","2086","496","182","149","1904","482","0","17","0","17","0","17","51","80","0","17","13","21","128","91","48","76","124","114","1400000US25025051101","Census Tract 511.01, Suffolk County, Massachusetts"
"1959","249","764","198","696","192","68","48","49","39","0","12","0","12","19","28","0","12","1053","252","51","50","969","250","0","12","12","18","21","23","26","42","0","12","0","12","62","62","30","47","24","21","1400000US25025051200","Census Tract 512, Suffolk County, Massachusetts"
"2682","311","1582","250","1452","269","130","77","119","76","11","17","0","12","0","12","0","12","793","182","690","172","103","69","0","12","0","12","0","12","21","24","0","12","57","57","161","108","39","67","29","27","1400000US25025060101","Census Tract 601.01, Suffolk County, Massachusetts"
"1578","200","763","112","589","108","174","69","174","69","0","12","0","12","0","12","0","12","671","175","488","137","179","105","0","12","0","12","4","7","0","12","15","23","7","12","72","42","5","7","45","35","1400000US25025060200","Census Tract 602, Suffolk County, Massachusetts"
"2669","282","1090","196","950","189","140","71","99","64","41","34","0","12","0","12","0","12","1230","234","1075","208","132","69","0","12","12","17","11","20","60","56","43","55","55","75","161","94","0","12","30","28","1400000US25025060301","Census Tract 603.01, Suffolk County, Massachusetts"
"3892","606","2016","444","1894","422","122","126","122","126","0","17","0","17","0","17","0","17","1353","308","1037","298","301","156","0","17","15","23","0","17","13","24","0","17","0","17","347","176","26","31","137","91","1400000US25025060400","Census Tract 604, Suffolk County, Massachusetts"
"3198","338","1536","273","1366","253","170","97","170","97","0","12","0","12","0","12","0","12","1098","242","860","237","238","131","0","12","0","12","0","12","81","63","0","12","41","33","248","118","110","91","84","55","1400000US25025060501","Census Tract 605.01, Suffolk County, Massachusetts"
"3314","320","1137","200","1083","190","54","42","43","38","11","18","0","12","0","12","0","12","650","140","245","106","391","112","14","19","0","12","0","12","40","40","0","12","94","74","1208","195","29","45","156","83","1400000US25025060600","Census Tract 606, Suffolk County, Massachusetts"
"753","119","296","81","272","72","24","26","12","18","12","19","0","12","0","12","0","12","343","88","192","69","151","71","0","12","0","12","0","12","0","12","0","12","3","6","83","43","7","11","21","21","1400000US25025060700","Census Tract 607, Suffolk County, Massachusetts"
"3446","385","1586","340","1425","308","161","152","120","137","41","62","0","12","0","12","0","12","1223","265","460","182","709","210","41","62","13","20","0","12","34","37","0","12","12","19","391","162","117","154","83","67","1400000US25025060800","Census Tract 608, Suffolk County, Massachusetts"
"1597","267","708","205","606","199","102","57","78","49","24","29","0","12","0","12","0","12","588","179","348","144","240","118","0","12","0","12","0","12","17","20","0","12","0","12","223","85","20","25","41","42","1400000US25025061000","Census Tract 610, Suffolk County, Massachusetts"
"887","142","347","102","293","104","54","43","35","36","0","12","6","9","0","12","13","20","422","90","168","64","254","86","0","12","0","12","0","12","14","21","0","12","0","12","93","51","11","18","0","12","1400000US25025061101","Census Tract 611.01, Suffolk County, Massachusetts"
"3629","398","1328","212","1090","212","238","131","238","131","0","12","0","12","0","12","0","12","1198","279","182","85","987","272","29","32","0","12","0","12","42","50","19","29","128","105","723","204","29","46","162","76","1400000US25025061200","Census Tract 612, Suffolk County, Massachusetts"
"3939","414","699","206","650","194","49","41","46","43","0","17","0","17","3","7","0","17","739","182","121","77","529","158","44","41","45","44","0","17","21","26","17","27","30","36","2102","385","98","90","233","113","1400000US25025070101","Census Tract 701.01, Suffolk County, Massachusetts"
"2186","331","328","124","254","112","74","50","28","33","8","13","0","17","30","35","8","13","418","122","25","26","363","117","30","27","0","17","0","17","5","7","0","17","66","72","1251","287","53","52","65","43","1400000US25025070200","Census Tract 702, Suffolk County, Massachusetts"
"2949","349","715","222","715","222","0","12","0","12","0","12","0","12","0","12","0","12","652","176","47","45","496","160","109","90","0","12","0","12","72","65","0","12","88","82","1193","295","132","126","97","65","1400000US25025070300","Census Tract 703, Suffolk County, Massachusetts"
"1265","128","465","88","340","73","125","62","88","57","13","20","13","22","6","9","5","10","227","65","64","33","163","61","0","12","0","12","0","12","17","15","0","12","52","28","467","89","8","9","29","18","1400000US25025070402","Census Tract 704.02, Suffolk County, Massachusetts"
"3358","376","869","298","727","255","142","114","61","97","52","83","29","35","0","17","0","17","774","222","454","185","295","130","25","29","0","17","0","17","78","60","50","57","152","85","1326","336","22","34","87","58","1400000US25025070500","Census Tract 705, Suffolk County, Massachusetts"
"1651","234","570","160","501","148","69","63","44","42","25","26","0","12","0","12","0","12","344","92","104","57","111","54","121","67","8","11","0","12","41","52","0","12","61","42","496","121","10","15","129","69","1400000US25025070600","Census Tract 706, Suffolk County, Massachusetts"
"1589","216","403","126","380","123","23","33","23","33","0","12","0","12","0","12","0","12","471","146","46","43","398","146","27","32","0","12","0","12","11","17","0","12","25","22","487","144","106","69","86","89","1400000US25025070700","Census Tract 707, Suffolk County, Massachusetts"
"2590","413","544","265","506","259","38","43","19","31","0","12","0","12","0","12","19","30","795","181","148","70","613","182","34","40","0","12","0","12","0","12","38","67","44","43","874","250","122","125","173","95","1400000US25025070800","Census Tract 708, Suffolk County, Massachusetts"
"2000","224","571","132","468","115","103","60","103","60","0","12","0","12","0","12","0","12","629","155","309","111","252","107","68","62","0","12","0","12","8","12","9","15","114","67","583","157","0","12","86","48","1400000US25025070900","Census Tract 709, Suffolk County, Massachusetts"
"2076","322","476","148","434","145","42","49","30","44","0","12","12","24","0","12","0","12","601","178","343","148","227","114","31","53","0","12","0","12","0","12","0","12","233","101","644","164","0","12","122","84","1400000US25025071101","Census Tract 711.01, Suffolk County, Massachusetts"
"1594","262","577","128","441","105","136","73","90","54","34","54","0","12","0","12","12","28","424","216","97","68","321","172","0","12","6","10","0","12","22","23","0","12","50","42","477","134","0","12","44","42","1400000US25025071201","Census Tract 712.01, Suffolk County, Massachusetts"
"766","184","287","111","241","102","46","38","18","22","0","12","16","25","12","19","0","12","311","118","252","110","59","49","0","12","0","12","0","12","0","12","0","12","6","11","154","63","8","14","0","12","1400000US25025080100","Census Tract 801, Suffolk County, Massachusetts"
"1055","189","516","153","369","152","147","100","124","98","13","19","0","12","10","15","0","12","393","138","362","136","31","34","0","12","0","12","0","12","17","20","0","12","38","31","34","29","27","35","30","33","1400000US25025080300","Census Tract 803, Suffolk County, Massachusetts"
"1088","183","497","147","411","137","86","61","72","57","0","12","14","23","0","12","0","12","423","119","292","102","106","62","25","28","0","12","0","12","0","12","0","12","25","24","138","87","3","6","2","7","1400000US25025080401","Census Tract 804.01, Suffolk County, Massachusetts"
"1406","268","640","218","581","203","59","61","54","60","0","12","5","8","0","12","0","12","555","146","352","116","203","118","0","12","0","12","0","12","0","12","0","12","26","39","127","66","0","12","58","59","1400000US25025080500","Census Tract 805, Suffolk County, Massachusetts"
"1517","284","353","131","266","123","87","49","58","42","0","12","21","26","8","11","0","12","578","165","357","151","206","85","15","23","0","12","0","12","7","11","0","12","19","21","527","169","0","12","33","33","1400000US25025080601","Census Tract 806.01, Suffolk County, Massachusetts"
"1707","200","336","126","288","111","48","45","27","31","5","10","8","13","3","7","5","10","503","133","306","119","197","105","0","12","0","12","0","12","10","15","0","12","0","12","778","147","26","38","54","53","1400000US25025080801","Census Tract 808.01, Suffolk County, Massachusetts"
"2095","258","472","149","377","118","95","68","76","62","0","12","12","18","7","10","0","12","890","207","123","88","684","192","7","10","76","49","0","12","0","12","0","12","85","107","597","141","0","12","51","51","1400000US25025080900","Census Tract 809, Suffolk County, Massachusetts"
"2185","321","535","173","441","165","94","87","28","34","11","19","55","87","0","17","0","17","902","236","187","90","571","185","45","52","99","102","0","17","9","14","0","17","36","46","694","220","9","17","0","17","1400000US25025081001","Census Tract 810.01, Suffolk County, Massachusetts"
"2158","221","698","158","617","151","81","51","81","51","0","12","0","12","0","12","0","12","852","176","232","105","498","156","15","23","107","69","0","12","0","12","0","12","41","30","443","126","0","12","124","77","1400000US25025081100","Census Tract 811, Suffolk County, Massachusetts"
"1431","258","577","151","519","139","58","49","58","49","0","12","0","12","0","12","0","12","548","165","195","81","330","123","19","29","4","10","0","12","8","13","0","12","87","66","180","130","0","12","31","30","1400000US25025081200","Census Tract 812, Suffolk County, Massachusetts"
"1963","537","795","398","750","385","45","75","0","12","45","75","0","12","0","12","0","12","1038","403","777","363","191","150","43","74","27","90","0","12","0","12","0","12","17","31","81","98","0","12","32","66","1400000US25025081300","Census Tract 813, Suffolk County, Massachusetts"
"1771","256","663","192","595","189","68","45","68","45","0","12","0","12","0","12","0","12","640","169","196","115","435","136","0","12","9","13","0","12","20","33","0","12","52","47","298","128","29","32","69","57","1400000US25025081400","Census Tract 814, Suffolk County, Massachusetts"
"1204","248","562","147","483","141","79","54","65","50","6","10","0","12","8","16","0","12","496","167","383","163","113","54","0","12","0","12","0","12","19","26","0","12","25","21","75","53","19","29","8","11","1400000US25025081500","Census Tract 815, Suffolk County, Massachusetts"
"1554","260","867","196","759","173","108","76","108","76","0","12","0","12","0","12","0","12","593","133","513","133","80","58","0","12","0","12","0","12","0","12","0","12","0","12","83","62","11","18","0","12","1400000US25025081700","Census Tract 817, Suffolk County, Massachusetts"
"1333","288","735","222","678","205","57","51","57","51","0","12","0","12","0","12","0","12","494","153","423","132","55","59","16","24","0","12","0","12","3","6","0","12","0","12","93","64","0","12","8","15","1400000US25025081800","Census Tract 818, Suffolk County, Massachusetts"
"1726","356","686","204","421","164","265","148","192","144","60","55","13","20","0","12","0","12","860","249","683","242","177","114","0","12","0","12","0","12","0","12","0","12","49","64","126","96","0","12","5","9","1400000US25025081900","Census Tract 819, Suffolk County, Massachusetts"
"1444","270","816","182","719","190","97","70","97","70","0","12","0","12","0","12","0","12","628","204","545","191","47","60","0","12","0","12","36","42","0","12","0","12","0","12","0","12","0","12","0","12","1400000US25025082000","Census Tract 820, Suffolk County, Massachusetts"
"2526","497","1100","410","967","397","133","135","115","136","18","30","0","17","0","17","0","17","1211","385","850","351","334","160","0","17","27","44","0","17","0","17","0","17","0","17","153","136","46","70","16","26","1400000US25025082100","Census Tract 821, Suffolk County, Massachusetts"
"2218","292","1281","263","1150","247","131","98","102","82","29","43","0","17","0","17","0","17","744","192","628","180","116","71","0","17","0","17","0","17","0","17","0","17","0","17","148","98","0","17","45","50","1400000US25025090100","Census Tract 901, Suffolk County, Massachusetts"
"794","152","343","100","309","91","34","33","34","33","0","12","0","12","0","12","0","12","330","104","299","98","31","31","0","12","0","12","0","12","0","12","0","12","11","17","87","63","23","33","0","12","1400000US25025090200","Census Tract 902, Suffolk County, Massachusetts"
"1140","263","616","186","536","165","80","74","63","71","17","27","0","12","0","12","0","12","478","164","401","140","77","85","0","12","0","12","0","12","0","12","0","12","18","28","28","33","0","12","0","12","1400000US25025090300","Census Tract 903, Suffolk County, Massachusetts"
