"B25024_001E","B25024_001M","B25024_002E","B25024_002M","B25024_003E","B25024_003M","B25024_004E","B25024_004M","B25024_005E","B25024_005M","B25024_006E","B25024_006M","B25024_007E","B25024_007M","B25024_008E","B25024_008M","B25024_009E","B25024_009M","B25024_010E","B25024_010M","B25024_011E","B25024_011M","GEO_ID","NAME"
"1249","53","465","88","83","56","253","95","295","102","131","95","16","24","6","10","0","12","0","12","0","12","1400000US25017310400","Census Tract 3104, Middlesex County, Massachusetts"
"1264","52","409","112","104","60","307","93","325","107","77","58","32","53","0","12","0","12","10","18","0","12","1400000US25017310500","Census Tract 3105, Middlesex County, Massachusetts"
"2136","99","773","126","150","92","24","39","65","61","343","158","369","137","225","138","187","137","0","17","0","17","1400000US25017310601","Census Tract 3106.01, Middlesex County, Massachusetts"
"2299","109","1033","186","70","86","429","179","134","108","102","65","327","151","92","70","112","83","0","17","0","17","1400000US25017310602","Census Tract 3106.02, Middlesex County, Massachusetts"
"1571","67","290","91","103","62","410","122","360","120","193","94","58","39","23","37","134","49","0","12","0","12","1400000US25017310700","Census Tract 3107, Middlesex County, Massachusetts"
"892","46","114","45","67","28","180","61","135","56","106","43","41","28","90","31","137","37","0","12","22","25","1400000US25017311100","Census Tract 3111, Middlesex County, Massachusetts"
"1149","69","169","63","135","81","181","74","292","89","232","89","119","67","12","19","0","12","9","15","0","12","1400000US25017311200","Census Tract 3112, Middlesex County, Massachusetts"
"1459","63","412","81","102","70","333","111","189","92","237","94","113","64","48","49","25","30","0","12","0","12","1400000US25017311300","Census Tract 3113, Middlesex County, Massachusetts"
"2555","94","566","152","81","49","211","114","181","124","246","118","491","175","719","203","60","65","0","17","0","17","1400000US25017311400","Census Tract 3114, Middlesex County, Massachusetts"
"1054","70","420","105","65","50","307","101","103","71","17","18","96","77","46","64","0","12","0","12","0","12","1400000US25017311500","Census Tract 3115, Middlesex County, Massachusetts"
"1928","54","1120","128","48","44","412","125","194","97","109","85","45","48","0","17","0","17","0","17","0","17","1400000US25017311600","Census Tract 3116, Middlesex County, Massachusetts"
"1605","66","680","120","120","77","462","125","195","82","57","47","67","56","18","30","6","9","0","17","0","17","1400000US25017311700","Census Tract 3117, Middlesex County, Massachusetts"
"1072","56","245","94","63","62","353","100","259","97","89","68","63","42","0","12","0","12","0","12","0","12","1400000US25017311800","Census Tract 3118, Middlesex County, Massachusetts"
"1237","42","87","54","31","26","228","101","157","76","195","97","100","58","376","96","63","45","0","12","0","12","1400000US25017311900","Census Tract 3119, Middlesex County, Massachusetts"
"1038","50","277","76","108","58","219","72","325","78","75","45","20","20","14","16","0","12","0","12","0","12","1400000US25017312000","Census Tract 3120, Middlesex County, Massachusetts"
"1281","51","106","64","78","49","378","105","200","79","208","107","46","40","6","10","253","89","6","10","0","12","1400000US25017312100","Census Tract 3121, Middlesex County, Massachusetts"
"1774","51","867","139","217","87","266","113","85","64","31","29","48","34","226","72","8","14","26","21","0","12","1400000US25017312200","Census Tract 3122, Middlesex County, Massachusetts"
"2017","93","1062","157","274","99","159","88","92","67","45","70","306","139","79","51","0","17","0","17","0","17","1400000US25017312300","Census Tract 3123, Middlesex County, Massachusetts"
"1029","44","108","44","55","29","227","55","257","67","67","41","17","15","145","48","146","43","7","10","0","12","1400000US25017312400","Census Tract 3124, Middlesex County, Massachusetts"
"1782","49","1231","87","26","33","151","79","176","52","91","53","29","28","78","40","0","12","0","12","0","12","1400000US25017312501","Census Tract 3125.01, Middlesex County, Massachusetts"
"1649","57","1146","87","43","31","49","31","78","39","24","23","165","57","85","50","59","38","0","12","0","12","1400000US25017312502","Census Tract 3125.02, Middlesex County, Massachusetts"
"2329","158","1623","142","305","134","62","56","54","40","128","93","24","37","105","62","28","41","0","17","0","17","1400000US25017313101","Census Tract 3131.01, Middlesex County, Massachusetts"
"2232","94","1683","167","201","105","92","91","30","33","0","17","14","22","160","77","52","82","0","17","0","17","1400000US25017313102","Census Tract 3131.02, Middlesex County, Massachusetts"
"2474","81","1822","166","76","102","15","23","84","99","208","93","56","49","187","80","26","38","0","17","0","17","1400000US25017314101","Census Tract 3141.01, Middlesex County, Massachusetts"
"3078","96","1722","191","297","110","20","25","144","79","394","168","109","81","254","100","138","98","0","17","0","17","1400000US25017314102","Census Tract 3141.02, Middlesex County, Massachusetts"
"1980","102","1251","158","94","70","321","136","62","60","135","70","16","27","101","97","0","12","0","12","0","12","1400000US25017314200","Census Tract 3142, Middlesex County, Massachusetts"
"3272","160","2216","179","137","74","164","132","157","108","66","68","366","145","137","64","29","33","0","17","0","17","1400000US25017314301","Census Tract 3143.01, Middlesex County, Massachusetts"
"1037","41","976","67","16","17","0","12","0","12","0","12","5","9","0","12","40","49","0","12","0","12","1400000US25017314302","Census Tract 3143.02, Middlesex County, Massachusetts"
"2009","79","1704","100","155","54","10","15","40","45","40","42","0","17","29","45","31","44","0","17","0","17","1400000US25017315100","Census Tract 3151, Middlesex County, Massachusetts"
"3771","164","1941","246","446","138","91","114","98","62","166","138","482","165","212","140","216","97","119","60","0","17","1400000US25017315200","Census Tract 3152, Middlesex County, Massachusetts"
"1757","51","765","92","374","71","0","12","64","64","64","37","93","52","230","81","167","83","0","12","0","12","1400000US25017315401","Census Tract 3154.01, Middlesex County, Massachusetts"
"1207","37","1048","54","105","44","0","12","0","12","0","12","0","12","36","28","18","27","0","12","0","12","1400000US25017315402","Census Tract 3154.02, Middlesex County, Massachusetts"
"557","50","487","46","32","33","0","12","0","12","0","12","0","12","7","10","31","38","0","12","0","12","1400000US25017315403","Census Tract 3154.03, Middlesex County, Massachusetts"
"2862","75","2523","114","155","67","28","33","23","39","76","61","19","29","0","17","38","28","0","17","0","17","1400000US25017315500","Census Tract 3155, Middlesex County, Massachusetts"
"1760","43","1608","68","48","37","83","40","21","22","0","17","0","17","0","17","0","17","0","17","0","17","1400000US25017316101","Census Tract 3161.01, Middlesex County, Massachusetts"
"2413","87","1930","151","93","49","99","71","47","55","132","113","13","24","84","49","15","22","0","17","0","17","1400000US25017316102","Census Tract 3161.02, Middlesex County, Massachusetts"
"1503","64","1351","68","91","38","32","36","20","21","9","14","0","12","0","12","0","12","0","12","0","12","1400000US25017316201","Census Tract 3162.01, Middlesex County, Massachusetts"
"1554","30","1381","92","39","39","125","86","0","12","0","12","9","14","0","12","0","12","0","12","0","12","1400000US25017316202","Census Tract 3162.02, Middlesex County, Massachusetts"
"3564","159","1614","190","94","71","52","45","56","90","44","52","391","166","975","246","338","130","0","17","0","17","1400000US25017316300","Census Tract 3163, Middlesex County, Massachusetts"
"2198","61","1956","89","122","54","68","48","23","24","0","17","11","17","18","27","0","17","0","17","0","17","1400000US25017316400","Census Tract 3164, Middlesex County, Massachusetts"
"2501","83","1424","178","189","82","263","143","128","65","12","19","82","51","200","75","0","17","203","120","0","17","1400000US25017316500","Census Tract 3165, Middlesex County, Massachusetts"
"2927","65","1342","133","206","79","80","63","77","70","65","54","348","146","415","113","286","145","108","64","0","17","1400000US25017317101","Census Tract 3171.01, Middlesex County, Massachusetts"
"1672","33","1299","92","160","79","36","26","33","32","22","25","122","58","0","12","0","12","0","12","0","12","1400000US25017317102","Census Tract 3171.02, Middlesex County, Massachusetts"
"1747","37","1670","48","9","15","68","38","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1400000US25017317103","Census Tract 3171.03, Middlesex County, Massachusetts"
"1014","30","1014","30","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1400000US25017317201","Census Tract 3172.01, Middlesex County, Massachusetts"
"1231","32","1205","36","0","12","0","12","0","12","0","12","26","19","0","12","0","12","0","12","0","12","1400000US25017317202","Census Tract 3172.02, Middlesex County, Massachusetts"
"1622","55","1098","97","99","41","50","43","33","24","43","33","66","43","98","46","135","74","0","12","0","12","1400000US25017317203","Census Tract 3172.03, Middlesex County, Massachusetts"
"1154","50","714","72","103","54","42","25","15","18","17","19","59","36","133","49","71","39","0","12","0","12","1400000US25017317301","Census Tract 3173.01, Middlesex County, Massachusetts"
"2543","47","1203","149","464","132","91","66","189","94","62","54","321","119","155","74","58","51","0","17","0","17","1400000US25017317302","Census Tract 3173.02, Middlesex County, Massachusetts"
"2583","59","2414","106","115","74","27","30","15","24","0","17","0","17","0","17","0","17","12","19","0","17","1400000US25017318100","Census Tract 3181, Middlesex County, Massachusetts"
"1857","51","1203","103","201","69","72","41","71","57","214","89","19","21","0","12","77","30","0","12","0","12","1400000US25017318200","Census Tract 3182, Middlesex County, Massachusetts"
"2797","68","2449","98","279","80","0","17","22","33","0","17","0","17","31","31","0","17","16","24","0","17","1400000US25017318300","Census Tract 3183, Middlesex County, Massachusetts"
"1615","58","1148","91","96","50","0","12","13","15","34","36","75","49","188","61","61","66","0","12","0","12","1400000US25017318400","Census Tract 3184, Middlesex County, Massachusetts"
"1989","102","1796","111","113","56","0","17","70","54","10","15","0","17","0","17","0","17","0","17","0","17","1400000US25017320102","Census Tract 3201.02, Middlesex County, Massachusetts"
"1064","84","699","55","219","61","57","41","59","41","30","27","0","12","0","12","0","12","0","12","0","12","1400000US25017320103","Census Tract 3201.03, Middlesex County, Massachusetts"
"3460","145","2381","168","350","89","80","80","94","100","14","23","116","59","203","88","222","120","0","17","0","17","1400000US25017320104","Census Tract 3201.04, Middlesex County, Massachusetts"
"3062","103","1442","167","196","70","0","17","14","21","43","40","291","127","268","111","419","140","389","144","0","17","1400000US25017321100","Census Tract 3211, Middlesex County, Massachusetts"
"2782","117","1469","182","141","90","115","106","76","62","286","129","161","80","266","125","165","111","103","49","0","17","1400000US25017321200","Census Tract 3212, Middlesex County, Massachusetts"
"3377","155","1196","164","273","117","557","216","527","195","270","124","123","110","128","83","303","111","0","17","0","17","1400000US25017321300","Census Tract 3213, Middlesex County, Massachusetts"
"1485","67","840","106","9","13","30","31","134","65","92","49","302","105","43","48","35","37","0","12","0","12","1400000US25017321400","Census Tract 3214, Middlesex County, Massachusetts"
"3045","101","1148","243","292","115","586","190","221","128","33","37","479","205","219","146","67","62","0","17","0","17","1400000US25017321500","Census Tract 3215, Middlesex County, Massachusetts"
"3235","108","1948","190","173","118","106","92","18","28","151","100","488","167","109","80","242","105","0","17","0","17","1400000US25017321600","Census Tract 3216, Middlesex County, Massachusetts"
"1834","64","1539","91","110","48","51","48","96","52","0","12","8","13","17","25","13","19","0","12","0","12","1400000US25017322100","Census Tract 3221, Middlesex County, Massachusetts"
"1807","88","749","85","391","96","177","69","196","101","134","84","125","83","35","38","0","12","0","12","0","12","1400000US25017322200","Census Tract 3222, Middlesex County, Massachusetts"
"2626","101","1140","138","119","77","238","110","231","142","161","101","210","117","71","54","251","103","205","53","0","17","1400000US25017322300","Census Tract 3223, Middlesex County, Massachusetts"
"1890","67","992","103","34","32","282","111","245","101","112","80","103","60","22","25","100","40","0","12","0","12","1400000US25017322400","Census Tract 3224, Middlesex County, Massachusetts"
"2622","131","2109","155","237","98","37","30","57","48","141","77","0","17","0","17","41","26","0","17","0","17","1400000US25017323100","Census Tract 3231, Middlesex County, Massachusetts"
"2150","105","1929","111","44","42","18","21","62","45","31","29","0","17","66","29","0","17","0","17","0","17","1400000US25017324101","Census Tract 3241.01, Middlesex County, Massachusetts"
"1686","83","1356","98","25","24","9","14","0","12","13","14","21","20","49","24","36","39","177","62","0","12","1400000US25017324102","Census Tract 3241.02, Middlesex County, Massachusetts"
"3640","174","1787","185","384","120","318","147","387","189","426","162","216","140","15","24","89","87","18","28","0","17","1400000US25017325100","Census Tract 3251, Middlesex County, Massachusetts"
"1627","83","1267","113","64","51","122","83","0","12","95","78","7","11","63","63","9","16","0","12","0","12","1400000US25017326101","Census Tract 3261.01, Middlesex County, Massachusetts"
"2632","120","2303","160","87","67","122","70","70","59","0","17","0","17","33","28","17","27","0","17","0","17","1400000US25017326102","Census Tract 3261.02, Middlesex County, Massachusetts"
"1382","63","1268","78","38","48","12","19","8","13","0","12","0","12","0","12","12","18","44","26","0","12","1400000US25017327101","Census Tract 3271.01, Middlesex County, Massachusetts"
"1772","77","1183","116","183","77","115","62","135","87","65","54","79","54","12","18","0","12","0","12","0","12","1400000US25017327102","Census Tract 3271.02, Middlesex County, Massachusetts"
"1485","64","1084","85","40","28","59","47","76","57","41","28","13","12","28","31","88","34","56","31","0","12","1400000US25017327103","Census Tract 3271.03, Middlesex County, Massachusetts"
"1192","54","1181","55","0","12","5","8","6","9","0","12","0","12","0","12","0","12","0","12","0","12","1400000US25017328100","Census Tract 3281, Middlesex County, Massachusetts"
"2982","118","2588","159","300","118","0","17","38","45","0","17","0","17","39","32","17","28","0","17","0","17","1400000US25017330100","Census Tract 3301, Middlesex County, Massachusetts"
"2804","103","1919","166","35","43","90","80","54","38","45","44","319","127","263","116","79","52","0","17","0","17","1400000US25017330200","Census Tract 3302, Middlesex County, Massachusetts"
"1175","39","917","57","18","27","14","17","9","14","22","24","114","41","81","41","0","12","0","12","0","12","1400000US25017331101","Census Tract 3311.01, Middlesex County, Massachusetts"
"2503","99","2224","111","34","35","31","39","36","45","43","26","114","67","21","23","0","17","0","17","0","17","1400000US25017331102","Census Tract 3311.02, Middlesex County, Massachusetts"
"1892","59","1657","82","35","39","0","17","0","17","5","8","142","55","45","30","8","13","0","17","0","17","1400000US25017331200","Census Tract 3312, Middlesex County, Massachusetts"
"2503","109","2071","144","194","90","25","42","116","73","0","17","0","17","45","51","40","48","12","20","0","17","1400000US25017331300","Census Tract 3313, Middlesex County, Massachusetts"
"2182","87","2111","110","17","27","27","42","0","17","0","17","0","17","0","17","0","17","27","42","0","17","1400000US25017332100","Census Tract 3321, Middlesex County, Massachusetts"
"3828","96","1808","168","277","118","47","44","28","31","526","153","380","141","357","94","405","121","0","17","0","17","1400000US25017332200","Census Tract 3322, Middlesex County, Massachusetts"
"2889","75","2021","167","44","42","0","17","16","26","46","44","278","133","339","125","145","80","0","17","0","17","1400000US25017332300","Census Tract 3323, Middlesex County, Massachusetts"
"1775","76","1020","91","102","49","0","12","31","26","72","57","101","62","186","72","254","94","9","15","0","12","1400000US25017332400","Census Tract 3324, Middlesex County, Massachusetts"
"3185","88","2074","147","234","75","35","57","37","49","231","107","203","124","247","89","124","55","0","17","0","17","1400000US25017333100","Census Tract 3331, Middlesex County, Massachusetts"
"2184","97","1454","140","52","58","211","116","132","84","67","55","72","58","150","87","46","27","0","17","0","17","1400000US25017333200","Census Tract 3332, Middlesex County, Massachusetts"
"1894","70","516","103","229","97","336","116","363","118","129","83","175","66","136","73","10","16","0","12","0","12","1400000US25017333300","Census Tract 3333, Middlesex County, Massachusetts"
"2609","103","1280","186","221","123","194","89","176","105","71","66","226","100","148","102","293","116","0","17","0","17","1400000US25017333400","Census Tract 3334, Middlesex County, Massachusetts"
"2050","71","1387","111","51","61","215","96","41","34","71","50","85","35","62","42","117","35","21","30","0","17","1400000US25017333501","Census Tract 3335.01, Middlesex County, Massachusetts"
"1450","69","614","131","82","55","285","117","309","113","53","44","32","28","0","12","75","37","0","12","0","12","1400000US25017333502","Census Tract 3335.02, Middlesex County, Massachusetts"
"3500","87","1401","205","344","120","247","129","46","44","170","117","266","130","394","149","632","168","0","17","0","17","1400000US25017333600","Census Tract 3336, Middlesex County, Massachusetts"
"2512","50","1832","93","90","54","37","31","56","51","16","24","98","86","260","75","123","58","0","17","0","17","1400000US25017334100","Census Tract 3341, Middlesex County, Massachusetts"
"1651","38","1026","85","7","12","162","56","121","56","77","40","91","41","135","48","32","22","0","12","0","12","1400000US25017334200","Census Tract 3342, Middlesex County, Massachusetts"
"2555","53","2348","91","35","30","54","40","0","17","34","28","50","41","34","39","0","17","0","17","0","17","1400000US25017334300","Census Tract 3343, Middlesex County, Massachusetts"
"2701","79","1715","131","184","88","90","79","93","60","103","76","148","94","51","43","317","117","0","17","0","17","1400000US25017334400","Census Tract 3344, Middlesex County, Massachusetts"
"2738","85","1484","144","80","58","516","158","230","111","139","108","72","50","179","79","38","43","0","17","0","17","1400000US25017335100","Census Tract 3351, Middlesex County, Massachusetts"
"2570","109","1502","183","131","81","325","138","118","98","48","70","68","55","260","135","118","65","0","17","0","17","1400000US25017335200","Census Tract 3352, Middlesex County, Massachusetts"
"1851","82","786","81","184","59","375","102","279","96","73","60","29","22","104","53","10","17","0","12","11","18","1400000US25017335301","Census Tract 3353.01, Middlesex County, Massachusetts"
"2040","115","1264","103","50","30","135","57","109","71","100","65","37","28","70","31","275","75","0","17","0","17","1400000US25017335302","Census Tract 3353.02, Middlesex County, Massachusetts"
"1938","65","1511","119","53","32","122","57","69","52","29","46","31","24","111","58","12","18","0","17","0","17","1400000US25017335400","Census Tract 3354, Middlesex County, Massachusetts"
"2477","67","1506","172","99","78","258","131","68","60","33","39","156","119","107","59","250","109","0","17","0","17","1400000US25017336100","Census Tract 3361, Middlesex County, Massachusetts"
"2184","97","1717","139","26","28","208","92","34","32","0","17","21","25","50","35","93","51","0","17","35","56","1400000US25017336200","Census Tract 3362, Middlesex County, Massachusetts"
"2499","97","1982","143","53","42","215","84","62","50","14","22","17","26","13","22","128","83","0","17","15","25","1400000US25017336300","Census Tract 3363, Middlesex County, Massachusetts"
"2479","88","731","127","83","60","137","78","61","53","99","55","280","141","512","137","576","177","0","17","0","17","1400000US25017336401","Census Tract 3364.01, Middlesex County, Massachusetts"
"2148","105","808","119","112","69","332","118","107","65","281","134","96","63","126","91","286","87","0","12","0","12","1400000US25017336402","Census Tract 3364.02, Middlesex County, Massachusetts"
"1317","48","871","73","23","22","52","33","202","76","9","13","77","39","56","27","19","24","8","13","0","12","1400000US25017337101","Census Tract 3371.01, Middlesex County, Massachusetts"
"2192","64","1458","161","20","31","105","69","196","155","53","73","76","76","207","90","77","74","0","17","0","17","1400000US25017337102","Census Tract 3371.02, Middlesex County, Massachusetts"
"1547","86","679","77","0","12","47","36","18","22","56","35","128","84","329","89","290","81","0","12","0","12","1400000US25017337201","Census Tract 3372.01, Middlesex County, Massachusetts"
"2205","74","1426","132","47","54","166","124","0","17","29","36","33","39","250","103","254","91","0","17","0","17","1400000US25017337202","Census Tract 3372.02, Middlesex County, Massachusetts"
"2660","111","1079","154","58","57","296","125","282","117","150","87","342","104","240","117","213","92","0","17","0","17","1400000US25017337300","Census Tract 3373, Middlesex County, Massachusetts"
"1094","36","912","68","29","31","124","46","29","27","0","12","0","12","0","12","0","12","0","12","0","12","1400000US25017338100","Census Tract 3381, Middlesex County, Massachusetts"
"1628","62","568","83","323","77","280","79","39","23","29","27","57","51","0","12","332","67","0","12","0","12","1400000US25017338200","Census Tract 3382, Middlesex County, Massachusetts"
"1237","72","851","63","79","31","17","19","45","34","47","33","22","26","121","56","55","56","0","12","0","12","1400000US25017338300","Census Tract 3383, Middlesex County, Massachusetts"
"2098","57","1904","76","152","44","0","17","26","30","10","15","0","17","6","10","0","17","0","17","0","17","1400000US25017338400","Census Tract 3384, Middlesex County, Massachusetts"
"2068","72","1656","98","113","56","121","47","6","10","42","35","86","57","17","14","0","17","27","41","0","17","1400000US25017338500","Census Tract 3385, Middlesex County, Massachusetts"
"2965","68","1354","141","176","124","422","129","60","43","32","37","28","32","102","53","791","146","0","17","0","17","1400000US25017339100","Census Tract 3391, Middlesex County, Massachusetts"
"2126","54","1514","133","118","78","341","133","85","48","68","76","0","17","0","17","0","17","0","17","0","17","1400000US25017339200","Census Tract 3392, Middlesex County, Massachusetts"
"1229","69","301","88","99","52","418","90","89","63","31","36","56","47","116","51","119","50","0","12","0","12","1400000US25017339300","Census Tract 3393, Middlesex County, Massachusetts"
"1517","46","236","70","63","57","768","108","181","73","126","70","100","44","22","25","21","23","0","12","0","12","1400000US25017339400","Census Tract 3394, Middlesex County, Massachusetts"
"1636","44","591","110","130","79","538","117","178","65","51","61","35","33","113","61","0","17","0","17","0","17","1400000US25017339500","Census Tract 3395, Middlesex County, Massachusetts"
"2287","61","366","124","210","104","1123","202","353","159","92","65","100","60","17","27","13","22","13","23","0","17","1400000US25017339600","Census Tract 3396, Middlesex County, Massachusetts"
"1655","45","117","60","333","118","883","103","162","67","90","57","0","12","11","18","32","46","27","30","0","12","1400000US25017339700","Census Tract 3397, Middlesex County, Massachusetts"
"2624","72","204","79","75","78","458","153","168","114","17","27","0","17","138","79","1564","156","0","17","0","17","1400000US25017339801","Census Tract 3398.01, Middlesex County, Massachusetts"
"2323","128","503","141","115","77","379","103","314","98","44","35","29","35","136","80","803","143","0","17","0","17","1400000US25017339802","Census Tract 3398.02, Middlesex County, Massachusetts"
"2177","52","482","117","362","162","993","193","138","62","85","66","100","68","0","17","17","28","0","17","0","17","1400000US25017339900","Census Tract 3399, Middlesex County, Massachusetts"
"1089","33","241","80","150","73","228","73","259","114","44","30","122","53","45","35","0","12","0","12","0","12","1400000US25017340000","Census Tract 3400, Middlesex County, Massachusetts"
"2480","67","1928","181","171","144","162","89","55","50","0","17","45","36","81","66","38","42","0","17","0","17","1400000US25017340100","Census Tract 3401, Middlesex County, Massachusetts"
"1394","51","661","93","49","33","384","106","179","76","39","23","50","40","16","17","6","11","10","16","0","12","1400000US25017341101","Census Tract 3411.01, Middlesex County, Massachusetts"
"2186","106","530","115","70","55","259","98","73","65","163","88","118","65","375","126","562","139","36","54","0","12","1400000US25017341102","Census Tract 3411.02, Middlesex County, Massachusetts"
"2513","117","567","149","176","97","878","237","386","196","0","17","23","40","194","122","289","127","0","17","0","17","1400000US25017341200","Census Tract 3412, Middlesex County, Massachusetts"
"2748","176","280","118","47","61","282","189","39","36","228","110","398","180","429","150","1045","193","0","17","0","17","1400000US25017341300","Census Tract 3413, Middlesex County, Massachusetts"
"2290","94","365","197","281","166","831","198","292","143","24","29","62","66","321","177","114","116","0","17","0","17","1400000US25017341400","Census Tract 3414, Middlesex County, Massachusetts"
"1800","55","298","98","111","70","526","120","571","126","49","41","18","16","121","82","106","42","0","17","0","17","1400000US25017341500","Census Tract 3415, Middlesex County, Massachusetts"
"2589","93","931","158","244","122","615","174","301","136","42","40","99","61","298","133","59","52","0","17","0","17","1400000US25017341600","Census Tract 3416, Middlesex County, Massachusetts"
"2076","69","981","149","142","90","420","158","263","123","22","35","24","37","17","26","207","71","0","17","0","17","1400000US25017341700","Census Tract 3417, Middlesex County, Massachusetts"
"2506","106","410","131","213","134","578","193","479","198","338","164","120","78","98","77","270","108","0","17","0","17","1400000US25017341800","Census Tract 3418, Middlesex County, Massachusetts"
"510","20","209","46","54","39","96","36","36","24","4","6","104","41","7","10","0","12","0","12","0","12","1400000US25017341901","Census Tract 3419.01, Middlesex County, Massachusetts"
"3794","150","843","160","154","102","513","182","176","118","77","58","224","164","155","73","1587","268","65","39","0","17","1400000US25017341902","Census Tract 3419.02, Middlesex County, Massachusetts"
"1655","76","447","103","121","63","468","136","446","129","58","52","65","84","24","23","26","42","0","17","0","17","1400000US25017342101","Census Tract 3421.01, Middlesex County, Massachusetts"
"1679","71","584","130","114","61","237","96","401","121","105","50","104","67","71","49","63","39","0","12","0","12","1400000US25017342102","Census Tract 3421.02, Middlesex County, Massachusetts"
"2055","70","424","103","109","60","650","129","590","138","30","51","101","72","118","70","33","55","0","17","0","17","1400000US25017342201","Census Tract 3422.01, Middlesex County, Massachusetts"
"1468","53","505","98","43","47","576","119","222","85","10","16","0","12","19","21","93","52","0","12","0","12","1400000US25017342202","Census Tract 3422.02, Middlesex County, Massachusetts"
"2684","134","408","146","224","130","923","218","738","202","125","110","36","31","49","58","169","84","12","21","0","17","1400000US25017342300","Census Tract 3423, Middlesex County, Massachusetts"
"2959","102","329","180","166","147","856","247","707","258","137","104","226","153","203","95","335","110","0","17","0","17","1400000US25017342400","Census Tract 3424, Middlesex County, Massachusetts"
"2841","114","314","147","364","218","981","243","595","185","157","137","116","103","112","107","134","83","68","94","0","17","1400000US25017342500","Census Tract 3425, Middlesex County, Massachusetts"
"1725","84","282","91","75","57","648","165","436","121","53","57","59","52","155","88","9","14","8","13","0","12","1400000US25017342600","Census Tract 3426, Middlesex County, Massachusetts"
"1056","67","73","44","51","25","439","71","49","27","5","7","12","19","41","62","386","91","0","12","0","12","1400000US25017350103","Census Tract 3501.03, Middlesex County, Massachusetts"
"3035","116","318","153","79","76","597","177","910","212","519","184","159","109","287","135","166","93","0","17","0","17","1400000US25017350104","Census Tract 3501.04, Middlesex County, Massachusetts"
"2795","78","385","128","124","76","827","191","1011","214","173","79","132","109","143","91","0","17","0","17","0","17","1400000US25017350200","Census Tract 3502, Middlesex County, Massachusetts"
"1383","39","305","89","73","36","264","76","378","95","73","49","61","35","178","50","51","42","0","12","0","12","1400000US25017350300","Census Tract 3503, Middlesex County, Massachusetts"
"2530","65","197","84","80","69","912","166","1043","156","139","68","63","76","51","39","45","37","0","17","0","17","1400000US25017350400","Census Tract 3504, Middlesex County, Massachusetts"
"724","53","148","49","13","14","255","58","215","56","40","19","12","13","36","17","5","7","0","12","0","12","1400000US25017350500","Census Tract 3505, Middlesex County, Massachusetts"
"1068","45","121","51","64","44","614","92","242","64","27","27","0","17","0","17","0","17","0","17","0","17","1400000US25017350600","Census Tract 3506, Middlesex County, Massachusetts"
"3025","162","167","78","64","47","1000","203","508","136","222","125","78","54","43","42","943","209","0","17","0","17","1400000US25017350700","Census Tract 3507, Middlesex County, Massachusetts"
"963","48","142","50","64","28","317","54","287","55","73","27","43","22","37","20","0","12","0","12","0","12","1400000US25017350800","Census Tract 3508, Middlesex County, Massachusetts"
"1600","69","276","77","100","64","538","115","390","92","71","36","36","25","181","50","8","12","0","12","0","12","1400000US25017350900","Census Tract 3509, Middlesex County, Massachusetts"
"3152","94","329","123","109","92","1005","209","863","175","322","120","235","104","235","94","54","44","0","17","0","17","1400000US25017351000","Census Tract 3510, Middlesex County, Massachusetts"
"2682","129","354","113","65","44","632","128","469","139","179","88","197","127","566","140","220","103","0","17","0","17","1400000US25017351100","Census Tract 3511, Middlesex County, Massachusetts"
"2038","69","174","67","109","70","585","117","696","119","216","68","28","45","167","71","54","23","0","12","9","13","1400000US25017351203","Census Tract 3512.03, Middlesex County, Massachusetts"
"1976","84","164","58","107","46","448","107","474","106","298","87","253","102","168","53","64","45","0","12","0","12","1400000US25017351204","Census Tract 3512.04, Middlesex County, Massachusetts"
"2038","114","103","63","116","68","399","150","558","202","245","104","235","104","103","91","279","114","0","12","0","12","1400000US25017351300","Census Tract 3513, Middlesex County, Massachusetts"
"1760","70","65","38","123","90","559","135","503","128","266","120","116","124","29","24","99","44","0","12","0","12","1400000US25017351403","Census Tract 3514.03, Middlesex County, Massachusetts"
"1607","65","212","68","53","42","519","119","456","135","225","106","28","25","0","12","114","71","0","12","0","12","1400000US25017351404","Census Tract 3514.04, Middlesex County, Massachusetts"
"1201","68","41","35","9","13","84","65","318","93","96","63","64","46","186","66","393","98","0","12","10","17","1400000US25017351500","Census Tract 3515, Middlesex County, Massachusetts"
"2107","70","8","8","0","12","11","17","0","12","0","12","13","20","84","45","1991","85","0","12","0","12","1400000US25017352101","Census Tract 3521.01, Middlesex County, Massachusetts"
"1518","48","53","44","84","43","159","72","278","82","77","61","40","32","128","86","699","125","0","12","0","12","1400000US25017352102","Census Tract 3521.02, Middlesex County, Massachusetts"
"1151","58","73","49","36","28","115","56","259","81","86","55","78","41","94","43","410","81","0","12","0","12","1400000US25017352200","Census Tract 3522, Middlesex County, Massachusetts"
"2443","110","124","58","57","36","213","71","424","124","142","63","32","25","110","52","1341","146","0","12","0","12","1400000US25017352300","Census Tract 3523, Middlesex County, Massachusetts"
"862","31","81","33","40","21","54","33","133","47","312","60","122","50","73","39","47","33","0","12","0","12","1400000US25017352400","Census Tract 3524, Middlesex County, Massachusetts"
"1327","63","73","44","71","40","198","77","568","84","219","63","65","51","45","29","88","57","0","12","0","12","1400000US25017352500","Census Tract 3525, Middlesex County, Massachusetts"
